"Mod name","Registry name","Item ID","Display name","Exists"
"Chipped","chipped:blackstone_4","chipped:blackstone_4","Blackstone","true"
"Chipped","chipped:blackstone_5","chipped:blackstone_5","Blackstone","true"
"Chipped","chipped:blackstone_6","chipped:blackstone_6","Blackstone","true"
"Chipped","chipped:blackstone_7","chipped:blackstone_7","Blackstone","true"
"Chipped","chipped:blackstone_8","chipped:blackstone_8","Blackstone","true"
"Chipped","chipped:blackstone_9","chipped:blackstone_9","Blackstone","true"
"Chipped","chipped:blue_carpet_1","chipped:blue_carpet_1","Blue Carpet","true"
"Chipped","chipped:blue_carpet_10","chipped:blue_carpet_10","Blue Carpet","true"
"Chipped","chipped:blue_carpet_11","chipped:blue_carpet_11","Blue Carpet","true"
"Chipped","chipped:blue_carpet_12","chipped:blue_carpet_12","Blue Carpet","true"
"Chipped","chipped:blue_carpet_13","chipped:blue_carpet_13","Blue Carpet","true"
"Chipped","chipped:blue_carpet_14","chipped:blue_carpet_14","Blue Carpet","true"
"Chipped","chipped:blue_carpet_15","chipped:blue_carpet_15","Blue Carpet","true"
"Chipped","chipped:blue_carpet_16","chipped:blue_carpet_16","Blue Carpet","true"
"Chipped","chipped:blue_carpet_17","chipped:blue_carpet_17","Blue Carpet","true"
"Chipped","chipped:blue_carpet_18","chipped:blue_carpet_18","Blue Carpet","true"
"Chipped","chipped:blue_carpet_2","chipped:blue_carpet_2","Blue Carpet","true"
"Chipped","chipped:blue_carpet_3","chipped:blue_carpet_3","Blue Carpet","true"
"Chipped","chipped:blue_carpet_4","chipped:blue_carpet_4","Blue Carpet","true"
"Chipped","chipped:blue_carpet_5","chipped:blue_carpet_5","Blue Carpet","true"
"Chipped","chipped:blue_carpet_6","chipped:blue_carpet_6","Blue Carpet","true"
"Chipped","chipped:blue_carpet_7","chipped:blue_carpet_7","Blue Carpet","true"
"Chipped","chipped:blue_carpet_8","chipped:blue_carpet_8","Blue Carpet","true"
"Chipped","chipped:blue_carpet_9","chipped:blue_carpet_9","Blue Carpet","true"
"Chipped","chipped:blue_concrete_1","chipped:blue_concrete_1","Blue Concrete","true"
"Chipped","chipped:blue_concrete_10","chipped:blue_concrete_10","Blue Concrete","true"
"Chipped","chipped:blue_concrete_11","chipped:blue_concrete_11","Blue Concrete","true"
"Chipped","chipped:blue_concrete_12","chipped:blue_concrete_12","Blue Concrete","true"
"Chipped","chipped:blue_concrete_13","chipped:blue_concrete_13","Blue Concrete","true"
"Chipped","chipped:blue_concrete_14","chipped:blue_concrete_14","Blue Concrete","true"
"Chipped","chipped:blue_concrete_15","chipped:blue_concrete_15","Blue Concrete","true"
"Chipped","chipped:blue_concrete_16","chipped:blue_concrete_16","Blue Concrete","true"
"Chipped","chipped:blue_concrete_17","chipped:blue_concrete_17","Blue Concrete","true"
"Chipped","chipped:blue_concrete_18","chipped:blue_concrete_18","Blue Concrete","true"
"Chipped","chipped:blue_concrete_2","chipped:blue_concrete_2","Blue Concrete","true"
"Chipped","chipped:blue_concrete_3","chipped:blue_concrete_3","Blue Concrete","true"
"Chipped","chipped:blue_concrete_4","chipped:blue_concrete_4","Blue Concrete","true"
"Chipped","chipped:blue_concrete_5","chipped:blue_concrete_5","Blue Concrete","true"
"Chipped","chipped:blue_concrete_6","chipped:blue_concrete_6","Blue Concrete","true"
"Chipped","chipped:blue_concrete_7","chipped:blue_concrete_7","Blue Concrete","true"
"Chipped","chipped:blue_concrete_8","chipped:blue_concrete_8","Blue Concrete","true"
"Chipped","chipped:blue_concrete_9","chipped:blue_concrete_9","Blue Concrete","true"
"Chipped","chipped:blue_stained_glass_1","chipped:blue_stained_glass_1","Blue Stained Glass","true"
"Chipped","chipped:blue_stained_glass_2","chipped:blue_stained_glass_2","Blue Stained Glass","true"
"Chipped","chipped:blue_stained_glass_3","chipped:blue_stained_glass_3","Blue Stained Glass","true"
"Chipped","chipped:blue_stained_glass_4","chipped:blue_stained_glass_4","Blue Stained Glass","true"
"Chipped","chipped:blue_stained_glass_5","chipped:blue_stained_glass_5","Blue Stained Glass","true"
"Chipped","chipped:blue_stained_glass_6","chipped:blue_stained_glass_6","Blue Stained Glass","true"
"Chipped","chipped:blue_stained_glass_7","chipped:blue_stained_glass_7","Blue Stained Glass","true"
"Chipped","chipped:blue_stained_glass_8","chipped:blue_stained_glass_8","Blue Stained Glass","true"
"Chipped","chipped:blue_stained_glass_pane_1","chipped:blue_stained_glass_pane_1","Blue Stained Glass Pane","true"
"Chipped","chipped:blue_stained_glass_pane_2","chipped:blue_stained_glass_pane_2","Blue Stained Glass Pane","true"
"Chipped","chipped:blue_stained_glass_pane_3","chipped:blue_stained_glass_pane_3","Blue Stained Glass Pane","true"
"Chipped","chipped:blue_stained_glass_pane_4","chipped:blue_stained_glass_pane_4","Blue Stained Glass Pane","true"
"Chipped","chipped:blue_stained_glass_pane_5","chipped:blue_stained_glass_pane_5","Blue Stained Glass Pane","true"
"Chipped","chipped:blue_stained_glass_pane_6","chipped:blue_stained_glass_pane_6","Blue Stained Glass Pane","true"
"Chipped","chipped:blue_stained_glass_pane_7","chipped:blue_stained_glass_pane_7","Blue Stained Glass Pane","true"
"Chipped","chipped:blue_stained_glass_pane_8","chipped:blue_stained_glass_pane_8","Blue Stained Glass Pane","true"
"Chipped","chipped:blue_terracotta_1","chipped:blue_terracotta_1","Blue Terracotta","true"
"Chipped","chipped:blue_terracotta_10","chipped:blue_terracotta_10","Blue Terracotta","true"
"Chipped","chipped:blue_terracotta_11","chipped:blue_terracotta_11","Blue Terracotta","true"
"Chipped","chipped:blue_terracotta_12","chipped:blue_terracotta_12","Blue Terracotta","true"
"Chipped","chipped:blue_terracotta_13","chipped:blue_terracotta_13","Blue Terracotta","true"
"Chipped","chipped:blue_terracotta_14","chipped:blue_terracotta_14","Blue Terracotta","true"
"Chipped","chipped:blue_terracotta_15","chipped:blue_terracotta_15","Blue Terracotta","true"
"Chipped","chipped:blue_terracotta_16","chipped:blue_terracotta_16","Blue Terracotta","true"
"Chipped","chipped:blue_terracotta_17","chipped:blue_terracotta_17","Blue Terracotta","true"
"Chipped","chipped:blue_terracotta_18","chipped:blue_terracotta_18","Blue Terracotta","true"
"Chipped","chipped:blue_terracotta_2","chipped:blue_terracotta_2","Blue Terracotta","true"
"Chipped","chipped:blue_terracotta_3","chipped:blue_terracotta_3","Blue Terracotta","true"
"Chipped","chipped:blue_terracotta_4","chipped:blue_terracotta_4","Blue Terracotta","true"
"Chipped","chipped:blue_terracotta_5","chipped:blue_terracotta_5","Blue Terracotta","true"
"Chipped","chipped:blue_terracotta_6","chipped:blue_terracotta_6","Blue Terracotta","true"
"Chipped","chipped:blue_terracotta_7","chipped:blue_terracotta_7","Blue Terracotta","true"
"Chipped","chipped:blue_terracotta_8","chipped:blue_terracotta_8","Blue Terracotta","true"
"Chipped","chipped:blue_terracotta_9","chipped:blue_terracotta_9","Blue Terracotta","true"
"Chipped","chipped:blue_wool_1","chipped:blue_wool_1","Blue Wool","true"
"Chipped","chipped:blue_wool_10","chipped:blue_wool_10","Blue Wool","true"
"Chipped","chipped:blue_wool_11","chipped:blue_wool_11","Blue Wool","true"
"Chipped","chipped:blue_wool_12","chipped:blue_wool_12","Blue Wool","true"
"Chipped","chipped:blue_wool_13","chipped:blue_wool_13","Blue Wool","true"
"Chipped","chipped:blue_wool_14","chipped:blue_wool_14","Blue Wool","true"
"Chipped","chipped:blue_wool_15","chipped:blue_wool_15","Blue Wool","true"
"Chipped","chipped:blue_wool_16","chipped:blue_wool_16","Blue Wool","true"
"Chipped","chipped:blue_wool_17","chipped:blue_wool_17","Blue Wool","true"
"Chipped","chipped:blue_wool_18","chipped:blue_wool_18","Blue Wool","true"
"Chipped","chipped:blue_wool_2","chipped:blue_wool_2","Blue Wool","true"
"Chipped","chipped:blue_wool_3","chipped:blue_wool_3","Blue Wool","true"
"Chipped","chipped:blue_wool_4","chipped:blue_wool_4","Blue Wool","true"
"Chipped","chipped:blue_wool_5","chipped:blue_wool_5","Blue Wool","true"
"Chipped","chipped:blue_wool_6","chipped:blue_wool_6","Blue Wool","true"
"Chipped","chipped:blue_wool_7","chipped:blue_wool_7","Blue Wool","true"
"Chipped","chipped:blue_wool_8","chipped:blue_wool_8","Blue Wool","true"
"Chipped","chipped:blue_wool_9","chipped:blue_wool_9","Blue Wool","true"
"Chipped","chipped:botanist_workbench","chipped:botanist_workbench","Botanist's Workbench","true"
"Chipped","chipped:brown_carpet_1","chipped:brown_carpet_1","Brown Carpet","true"
"Chipped","chipped:brown_carpet_10","chipped:brown_carpet_10","Brown Carpet","true"
"Chipped","chipped:brown_carpet_11","chipped:brown_carpet_11","Brown Carpet","true"
"Chipped","chipped:brown_carpet_12","chipped:brown_carpet_12","Brown Carpet","true"
"Chipped","chipped:brown_carpet_13","chipped:brown_carpet_13","Brown Carpet","true"
"Chipped","chipped:brown_carpet_14","chipped:brown_carpet_14","Brown Carpet","true"
"Chipped","chipped:brown_carpet_15","chipped:brown_carpet_15","Brown Carpet","true"
"Chipped","chipped:brown_carpet_16","chipped:brown_carpet_16","Brown Carpet","true"
"Chipped","chipped:brown_carpet_17","chipped:brown_carpet_17","Brown Carpet","true"
"Chipped","chipped:brown_carpet_18","chipped:brown_carpet_18","Brown Carpet","true"
"Chipped","chipped:brown_carpet_2","chipped:brown_carpet_2","Brown Carpet","true"
"Chipped","chipped:brown_carpet_3","chipped:brown_carpet_3","Brown Carpet","true"
"Chipped","chipped:brown_carpet_4","chipped:brown_carpet_4","Brown Carpet","true"
"Chipped","chipped:brown_carpet_5","chipped:brown_carpet_5","Brown Carpet","true"
"Chipped","chipped:brown_carpet_6","chipped:brown_carpet_6","Brown Carpet","true"
"Chipped","chipped:brown_carpet_7","chipped:brown_carpet_7","Brown Carpet","true"
"Chipped","chipped:brown_carpet_8","chipped:brown_carpet_8","Brown Carpet","true"
"Chipped","chipped:brown_carpet_9","chipped:brown_carpet_9","Brown Carpet","true"
"Chipped","chipped:brown_concrete_1","chipped:brown_concrete_1","Brown Concrete","true"
"Chipped","chipped:brown_concrete_10","chipped:brown_concrete_10","Brown Concrete","true"
"Chipped","chipped:brown_concrete_11","chipped:brown_concrete_11","Brown Concrete","true"
"Chipped","chipped:brown_concrete_12","chipped:brown_concrete_12","Brown Concrete","true"
"Chipped","chipped:brown_concrete_13","chipped:brown_concrete_13","Brown Concrete","true"
"Chipped","chipped:brown_concrete_14","chipped:brown_concrete_14","Brown Concrete","true"
"Chipped","chipped:brown_concrete_15","chipped:brown_concrete_15","Brown Concrete","true"
"Chipped","chipped:brown_concrete_16","chipped:brown_concrete_16","Brown Concrete","true"
"Chipped","chipped:brown_concrete_17","chipped:brown_concrete_17","Brown Concrete","true"
"Chipped","chipped:brown_concrete_18","chipped:brown_concrete_18","Brown Concrete","true"
"Chipped","chipped:brown_concrete_2","chipped:brown_concrete_2","Brown Concrete","true"
"Chipped","chipped:brown_concrete_3","chipped:brown_concrete_3","Brown Concrete","true"
"Chipped","chipped:brown_concrete_4","chipped:brown_concrete_4","Brown Concrete","true"
"Chipped","chipped:brown_concrete_5","chipped:brown_concrete_5","Brown Concrete","true"
"Chipped","chipped:brown_concrete_6","chipped:brown_concrete_6","Brown Concrete","true"
"Chipped","chipped:brown_concrete_7","chipped:brown_concrete_7","Brown Concrete","true"
"Chipped","chipped:brown_concrete_8","chipped:brown_concrete_8","Brown Concrete","true"
"Chipped","chipped:brown_concrete_9","chipped:brown_concrete_9","Brown Concrete","true"
"Chipped","chipped:brown_stained_glass_1","chipped:brown_stained_glass_1","Brown Stained Glass","true"
"Chipped","chipped:brown_stained_glass_2","chipped:brown_stained_glass_2","Brown Stained Glass","true"
"Chipped","chipped:brown_stained_glass_3","chipped:brown_stained_glass_3","Brown Stained Glass","true"
"Chipped","chipped:brown_stained_glass_4","chipped:brown_stained_glass_4","Brown Stained Glass","true"
"Chipped","chipped:brown_stained_glass_5","chipped:brown_stained_glass_5","Brown Stained Glass","true"
"Chipped","chipped:brown_stained_glass_6","chipped:brown_stained_glass_6","Brown Stained Glass","true"
"Chipped","chipped:brown_stained_glass_7","chipped:brown_stained_glass_7","Brown Stained Glass","true"
"Chipped","chipped:brown_stained_glass_8","chipped:brown_stained_glass_8","Brown Stained Glass","true"
"Chipped","chipped:brown_stained_glass_pane_1","chipped:brown_stained_glass_pane_1","Brown Stained Glass Pane","true"
"Chipped","chipped:brown_stained_glass_pane_2","chipped:brown_stained_glass_pane_2","Brown Stained Glass Pane","true"
"Chipped","chipped:brown_stained_glass_pane_3","chipped:brown_stained_glass_pane_3","Brown Stained Glass Pane","true"
"Chipped","chipped:brown_stained_glass_pane_4","chipped:brown_stained_glass_pane_4","Brown Stained Glass Pane","true"
"Chipped","chipped:brown_stained_glass_pane_5","chipped:brown_stained_glass_pane_5","Brown Stained Glass Pane","true"
"Chipped","chipped:brown_stained_glass_pane_6","chipped:brown_stained_glass_pane_6","Brown Stained Glass Pane","true"
"Chipped","chipped:brown_stained_glass_pane_7","chipped:brown_stained_glass_pane_7","Brown Stained Glass Pane","true"
"Chipped","chipped:brown_stained_glass_pane_8","chipped:brown_stained_glass_pane_8","Brown Stained Glass Pane","true"
"Chipped","chipped:brown_terracotta_1","chipped:brown_terracotta_1","Brown Terracotta","true"
"Chipped","chipped:brown_terracotta_10","chipped:brown_terracotta_10","Brown Terracotta","true"
"Chipped","chipped:brown_terracotta_11","chipped:brown_terracotta_11","Brown Terracotta","true"
"Chipped","chipped:brown_terracotta_12","chipped:brown_terracotta_12","Brown Terracotta","true"
"Chipped","chipped:brown_terracotta_13","chipped:brown_terracotta_13","Brown Terracotta","true"
"Chipped","chipped:brown_terracotta_14","chipped:brown_terracotta_14","Brown Terracotta","true"
"Chipped","chipped:brown_terracotta_15","chipped:brown_terracotta_15","Brown Terracotta","true"
"Chipped","chipped:brown_terracotta_16","chipped:brown_terracotta_16","Brown Terracotta","true"
"Chipped","chipped:brown_terracotta_17","chipped:brown_terracotta_17","Brown Terracotta","true"
"Chipped","chipped:brown_terracotta_18","chipped:brown_terracotta_18","Brown Terracotta","true"
"Chipped","chipped:brown_terracotta_2","chipped:brown_terracotta_2","Brown Terracotta","true"
"Chipped","chipped:brown_terracotta_3","chipped:brown_terracotta_3","Brown Terracotta","true"
"Chipped","chipped:brown_terracotta_4","chipped:brown_terracotta_4","Brown Terracotta","true"
"Chipped","chipped:brown_terracotta_5","chipped:brown_terracotta_5","Brown Terracotta","true"
"Chipped","chipped:brown_terracotta_6","chipped:brown_terracotta_6","Brown Terracotta","true"
"Chipped","chipped:brown_terracotta_7","chipped:brown_terracotta_7","Brown Terracotta","true"
"Chipped","chipped:brown_terracotta_8","chipped:brown_terracotta_8","Brown Terracotta","true"
"Chipped","chipped:brown_terracotta_9","chipped:brown_terracotta_9","Brown Terracotta","true"
"Chipped","chipped:brown_wool_1","chipped:brown_wool_1","Brown Wool","true"
"Chipped","chipped:brown_wool_10","chipped:brown_wool_10","Brown Wool","true"
"Chipped","chipped:brown_wool_11","chipped:brown_wool_11","Brown Wool","true"
"Chipped","chipped:brown_wool_12","chipped:brown_wool_12","Brown Wool","true"
"Chipped","chipped:brown_wool_13","chipped:brown_wool_13","Brown Wool","true"
"Chipped","chipped:brown_wool_14","chipped:brown_wool_14","Brown Wool","true"
"Chipped","chipped:brown_wool_15","chipped:brown_wool_15","Brown Wool","true"
"Chipped","chipped:brown_wool_16","chipped:brown_wool_16","Brown Wool","true"
"Chipped","chipped:brown_wool_17","chipped:brown_wool_17","Brown Wool","true"
"Chipped","chipped:brown_wool_18","chipped:brown_wool_18","Brown Wool","true"
"Chipped","chipped:brown_wool_2","chipped:brown_wool_2","Brown Wool","true"
"Chipped","chipped:brown_wool_3","chipped:brown_wool_3","Brown Wool","true"
"Chipped","chipped:brown_wool_4","chipped:brown_wool_4","Brown Wool","true"
"Chipped","chipped:brown_wool_5","chipped:brown_wool_5","Brown Wool","true"
"Chipped","chipped:brown_wool_6","chipped:brown_wool_6","Brown Wool","true"
"Chipped","chipped:brown_wool_7","chipped:brown_wool_7","Brown Wool","true"
"Chipped","chipped:brown_wool_8","chipped:brown_wool_8","Brown Wool","true"
"Chipped","chipped:brown_wool_9","chipped:brown_wool_9","Brown Wool","true"
"Chipped","chipped:carpenters_table","chipped:carpenters_table","Carpenter's Table","true"
"Chipped","chipped:carved_pumpkin_1","chipped:carved_pumpkin_1","Carved Pumpkin","true"
"Chipped","chipped:carved_pumpkin_10","chipped:carved_pumpkin_10","Carved Pumpkin","true"
"Chipped","chipped:carved_pumpkin_11","chipped:carved_pumpkin_11","Carved Pumpkin","true"
"Chipped","chipped:carved_pumpkin_12","chipped:carved_pumpkin_12","Carved Pumpkin","true"
"Chipped","chipped:carved_pumpkin_13","chipped:carved_pumpkin_13","Carved Pumpkin","true"
"Chipped","chipped:carved_pumpkin_14","chipped:carved_pumpkin_14","Carved Pumpkin","true"
"Chipped","chipped:carved_pumpkin_15","chipped:carved_pumpkin_15","Carved Pumpkin","true"
"Chipped","chipped:carved_pumpkin_16","chipped:carved_pumpkin_16","Carved Pumpkin","true"
"Chipped","chipped:carved_pumpkin_17","chipped:carved_pumpkin_17","Carved Pumpkin","true"
"Chipped","chipped:carved_pumpkin_18","chipped:carved_pumpkin_18","Carved Pumpkin","true"
"Chipped","chipped:carved_pumpkin_19","chipped:carved_pumpkin_19","Carved Pumpkin","true"
"Chipped","chipped:carved_pumpkin_2","chipped:carved_pumpkin_2","Carved Pumpkin","true"
"Chipped","chipped:carved_pumpkin_3","chipped:carved_pumpkin_3","Carved Pumpkin","true"
"Chipped","chipped:carved_pumpkin_4","chipped:carved_pumpkin_4","Carved Pumpkin","true"
"Chipped","chipped:carved_pumpkin_5","chipped:carved_pumpkin_5","Carved Pumpkin","true"
"Chipped","chipped:carved_pumpkin_6","chipped:carved_pumpkin_6","Carved Pumpkin","true"
"Chipped","chipped:carved_pumpkin_7","chipped:carved_pumpkin_7","Carved Pumpkin","true"
"Chipped","chipped:carved_pumpkin_8","chipped:carved_pumpkin_8","Carved Pumpkin","true"
"Chipped","chipped:carved_pumpkin_9","chipped:carved_pumpkin_9","Carved Pumpkin","true"
"Chipped","chipped:carved_pumpkin_end","chipped:carved_pumpkin_end","Carved Pumpkin","true"
"Chipped","chipped:carved_pumpkin_end2","chipped:carved_pumpkin_end2","Carved Pumpkin","true"
"Chipped","chipped:carved_pumpkin_nether","chipped:carved_pumpkin_nether","Carved Pumpkin","true"
"Chipped","chipped:clay_1","chipped:clay_1","Clay","true"
"Chipped","chipped:clay_10","chipped:clay_10","Clay","true"
"Chipped","chipped:clay_11","chipped:clay_11","Clay","true"
"Chipped","chipped:clay_12","chipped:clay_12","Clay","true"
"Chipped","chipped:clay_13","chipped:clay_13","Clay","true"
"Chipped","chipped:clay_14","chipped:clay_14","Clay","true"
"Chipped","chipped:clay_15","chipped:clay_15","Clay","true"
"Chipped","chipped:clay_16","chipped:clay_16","Clay","true"
"Chipped","chipped:clay_17","chipped:clay_17","Clay","true"
"Chipped","chipped:clay_18","chipped:clay_18","Clay","true"
"Chipped","chipped:clay_19","chipped:clay_19","Clay","true"
"Chipped","chipped:clay_2","chipped:clay_2","Clay","true"
"Chipped","chipped:clay_3","chipped:clay_3","Clay","true"
"Chipped","chipped:clay_4","chipped:clay_4","Clay","true"
"Chipped","chipped:clay_5","chipped:clay_5","Clay","true"
"Chipped","chipped:clay_6","chipped:clay_6","Clay","true"
"Chipped","chipped:clay_7","chipped:clay_7","Clay","true"
"Chipped","chipped:clay_8","chipped:clay_8","Clay","true"
"Chipped","chipped:clay_9","chipped:clay_9","Clay","true"
"Chipped","chipped:cobblestone_1","chipped:cobblestone_1","Cobblestone","true"
"Chipped","chipped:cobblestone_10","chipped:cobblestone_10","Cobblestone","true"
"Chipped","chipped:cobblestone_11","chipped:cobblestone_11","Cobblestone","true"
"Chipped","chipped:cobblestone_12","chipped:cobblestone_12","Cobblestone","true"
"Chipped","chipped:cobblestone_13","chipped:cobblestone_13","Cobblestone","true"
"Chipped","chipped:cobblestone_14","chipped:cobblestone_14","Cobblestone","true"
"Chipped","chipped:cobblestone_15","chipped:cobblestone_15","Cobblestone","true"
"Chipped","chipped:cobblestone_16","chipped:cobblestone_16","Cobblestone","true"
"Chipped","chipped:cobblestone_17","chipped:cobblestone_17","Cobblestone","true"
"Chipped","chipped:cobblestone_18","chipped:cobblestone_18","Cobblestone","true"
"Chipped","chipped:cobblestone_2","chipped:cobblestone_2","Cobblestone","true"
"Chipped","chipped:cobblestone_3","chipped:cobblestone_3","Cobblestone","true"
"Chipped","chipped:cobblestone_4","chipped:cobblestone_4","Cobblestone","true"
"Chipped","chipped:cobblestone_5","chipped:cobblestone_5","Cobblestone","true"
"Chipped","chipped:cobblestone_6","chipped:cobblestone_6","Cobblestone","true"
"Chipped","chipped:cobblestone_7","chipped:cobblestone_7","Cobblestone","true"
"Chipped","chipped:cobblestone_8","chipped:cobblestone_8","Cobblestone","true"
"Chipped","chipped:cobblestone_9","chipped:cobblestone_9","Cobblestone","true"
"Chipped","chipped:crimson_planks_1","chipped:crimson_planks_1","Crimson Planks","true"
"Chipped","chipped:crimson_planks_10","chipped:crimson_planks_10","Crimson Planks","true"
"Chipped","chipped:crimson_planks_11","chipped:crimson_planks_11","Crimson Planks","true"
"Chipped","chipped:crimson_planks_12","chipped:crimson_planks_12","Crimson Planks","true"
"Chipped","chipped:crimson_planks_13","chipped:crimson_planks_13","Crimson Planks","true"
"Chipped","chipped:crimson_planks_14","chipped:crimson_planks_14","Crimson Planks","true"
"Chipped","chipped:crimson_planks_15","chipped:crimson_planks_15","Crimson Planks","true"
"Chipped","chipped:crimson_planks_16","chipped:crimson_planks_16","Crimson Planks","true"
"Chipped","chipped:crimson_planks_17","chipped:crimson_planks_17","Crimson Planks","true"
"Chipped","chipped:crimson_planks_18","chipped:crimson_planks_18","Crimson Planks","true"
"Chipped","chipped:crimson_planks_2","chipped:crimson_planks_2","Crimson Planks","true"
"Chipped","chipped:crimson_planks_3","chipped:crimson_planks_3","Crimson Planks","true"
"Chipped","chipped:crimson_planks_4","chipped:crimson_planks_4","Crimson Planks","true"
"Chipped","chipped:crimson_planks_5","chipped:crimson_planks_5","Crimson Planks","true"
"Chipped","chipped:crimson_planks_6","chipped:crimson_planks_6","Crimson Planks","true"
"Chipped","chipped:crimson_planks_7","chipped:crimson_planks_7","Crimson Planks","true"
"Chipped","chipped:crimson_planks_8","chipped:crimson_planks_8","Crimson Planks","true"
"Chipped","chipped:crimson_planks_9","chipped:crimson_planks_9","Crimson Planks","true"
"Chipped","chipped:crimson_wood_glass_1","chipped:crimson_wood_glass_1","Glass","true"
"Chipped","chipped:crimson_wood_glass_2","chipped:crimson_wood_glass_2","Glass","true"
"Chipped","chipped:crimson_wood_glass_3","chipped:crimson_wood_glass_3","Glass","true"
"Chipped","chipped:crimson_wood_glass_4","chipped:crimson_wood_glass_4","Glass","true"
"Chipped","chipped:crimson_wood_glass_5","chipped:crimson_wood_glass_5","Glass","true"
"Chipped","chipped:crimson_wood_glass_6","chipped:crimson_wood_glass_6","Glass","true"
"Chipped","chipped:crimson_wood_glass_pane_1","chipped:crimson_wood_glass_pane_1","Glass Pane","true"
"Chipped","chipped:crimson_wood_glass_pane_2","chipped:crimson_wood_glass_pane_2","Glass Pane","true"
"Chipped","chipped:crimson_wood_glass_pane_3","chipped:crimson_wood_glass_pane_3","Glass Pane","true"
"Chipped","chipped:crimson_wood_glass_pane_4","chipped:crimson_wood_glass_pane_4","Glass Pane","true"
"Chipped","chipped:crimson_wood_glass_pane_5","chipped:crimson_wood_glass_pane_5","Glass Pane","true"
"Chipped","chipped:crimson_wood_glass_pane_6","chipped:crimson_wood_glass_pane_6","Glass Pane","true"
"Chipped","chipped:crying_obsidian_1","chipped:crying_obsidian_1","Crying Obsidian","true"
"Chipped","chipped:crying_obsidian_10","chipped:crying_obsidian_10","Crying Obsidian","true"
"Chipped","chipped:crying_obsidian_11","chipped:crying_obsidian_11","Crying Obsidian","true"
"Chipped","chipped:crying_obsidian_12","chipped:crying_obsidian_12","Crying Obsidian","true"
"Chipped","chipped:crying_obsidian_13","chipped:crying_obsidian_13","Crying Obsidian","true"
"Chipped","chipped:crying_obsidian_14","chipped:crying_obsidian_14","Crying Obsidian","true"
"Chipped","chipped:crying_obsidian_15","chipped:crying_obsidian_15","Crying Obsidian","true"
"Chipped","chipped:crying_obsidian_16","chipped:crying_obsidian_16","Crying Obsidian","true"
"Chipped","chipped:crying_obsidian_17","chipped:crying_obsidian_17","Crying Obsidian","true"
"Chipped","chipped:crying_obsidian_18","chipped:crying_obsidian_18","Crying Obsidian","true"
"Chipped","chipped:crying_obsidian_19","chipped:crying_obsidian_19","Crying Obsidian","true"
"Chipped","chipped:crying_obsidian_2","chipped:crying_obsidian_2","Crying Obsidian","true"
"Chipped","chipped:crying_obsidian_20","chipped:crying_obsidian_20","Crying Obsidian","true"
"Chipped","chipped:crying_obsidian_3","chipped:crying_obsidian_3","Crying Obsidian","true"
"Chipped","chipped:crying_obsidian_4","chipped:crying_obsidian_4","Crying Obsidian","true"
"Chipped","chipped:crying_obsidian_5","chipped:crying_obsidian_5","Crying Obsidian","true"
"Chipped","chipped:crying_obsidian_6","chipped:crying_obsidian_6","Crying Obsidian","true"
"Chipped","chipped:crying_obsidian_7","chipped:crying_obsidian_7","Crying Obsidian","true"
"Chipped","chipped:crying_obsidian_8","chipped:crying_obsidian_8","Crying Obsidian","true"
"Chipped","chipped:crying_obsidian_9","chipped:crying_obsidian_9","Crying Obsidian","true"
"Chipped","chipped:cyan_carpet_1","chipped:cyan_carpet_1","Cyan Carpet","true"
"Chipped","chipped:cyan_carpet_10","chipped:cyan_carpet_10","Cyan Carpet","true"
"Chipped","chipped:cyan_carpet_11","chipped:cyan_carpet_11","Cyan Carpet","true"
"Chipped","chipped:cyan_carpet_12","chipped:cyan_carpet_12","Cyan Carpet","true"
"Chipped","chipped:cyan_carpet_13","chipped:cyan_carpet_13","Cyan Carpet","true"
"Chipped","chipped:cyan_carpet_14","chipped:cyan_carpet_14","Cyan Carpet","true"
"Chipped","chipped:cyan_carpet_15","chipped:cyan_carpet_15","Cyan Carpet","true"
"Chipped","chipped:cyan_carpet_16","chipped:cyan_carpet_16","Cyan Carpet","true"
"Chipped","chipped:cyan_carpet_17","chipped:cyan_carpet_17","Cyan Carpet","true"
"Chipped","chipped:cyan_carpet_18","chipped:cyan_carpet_18","Cyan Carpet","true"
"Chipped","chipped:cyan_carpet_2","chipped:cyan_carpet_2","Cyan Carpet","true"
"Chipped","chipped:cyan_carpet_3","chipped:cyan_carpet_3","Cyan Carpet","true"
"Chipped","chipped:cyan_carpet_4","chipped:cyan_carpet_4","Cyan Carpet","true"
"Chipped","chipped:cyan_carpet_5","chipped:cyan_carpet_5","Cyan Carpet","true"
"Chipped","chipped:cyan_carpet_6","chipped:cyan_carpet_6","Cyan Carpet","true"
"Chipped","chipped:cyan_carpet_7","chipped:cyan_carpet_7","Cyan Carpet","true"
"Chipped","chipped:cyan_carpet_8","chipped:cyan_carpet_8","Cyan Carpet","true"
"Chipped","chipped:cyan_carpet_9","chipped:cyan_carpet_9","Cyan Carpet","true"
"Chipped","chipped:cyan_concrete_1","chipped:cyan_concrete_1","Cyan Concrete","true"
"Chipped","chipped:cyan_concrete_10","chipped:cyan_concrete_10","Cyan Concrete","true"
"Chipped","chipped:cyan_concrete_11","chipped:cyan_concrete_11","Cyan Concrete","true"
"Chipped","chipped:cyan_concrete_12","chipped:cyan_concrete_12","Cyan Concrete","true"
"Chipped","chipped:cyan_concrete_13","chipped:cyan_concrete_13","Cyan Concrete","true"
