"Mod name","Registry name","Item ID","Display name","Exists","Tags"
"Abundance","abundance:tall_lavender","","Tall Lavender","true","minecraft:flowers, minecraft:tall_flowers"
"Abundance","abundance:tall_marigold","abundance:tall_marigold","Tall Marigold","true","minecraft:flowers, minecraft:tall_flowers"
"Abundance","abundance:vertical_jacaranda_planks","abundance:vertical_jacaranda_planks","Vertical Jacaranda Planks","true","alexsmobs:cachalot_whale_breakables, minecraft:planks"
"Abundance","abundance:vertical_redbud_planks","abundance:vertical_redbud_planks","Vertical Redbud Planks","true","alexsmobs:cachalot_whale_breakables, minecraft:planks"
"Abundance","abundance:yellow_african_daisy","abundance:yellow_african_daisy","Yellow African Daisy","true","minecraft:enderman_holdable, minecraft:flowers, minecraft:small_flowers, snowrealmagic:containables"
"Additional Lights","additional_lights:al_lamp_acacia_planks","additional_lights:al_lamp_acacia_planks","Acacia Lamp","true",""
"Additional Lights","additional_lights:al_lamp_birch_planks","additional_lights:al_lamp_birch_planks","Birch Lamp","true",""
"Additional Lights","additional_lights:al_lamp_blackstone","additional_lights:al_lamp_blackstone","BlackStone Lamp","true",""
"Additional Lights","additional_lights:al_lamp_cobblestone","additional_lights:al_lamp_cobblestone","CobbleStone Lamp","true",""
"Additional Lights","additional_lights:al_lamp_crimson_planks","additional_lights:al_lamp_crimson_planks","Crimson Lamp","true",""
"Additional Lights","additional_lights:al_lamp_dark_oak_planks","additional_lights:al_lamp_dark_oak_planks","Dark Oak Lamp","true",""
"Additional Lights","additional_lights:al_lamp_diamond_block","additional_lights:al_lamp_diamond_block","Diamond Lamp","true",""
"Additional Lights","additional_lights:al_lamp_end_stone","additional_lights:al_lamp_end_stone","End Stone Lamp","true",""
"Additional Lights","additional_lights:al_lamp_glass","additional_lights:al_lamp_glass","Glass Lamp","true",""
"Additional Lights","additional_lights:al_lamp_gold_block","additional_lights:al_lamp_gold_block","Gold Lamp","true",""
"Additional Lights","additional_lights:al_lamp_iron_block","additional_lights:al_lamp_iron_block","Iron Lamp","true",""
"Additional Lights","additional_lights:al_lamp_jungle_planks","additional_lights:al_lamp_jungle_planks","Jungle Lamp","true",""
"Additional Lights","additional_lights:al_lamp_magenta_wool","additional_lights:al_lamp_magenta_wool","Magenta Wool Lamp","true",""
"Additional Lights","additional_lights:al_lamp_mossy_cobblestone","additional_lights:al_lamp_mossy_cobblestone","Mossy CobbleStone Lamp","true",""
"Additional Lights","additional_lights:al_lamp_nether_bricks","additional_lights:al_lamp_nether_bricks","Nether Bricks Lamp","true",""
"Additional Lights","additional_lights:al_lamp_oak_planks","additional_lights:al_lamp_oak_planks","Oak Lamp","true",""
"Additional Lights","additional_lights:al_lamp_packed_ice","additional_lights:al_lamp_packed_ice","Ice Lamp","true",""
"Additional Lights","additional_lights:al_lamp_pink_wool","additional_lights:al_lamp_pink_wool","Pink Wool Lamp","true",""
"Additional Lights","additional_lights:al_lamp_red_nether_bricks","additional_lights:al_lamp_red_nether_bricks","Red Nether Bricks Lamp","true",""
"Additional Lights","additional_lights:al_lamp_sandstone","additional_lights:al_lamp_sandstone","SandStone Lamp","true",""
"Additional Lights","additional_lights:al_lamp_spruce_planks","additional_lights:al_lamp_spruce_planks","Spruce Lamp","true",""
"Additional Lights","additional_lights:al_lamp_stone","additional_lights:al_lamp_stone","Stone Lamp","true",""
"Additional Lights","additional_lights:al_lamp_warped_planks","additional_lights:al_lamp_warped_planks","Warped Lamp","true",""
"Additional Lights","additional_lights:al_torch_acacia_planks","additional_lights:al_torch_acacia_planks","Acacia AlTorch","true",""
"Additional Lights","additional_lights:al_torch_birch_planks","additional_lights:al_torch_birch_planks","Birch AlTorch","true",""
"Additional Lights","additional_lights:al_torch_blackstone","additional_lights:al_torch_blackstone","BlackStone AlTorch","true",""
"Additional Lights","additional_lights:al_torch_cobblestone","additional_lights:al_torch_cobblestone","CobbleStone AlTorch","true",""
"Additional Lights","additional_lights:al_torch_crimson_planks","additional_lights:al_torch_crimson_planks","Crimson AlTorch","true",""
"Additional Lights","additional_lights:al_torch_dark_oak_planks","additional_lights:al_torch_dark_oak_planks","Dark Oak AlTorch","true",""
"Additional Lights","additional_lights:al_torch_diamond_block","additional_lights:al_torch_diamond_block","Diamond AlTorch","true",""
"Additional Lights","additional_lights:al_torch_end_stone","additional_lights:al_torch_end_stone","End Stone AlTorch","true",""
"Additional Lights","additional_lights:al_torch_end_stone_bricks","additional_lights:al_torch_end_stone_bricks","End Stone Bricks AlTorch","true",""
"Additional Lights","additional_lights:al_torch_glass","additional_lights:al_torch_glass","Glass AlTorch","true",""
"Additional Lights","additional_lights:al_torch_gold_block","additional_lights:al_torch_gold_block","Gold AlTorch","true",""
"Additional Lights","additional_lights:al_torch_iron_block","additional_lights:al_torch_iron_block","Iron AlTorch","true",""
"Additional Lights","additional_lights:al_torch_jungle_planks","additional_lights:al_torch_jungle_planks","Jungle AlTorch","true",""
"Additional Lights","additional_lights:al_torch_magenta_wool","additional_lights:al_torch_magenta_wool","Magenta Wool AlTorch","true",""
"Additional Lights","additional_lights:al_torch_mossy_cobblestone","additional_lights:al_torch_mossy_cobblestone","Mossy CobbleStone AlTorch","true",""
"Additional Lights","additional_lights:al_torch_mossy_stone_bricks","additional_lights:al_torch_mossy_stone_bricks","Mossy Stone Bricks AlTorch","true",""
"Additional Lights","additional_lights:al_torch_nether_bricks","additional_lights:al_torch_nether_bricks","Nether Bricks AlTorch","true",""
"Additional Lights","additional_lights:al_torch_oak_planks","additional_lights:al_torch_oak_planks","Oak AlTorch","true",""
"Additional Lights","additional_lights:al_torch_packed_ice","additional_lights:al_torch_packed_ice","Ice AlTorch","true",""
"Additional Lights","additional_lights:al_torch_pink_wool","additional_lights:al_torch_pink_wool","Pink Wool AlTorch","true",""
"Additional Lights","additional_lights:al_torch_red_nether_bricks","additional_lights:al_torch_red_nether_bricks","Red Nether Bricks AlTorch","true",""
"Additional Lights","additional_lights:al_torch_sandstone","additional_lights:al_torch_sandstone","SandStone AlTorch","true",""
"Additional Lights","additional_lights:al_torch_smooth_stone","additional_lights:al_torch_smooth_stone","Smooth Stone AlTorch","true",""
"Additional Lights","additional_lights:al_torch_spruce_planks","additional_lights:al_torch_spruce_planks","Spruce AlTorch","true",""
"Additional Lights","additional_lights:al_torch_stone","additional_lights:al_torch_stone","Stone AlTorch","true",""
"Additional Lights","additional_lights:al_torch_stone_bricks","additional_lights:al_torch_stone_bricks","Stone Bricks AlTorch","true",""
"Additional Lights","additional_lights:al_torch_warped_planks","additional_lights:al_torch_warped_planks","Warped AlTorch","true",""
"Additional Lights","additional_lights:al_wall_torch_acacia_planks","additional_lights:al_torch_acacia_planks","Acacia AlTorch","true",""
"Additional Lights","additional_lights:al_wall_torch_birch_planks","additional_lights:al_torch_birch_planks","Birch AlTorch","true",""
"Additional Lights","additional_lights:al_wall_torch_blackstone","additional_lights:al_torch_blackstone","BlackStone AlTorch","true",""
"Additional Lights","additional_lights:al_wall_torch_cobblestone","additional_lights:al_torch_cobblestone","CobbleStone AlTorch","true",""
"Additional Lights","additional_lights:al_wall_torch_crimson_planks","additional_lights:al_torch_crimson_planks","Crimson AlTorch","true",""
"Additional Lights","additional_lights:al_wall_torch_dark_oak_planks","additional_lights:al_torch_dark_oak_planks","Dark Oak AlTorch","true",""
"Additional Lights","additional_lights:al_wall_torch_diamond_block","additional_lights:al_torch_diamond_block","Diamond AlTorch","true",""
"Additional Lights","additional_lights:al_wall_torch_end_stone","additional_lights:al_torch_end_stone","End Stone AlTorch","true",""
"Additional Lights","additional_lights:al_wall_torch_end_stone_bricks","additional_lights:al_torch_end_stone_bricks","End Stone Bricks AlTorch","true",""
"Additional Lights","additional_lights:al_wall_torch_glass","additional_lights:al_torch_glass","Glass AlTorch","true",""
"Additional Lights","additional_lights:al_wall_torch_gold_block","additional_lights:al_torch_gold_block","Gold AlTorch","true",""
"Additional Lights","additional_lights:al_wall_torch_iron_block","additional_lights:al_torch_iron_block","Iron AlTorch","true",""
"Additional Lights","additional_lights:al_wall_torch_jungle_planks","additional_lights:al_torch_jungle_planks","Jungle AlTorch","true",""
"Additional Lights","additional_lights:al_wall_torch_magenta_wool","additional_lights:al_torch_magenta_wool","Magenta Wool AlTorch","true",""
"Additional Lights","additional_lights:al_wall_torch_mossy_cobblestone","additional_lights:al_torch_mossy_cobblestone","Mossy CobbleStone AlTorch","true",""
"Additional Lights","additional_lights:al_wall_torch_mossy_stone_bricks","additional_lights:al_torch_mossy_stone_bricks","Mossy Stone Bricks AlTorch","true",""
"Additional Lights","additional_lights:al_wall_torch_nether_bricks","additional_lights:al_torch_nether_bricks","Nether Bricks AlTorch","true",""
"Additional Lights","additional_lights:al_wall_torch_oak_planks","additional_lights:al_torch_oak_planks","Oak AlTorch","true",""
"Additional Lights","additional_lights:al_wall_torch_packed_ice","additional_lights:al_torch_packed_ice","Ice AlTorch","true",""
"Additional Lights","additional_lights:al_wall_torch_pink_wool","additional_lights:al_torch_pink_wool","Pink Wool AlTorch","true",""
"Additional Lights","additional_lights:al_wall_torch_red_nether_bricks","additional_lights:al_torch_red_nether_bricks","Red Nether Bricks AlTorch","true",""
"Additional Lights","additional_lights:al_wall_torch_sandstone","additional_lights:al_torch_sandstone","SandStone AlTorch","true",""
"Additional Lights","additional_lights:al_wall_torch_smooth_stone","additional_lights:al_torch_smooth_stone","Smooth Stone AlTorch","true",""
"Additional Lights","additional_lights:al_wall_torch_spruce_planks","additional_lights:al_torch_spruce_planks","Spruce AlTorch","true",""
"Additional Lights","additional_lights:al_wall_torch_stone","additional_lights:al_torch_stone","Stone AlTorch","true",""
"Additional Lights","additional_lights:al_wall_torch_stone_bricks","additional_lights:al_torch_stone_bricks","Stone Bricks AlTorch","true",""
"Additional Lights","additional_lights:al_wall_torch_warped_planks","additional_lights:al_torch_warped_planks","Warped AlTorch","true",""
"Additional Lights","additional_lights:fire_for_fire_pit_l","additional_lights:fire_for_fire_pit_l","Fire For Fire Pit L","true","farmersdelight:heat_sources, farmersdelight:tray_heat_sources, minecraft:fire"
"Additional Lights","additional_lights:fire_for_fire_pit_s","additional_lights:fire_for_fire_pit_s","Fire For Fire Pit","true","farmersdelight:heat_sources, farmersdelight:tray_heat_sources, minecraft:fire"
"Additional Lights","additional_lights:fire_for_standing_torch_l","additional_lights:fire_for_standing_torch_l","Fire For Standing Torch L","true","farmersdelight:heat_sources, farmersdelight:tray_heat_sources, minecraft:fire"
"Additional Lights","additional_lights:fire_for_standing_torch_s","additional_lights:fire_for_standing_torch_s","Fire For Standing Torch","true","farmersdelight:heat_sources, farmersdelight:tray_heat_sources, minecraft:fire"
"Additional Lights","additional_lights:fire_pit_l_cobblestone","additional_lights:fire_pit_l_cobblestone","CobbleStone Fire Pit - L","true",""
"Additional Lights","additional_lights:fire_pit_l_cut_sandstone","additional_lights:fire_pit_l_cut_sandstone","Cut SandStone Fire Pit - L","true",""
"Additional Lights","additional_lights:fire_pit_l_diamond_block","additional_lights:fire_pit_l_diamond_block","Diamond Fire Pit - L","true",""
"Additional Lights","additional_lights:fire_pit_l_end_stone","additional_lights:fire_pit_l_end_stone","End Stone Fire Pit - L","true",""
"Additional Lights","additional_lights:fire_pit_l_end_stone_bricks","additional_lights:fire_pit_l_end_stone_bricks","End Stone Bricks Fire Pit - L","true",""
"Additional Lights","additional_lights:fire_pit_l_gold_block","additional_lights:fire_pit_l_gold_block","Gold Fire Pit - L","true",""
"Additional Lights","additional_lights:fire_pit_l_iron_block","additional_lights:fire_pit_l_iron_block","Iron Fire Pit - L","true",""
"Additional Lights","additional_lights:fire_pit_l_magenta_wool","additional_lights:fire_pit_l_magenta_wool","Magenta Wool Fire Pit - L","true",""
"Additional Lights","additional_lights:fire_pit_l_mossy_cobblestone","additional_lights:fire_pit_l_mossy_cobblestone","Mossy CobbleStone Fire Pit - L","true",""
"Additional Lights","additional_lights:fire_pit_l_mossy_stone_bricks","additional_lights:fire_pit_l_mossy_stone_bricks","Mossy Stone Bricks Fire Pit - L","true",""
"Additional Lights","additional_lights:fire_pit_l_nether_bricks","additional_lights:fire_pit_l_nether_bricks","Nether Bricks Fire Pit - L","true",""
"Additional Lights","additional_lights:fire_pit_l_packed_ice","additional_lights:fire_pit_l_packed_ice","Ice Fire Pit - L","true",""
"Additional Lights","additional_lights:fire_pit_l_pink_wool","additional_lights:fire_pit_l_pink_wool","Pink Wool Fire Pit - L","true",""
"Additional Lights","additional_lights:fire_pit_l_polished_andesite","additional_lights:fire_pit_l_polished_andesite","Polished Andesite Fire Pit - L","true",""
"Additional Lights","additional_lights:fire_pit_l_polished_blackstone","additional_lights:fire_pit_l_polished_blackstone","Polished BlackStone Fire Pit - L","true",""
"Additional Lights","additional_lights:fire_pit_l_polished_diorite","additional_lights:fire_pit_l_polished_diorite","Polished Diorite Fire Pit - L","true",""
"Additional Lights","additional_lights:fire_pit_l_polished_granite","additional_lights:fire_pit_l_polished_granite","Polished Granite Fire Pit - L","true",""
"Additional Lights","additional_lights:fire_pit_l_red_nether_bricks","additional_lights:fire_pit_l_red_nether_bricks","Red Nether Bricks Fire Pit - L","true",""
"Additional Lights","additional_lights:fire_pit_l_sandstone","additional_lights:fire_pit_l_sandstone","SandStone Fire Pit - L","true",""
"Additional Lights","additional_lights:fire_pit_l_smooth_stone","additional_lights:fire_pit_l_smooth_stone","Smooth Stone Fire Pit - L","true",""
"Additional Lights","additional_lights:fire_pit_l_stone","additional_lights:fire_pit_l_stone","Stone Fire Pit - L","true",""
"Additional Lights","additional_lights:fire_pit_l_stone_bricks","additional_lights:fire_pit_l_stone_bricks","Stone Bricks Fire Pit - L","true",""
"Additional Lights","additional_lights:fire_pit_s_cobblestone","additional_lights:fire_pit_s_cobblestone","CobbleStone Fire Pit","true",""
"Additional Lights","additional_lights:fire_pit_s_cut_sandstone","additional_lights:fire_pit_s_cut_sandstone","Cut SandStone Fire Pit","true",""
"Additional Lights","additional_lights:fire_pit_s_diamond_block","additional_lights:fire_pit_s_diamond_block","Diamond Fire Pit","true",""
"Additional Lights","additional_lights:fire_pit_s_end_stone","additional_lights:fire_pit_s_end_stone","End Stone Fire Pit","true",""
"Additional Lights","additional_lights:fire_pit_s_end_stone_bricks","additional_lights:fire_pit_s_end_stone_bricks","End Stone Bricks Fire Pit","true",""
"Additional Lights","additional_lights:fire_pit_s_gold_block","additional_lights:fire_pit_s_gold_block","Gold Fire Pit","true",""
"Additional Lights","additional_lights:fire_pit_s_iron_block","additional_lights:fire_pit_s_iron_block","Iron Fire Pit","true",""
"Additional Lights","additional_lights:fire_pit_s_magenta_wool","additional_lights:fire_pit_s_magenta_wool","Magenta Wool Fire Pit","true",""
"Additional Lights","additional_lights:fire_pit_s_mossy_cobblestone","additional_lights:fire_pit_s_mossy_cobblestone","Mossy CobbleStone Fire Pit","true",""
"Additional Lights","additional_lights:fire_pit_s_mossy_stone_bricks","additional_lights:fire_pit_s_mossy_stone_bricks","Mossy Stone Bricks Fire Pit","true",""
"Additional Lights","additional_lights:fire_pit_s_nether_bricks","additional_lights:fire_pit_s_nether_bricks","Nether Bricks Fire Pit","true",""
"Additional Lights","additional_lights:fire_pit_s_packed_ice","additional_lights:fire_pit_s_packed_ice","Ice Fire Pit","true",""
"Additional Lights","additional_lights:fire_pit_s_pink_wool","additional_lights:fire_pit_s_pink_wool","Pink Wool Fire Pit","true",""
"Additional Lights","additional_lights:fire_pit_s_polished_andesite","additional_lights:fire_pit_s_polished_andesite","Polished Andesite Fire Pit","true",""
"Additional Lights","additional_lights:fire_pit_s_polished_blackstone","additional_lights:fire_pit_s_polished_blackstone","Polished BlackStone Fire Pit","true",""
"Additional Lights","additional_lights:fire_pit_s_polished_diorite","additional_lights:fire_pit_s_polished_diorite","Polished Diorite Fire Pit","true",""
"Additional Lights","additional_lights:fire_pit_s_polished_granite","additional_lights:fire_pit_s_polished_granite","Polished Granite Fire Pit","true",""
"Additional Lights","additional_lights:fire_pit_s_red_nether_bricks","additional_lights:fire_pit_s_red_nether_bricks","Red Nether Bricks Fire Pit","true",""
"Additional Lights","additional_lights:fire_pit_s_sandstone","additional_lights:fire_pit_s_sandstone","SandStone Fire Pit","true",""
"Additional Lights","additional_lights:fire_pit_s_smooth_stone","additional_lights:fire_pit_s_smooth_stone","Smooth Stone Fire Pit","true",""
"Additional Lights","additional_lights:fire_pit_s_stone","additional_lights:fire_pit_s_stone","Stone Fire Pit","true",""
"Additional Lights","additional_lights:fire_pit_s_stone_bricks","additional_lights:fire_pit_s_stone_bricks","Stone Bricks Fire Pit","true",""
"Additional Lights","additional_lights:soul_fire_for_fire_pit_l","additional_lights:soul_fire_for_fire_pit_l","Soul Fire For Fire Pit L","true","farmersdelight:heat_sources, farmersdelight:tray_heat_sources, minecraft:fire, minecraft:piglin_repellents"
"Additional Lights","additional_lights:soul_fire_for_fire_pit_s","additional_lights:soul_fire_for_fire_pit_s","Soul Fire For Fire Pit","true","farmersdelight:heat_sources, farmersdelight:tray_heat_sources, minecraft:fire, minecraft:piglin_repellents"
"Additional Lights","additional_lights:soul_fire_for_standing_torch_l","additional_lights:soul_fire_for_standing_torch_l","Soul Fire For Standing Torch L","true","farmersdelight:heat_sources, farmersdelight:tray_heat_sources, minecraft:fire, minecraft:piglin_repellents"
"Additional Lights","additional_lights:soul_fire_for_standing_torch_s","additional_lights:soul_fire_for_standing_torch_s","Soul Fire For Standing Torch","true","farmersdelight:heat_sources, farmersdelight:tray_heat_sources, minecraft:fire, minecraft:piglin_repellents"
"Additional Lights","additional_lights:standing_torch_l_cobblestone","additional_lights:standing_torch_l_cobblestone","CobbleStone Standing Torch - L","true",""
"Additional Lights","additional_lights:standing_torch_l_cut_sandstone","additional_lights:standing_torch_l_cut_sandstone","Cut SandStone Standing Torch - L","true",""
"Additional Lights","additional_lights:standing_torch_l_diamond_block","additional_lights:standing_torch_l_diamond_block","Diamond Standing Torch - L","true",""
"Additional Lights","additional_lights:standing_torch_l_end_stone","additional_lights:standing_torch_l_end_stone","End Stone Standing Torch - L","true",""
"Additional Lights","additional_lights:standing_torch_l_end_stone_bricks","additional_lights:standing_torch_l_end_stone_bricks","End Stone Bricks Standing Torch - L","true",""
"Additional Lights","additional_lights:standing_torch_l_gold_block","additional_lights:standing_torch_l_gold_block","Gold Standing Torch - L","true",""
"Additional Lights","additional_lights:standing_torch_l_iron_block","additional_lights:standing_torch_l_iron_block","Iron Standing Torch - L","true",""
"Additional Lights","additional_lights:standing_torch_l_magenta_wool","additional_lights:standing_torch_l_magenta_wool","Magenta Wool Standing Torch - L","true",""
"Additional Lights","additional_lights:standing_torch_l_mossy_cobblestone","additional_lights:standing_torch_l_mossy_cobblestone","Mossy CobbleStone Standing Torch - L","true",""
"Additional Lights","additional_lights:standing_torch_l_mossy_stone_bricks","additional_lights:standing_torch_l_mossy_stone_bricks","Mossy Stone Bricks Standing Torch - L","true",""
"Additional Lights","additional_lights:standing_torch_l_nether_bricks","additional_lights:standing_torch_l_nether_bricks","Nether Bricks Standing Torch - L","true",""
"Additional Lights","additional_lights:standing_torch_l_packed_ice","additional_lights:standing_torch_l_packed_ice","Ice Standing Torch - L","true",""
"Additional Lights","additional_lights:standing_torch_l_pink_wool","additional_lights:standing_torch_l_pink_wool","Pink Wool Standing Torch - L","true",""
"Additional Lights","additional_lights:standing_torch_l_polished_andesite","additional_lights:standing_torch_l_polished_andesite","Polished Andesite Standing Torch - L","true",""
"Additional Lights","additional_lights:standing_torch_l_polished_blackstone","additional_lights:standing_torch_l_polished_blackstone","Polished BlackStone Standing Torch - L","true",""
"Additional Lights","additional_lights:standing_torch_l_polished_diorite","additional_lights:standing_torch_l_polished_diorite","Polished Diorite Standing Torch - L","true",""
"Additional Lights","additional_lights:standing_torch_l_polished_granite","additional_lights:standing_torch_l_polished_granite","Polished Granite Standing Torch - L","true",""
"Additional Lights","additional_lights:standing_torch_l_red_nether_bricks","additional_lights:standing_torch_l_red_nether_bricks","Red Nether Bricks Standing Torch - L","true",""
"Additional Lights","additional_lights:standing_torch_l_sandstone","additional_lights:standing_torch_l_sandstone","SandStone Standing Torch - L","true",""
"Additional Lights","additional_lights:standing_torch_l_smooth_stone","additional_lights:standing_torch_l_smooth_stone","Smooth Stone Standing Torch - L","true",""
"Additional Lights","additional_lights:standing_torch_l_stone","additional_lights:standing_torch_l_stone","Stone Standing Torch - L","true",""
"Additional Lights","additional_lights:standing_torch_l_stone_bricks","additional_lights:standing_torch_l_stone_bricks","Stone Bricks Standing Torch - L","true",""
"Additional Lights","additional_lights:standing_torch_s_cobblestone","additional_lights:standing_torch_s_cobblestone","CobbleStone Standing Torch","true",""
"Additional Lights","additional_lights:standing_torch_s_cut_sandstone","additional_lights:standing_torch_s_cut_sandstone","Cut SandStone Standing Torch","true",""
"Additional Lights","additional_lights:standing_torch_s_diamond_block","additional_lights:standing_torch_s_diamond_block","Diamond Standing Torch","true",""
"Additional Lights","additional_lights:standing_torch_s_end_stone","additional_lights:standing_torch_s_end_stone","End Stone Standing Torch","true",""
"Additional Lights","additional_lights:standing_torch_s_end_stone_bricks","additional_lights:standing_torch_s_end_stone_bricks","End Stone Bricks Standing Torch","true",""
"Additional Lights","additional_lights:standing_torch_s_gold_block","additional_lights:standing_torch_s_gold_block","Gold Standing Torch","true",""
"Additional Lights","additional_lights:standing_torch_s_iron_block","additional_lights:standing_torch_s_iron_block","Iron  Standing Torch","true",""
"Additional Lights","additional_lights:standing_torch_s_magenta_wool","additional_lights:standing_torch_s_magenta_wool","Magenta Wool Standing Torch","true",""
"Additional Lights","additional_lights:standing_torch_s_mossy_cobblestone","additional_lights:standing_torch_s_mossy_cobblestone","Mossy CobbleStone Standing Torch","true",""
"Additional Lights","additional_lights:standing_torch_s_mossy_stone_bricks","additional_lights:standing_torch_s_mossy_stone_bricks","Mossy Stone Bricks Standing Torch","true",""
"Additional Lights","additional_lights:standing_torch_s_nether_bricks","additional_lights:standing_torch_s_nether_bricks","Nether Bricks Standing Torch","true",""
"Additional Lights","additional_lights:standing_torch_s_packed_ice","additional_lights:standing_torch_s_packed_ice","Ice Standing Torch","true",""
"Additional Lights","additional_lights:standing_torch_s_pink_wool","additional_lights:standing_torch_s_pink_wool","Pink Wool Standing Torch","true",""
"Additional Lights","additional_lights:standing_torch_s_polished_andesite","additional_lights:standing_torch_s_polished_andesite","Polished Andesite Standing Torch","true",""
"Additional Lights","additional_lights:standing_torch_s_polished_blackstone","additional_lights:standing_torch_s_polished_blackstone","Polished BlackStone Standing Torch","true",""
"Additional Lights","additional_lights:standing_torch_s_polished_diorite","additional_lights:standing_torch_s_polished_diorite","Polished Diorite Standing Torch","true",""
"Additional Lights","additional_lights:standing_torch_s_polished_granite","additional_lights:standing_torch_s_polished_granite","Polished Granite Standing Torch","true",""
"Additional Lights","additional_lights:standing_torch_s_red_nether_bricks","additional_lights:standing_torch_s_red_nether_bricks","Red Nether Bricks Standing Torch","true",""
"Additional Lights","additional_lights:standing_torch_s_sandstone","additional_lights:standing_torch_s_sandstone","SandStone Standing Torch","true",""
"Additional Lights","additional_lights:standing_torch_s_smooth_stone","additional_lights:standing_torch_s_smooth_stone","Smooth Stone Standing Torch","true",""
"Additional Lights","additional_lights:standing_torch_s_stone","additional_lights:standing_torch_s_stone","Stone Standing Torch","true",""
"Additional Lights","additional_lights:standing_torch_s_stone_bricks","additional_lights:standing_torch_s_stone_bricks","Stone Bricks Standing Torch","true",""
"Advanced Peripherals","advancedperipherals:ar_controller","advancedperipherals:ar_controller","AR Controller","true",""
"Advanced Peripherals","advancedperipherals:block_reader","advancedperipherals:block_reader","Block Reader","true",""
"Advanced Peripherals","advancedperipherals:chat_box","advancedperipherals:chat_box","Chat box","true",""
"Advanced Peripherals","advancedperipherals:colony_integrator","advancedperipherals:colony_integrator","Colony Integrator","true",""
"Advanced Peripherals","advancedperipherals:energy_detector","advancedperipherals:energy_detector","Energy Detector","true",""
"Advanced Peripherals","advancedperipherals:environment_detector","advancedperipherals:environment_detector","Environment Detector","true",""
"Advanced Peripherals","advancedperipherals:geo_scanner","advancedperipherals:geo_scanner","Geo Scanner","true",""
"Advanced Peripherals","advancedperipherals:inventory_manager","advancedperipherals:inventory_manager","Inventory Manager","true",""
"Advanced Peripherals","advancedperipherals:me_bridge","advancedperipherals:me_bridge","ME Bridge","true",""
"Advanced Peripherals","advancedperipherals:nbt_storage","advancedperipherals:nbt_storage","NBT Storage","true",""
"Advanced Peripherals","advancedperipherals:peripheral_casing","advancedperipherals:peripheral_casing","Peripheral Casing","true",""
"Advanced Peripherals","advancedperipherals:player_detector","advancedperipherals:player_detector","Player Detector","true",""
"Advanced Peripherals","advancedperipherals:redstone_integrator","advancedperipherals:redstone_integrator","Redstone Integrator","true",""
"Advanced Peripherals","advancedperipherals:rs_bridge","advancedperipherals:rs_bridge","RS Bridge","true",""
"Alex's Mobs","alexsmobs:banana_peel","alexsmobs:banana_peel","Banana Peel","true",""
"Alex's Mobs","alexsmobs:capsid","alexsmobs:capsid","Capsid","true",""
"Alex's Mobs","alexsmobs:crocodile_egg","alexsmobs:crocodile_egg","Crocodile Egg","true",""
"Alex's Mobs","alexsmobs:gustmaker","alexsmobs:gustmaker","Gustmaker","true",""
"Alex's Mobs","alexsmobs:hummingbird_feeder","alexsmobs:hummingbird_feeder","Hummingbird Feeder","true",""
"Alex's Mobs","alexsmobs:leafcutter_ant_chamber","alexsmobs:leafcutter_ant_chamber","Leafcutter Ant Chamber","true",""
"Alex's Mobs","alexsmobs:leafcutter_anthill","alexsmobs:leafcutter_anthill","Leafcutter Anthill","true",""
"Alex's Mobs","alexsmobs:void_worm_beak","alexsmobs:void_worm_beak","Void Worm Beak","true",""
"Aquamirae","ob_aquamirae:elodea","ob_aquamirae:elodea","Elodea","true",""
"Aquamirae","ob_aquamirae:elodea_small","ob_aquamirae:elodea_small","Small Elodea","true",""
"Aquamirae","ob_aquamirae:frozen_chest","ob_aquamirae:frozen_chest","Frozen Chest","true",""
"Aquamirae","ob_aquamirae:jar_of_golden_moth","ob_aquamirae:jar_of_golden_moth","Jar Of Golden Moth","true",""
"Aquamirae","ob_aquamirae:luminescent_bubble","ob_aquamirae:luminescent_bubble","Luminescent Bubble","true",""
"Aquamirae","ob_aquamirae:luminescent_lamp","ob_aquamirae:luminescent_lamp","Luminescent Lamp","true",""
"Aquamirae","ob_aquamirae:oxygelium_bud","ob_aquamirae:oxygelium_bud","Oxygelium Bud","true",""
"Aquamirae","ob_aquamirae:oxygelium_bud_empty","ob_aquamirae:oxygelium_bud_empty","Empty Oxygelium Bud","true",""
"Aquamirae","ob_aquamirae:oxygelium_bud_rare","ob_aquamirae:oxygelium_bud_rare","Oxygelium Bud (Rare)","true",""
"Aquamirae","ob_aquamirae:oxygelium_stem","ob_aquamirae:oxygelium_stem","Oxygelium Stem","true",""
"Aquamirae","ob_aquamirae:paiting_anglerfish","ob_aquamirae:paiting_anglerfish","Collectible Paiting","true",""
"Aquamirae","ob_aquamirae:paiting_oxygelium","ob_aquamirae:paiting_oxygelium","Collectible Paiting","true",""
"Ars Nouveau","ars_nouveau:ab_alternating","ars_nouveau:ab_alternating","Arcane Brick: Alternative","true","ars_nouveau:an_decorative, ars_nouveau:an_decorative/stone"
"Ars Nouveau","ars_nouveau:ab_basket","ars_nouveau:ab_basket","Arcane Brick: Basketweave","true","ars_nouveau:an_decorative, ars_nouveau:an_decorative/stone"
"Ars Nouveau","ars_nouveau:ab_clover","ars_nouveau:ab_clover","Arcane Brick: Clover","true","ars_nouveau:an_decorative, ars_nouveau:an_decorative/stone"
"Ars Nouveau","ars_nouveau:ab_herring","ars_nouveau:ab_herring","Arcane Brick: Herringbone","true","ars_nouveau:an_decorative, ars_nouveau:an_decorative/stone"
