"Mod name","Registry name","Item ID","Display name","Plant Type","Tags"
"Croptopia","croptopia:peach_sapling",6755,"Peach Sapling","plains","alexsmobs:elephant_foodstuffs, forge:saplings, forge:saplings/peach, minecraft:saplings, sereneseasons:autumn_crops, sereneseasons:summer_crops, supplementaries:flower_box_plantable"
"Croptopia","croptopia:peanut_seed",6721,"Peanut Seeds","crop","alexsmobs:crow_foodstuffs, ars_nouveau:sylph/denied_drop, forge:seeds, forge:seeds/peanut, sereneseasons:autumn_crops"
"Croptopia","croptopia:pear_sapling",6765,"Pear Sapling","plains","alexsmobs:elephant_foodstuffs, forge:saplings, forge:saplings/pear, minecraft:saplings, sereneseasons:autumn_crops, sereneseasons:summer_crops, supplementaries:flower_box_plantable"
"Croptopia","croptopia:pecan_sapling",6770,"Pecan Sapling","plains","alexsmobs:elephant_foodstuffs, forge:saplings, forge:saplings/pecan, minecraft:saplings, sereneseasons:autumn_crops, sereneseasons:summer_crops, supplementaries:flower_box_plantable"
"Croptopia","croptopia:pepper_seed",6927,"Pepper Seeds","crop","alexsmobs:crow_foodstuffs, ars_nouveau:sylph/denied_drop, forge:seeds, forge:seeds/pepper"
"Croptopia","croptopia:persimmon_sapling",6749,"Persimmon Sapling","plains","alexsmobs:elephant_foodstuffs, forge:saplings, forge:saplings/persimmon, minecraft:saplings, sereneseasons:autumn_crops, sereneseasons:summer_crops, supplementaries:flower_box_plantable"
"Croptopia","croptopia:pineapple_seed",6722,"Pineapple Seeds","crop","alexsmobs:crow_foodstuffs, ars_nouveau:sylph/denied_drop, forge:seeds, forge:seeds/pineapple, sereneseasons:summer_crops"
"Croptopia","croptopia:plum_sapling",6750,"Plum Sapling","plains","alexsmobs:elephant_foodstuffs, forge:saplings, forge:saplings/plum, minecraft:saplings, sereneseasons:autumn_crops, sereneseasons:summer_crops, supplementaries:flower_box_plantable"
"Croptopia","croptopia:radish_seed",6723,"Radish Seeds","crop","alexsmobs:crow_foodstuffs, ars_nouveau:sylph/denied_drop, forge:seeds, forge:seeds/radish, sereneseasons:spring_crops"
"Croptopia","croptopia:raspberry_seed",6724,"Raspberry Seeds","crop","alexsmobs:crow_foodstuffs, ars_nouveau:sylph/denied_drop, forge:seeds, forge:seeds/raspberry, sereneseasons:summer_crops"
"Croptopia","croptopia:rhubarb_seed",6725,"Rhubarb Seeds","crop","alexsmobs:crow_foodstuffs, ars_nouveau:sylph/denied_drop, forge:seeds, forge:seeds/rhubarb, sereneseasons:winter_crops"
"Croptopia","croptopia:rice_seed",6726,"Rice Seeds","crop","alexsmobs:crow_foodstuffs, ars_nouveau:sylph/denied_drop, forge:seeds, forge:seeds/rice, sereneseasons:summer_crops"
"Croptopia","croptopia:rutabaga_seed",6727,"Rutabaga Seeds","crop","alexsmobs:crow_foodstuffs, ars_nouveau:sylph/denied_drop, forge:seeds, forge:seeds/rutabaga, sereneseasons:winter_crops"
"Croptopia","croptopia:saguaro_seed",6728,"Saguaro Seeds","crop","alexsmobs:crow_foodstuffs, ars_nouveau:sylph/denied_drop, forge:seeds, forge:seeds/saguaro, sereneseasons:summer_crops"
"Croptopia","croptopia:soybean_seed",6745,"Soybean Seeds","crop","alexsmobs:crow_foodstuffs, ars_nouveau:sylph/denied_drop, forge:seeds, forge:seeds/soybean, sereneseasons:spring_crops, sereneseasons:summer_crops"
"Croptopia","croptopia:spinach_seed",6729,"Spinach Seeds","crop","alexsmobs:crow_foodstuffs, ars_nouveau:sylph/denied_drop, forge:seeds, forge:seeds/spinach, sereneseasons:spring_crops"
"Croptopia","croptopia:squash_seed",6730,"Squash Seeds","crop","alexsmobs:crow_foodstuffs, ars_nouveau:sylph/denied_drop, forge:seeds, forge:seeds/squash, sereneseasons:winter_crops"
"Croptopia","croptopia:starfruit_sapling",6762,"Star Fruit Sapling","plains","alexsmobs:elephant_foodstuffs, forge:saplings, forge:saplings/starfruit, minecraft:saplings, sereneseasons:autumn_crops, sereneseasons:summer_crops, supplementaries:flower_box_plantable"
"Croptopia","croptopia:strawberry_seed",6731,"Strawberry Seeds","crop","alexsmobs:crow_foodstuffs, ars_nouveau:sylph/denied_drop, forge:seeds, forge:seeds/strawberry, sereneseasons:summer_crops"
"Croptopia","croptopia:sweetpotato_seed",6732,"Sweet Potato Seeds","crop","alexsmobs:crow_foodstuffs, ars_nouveau:sylph/denied_drop, forge:seeds, forge:seeds/sweetpotato, sereneseasons:autumn_crops"
"Croptopia","croptopia:tea_seed",6931,"Tea Seeds","crop","alexsmobs:crow_foodstuffs, ars_nouveau:sylph/denied_drop, forge:seeds, forge:seeds/tea"
"Croptopia","croptopia:tomatillo_seed",6733,"Tomatillo Seeds","crop","alexsmobs:crow_foodstuffs, ars_nouveau:sylph/denied_drop, forge:seeds, forge:seeds/tomatillo, sereneseasons:summer_crops"
"Croptopia","croptopia:tomato_seed",6734,"Tomato Seeds","crop","alexsmobs:crow_foodstuffs, ars_nouveau:sylph/denied_drop, forge:seeds, forge:seeds/tomato, sereneseasons:spring_crops, sereneseasons:summer_crops"
"Croptopia","croptopia:turmeric_seed",6740,"Turmeric Seeds","crop","alexsmobs:crow_foodstuffs, ars_nouveau:sylph/denied_drop, forge:seeds, forge:seeds/turmeric, sereneseasons:spring_crops, sereneseasons:summer_crops"
"Croptopia","croptopia:turnip_seed",6735,"Turnip Seeds","crop","alexsmobs:crow_foodstuffs, ars_nouveau:sylph/denied_drop, forge:seeds, forge:seeds/turnip, sereneseasons:spring_crops, sereneseasons:winter_crops"
"Croptopia","croptopia:vanilla_seeds",6910,"Vanilla Seeds","crop",""
"Croptopia","croptopia:walnut_sapling",6771,"Walnut Sapling","plains","alexsmobs:elephant_foodstuffs, forge:saplings, forge:saplings/walnut, minecraft:saplings, sereneseasons:autumn_crops, sereneseasons:summer_crops, supplementaries:flower_box_plantable"
"Croptopia","croptopia:yam_seed",6736,"Yam Seeds","crop","alexsmobs:crow_foodstuffs, ars_nouveau:sylph/denied_drop, forge:seeds, forge:seeds/yam, sereneseasons:winter_crops"
"Croptopia","croptopia:zucchini_seed",6737,"Zucchini Seeds","crop","alexsmobs:crow_foodstuffs, ars_nouveau:sylph/denied_drop, forge:seeds, forge:seeds/zucchini, sereneseasons:spring_crops, sereneseasons:summer_crops"
"Environmental","environmental:bird_of_paradise",14128,"Bird of Paradise","plains","diet:vegetables, environmental:deer_tempt_items, minecraft:flowers, minecraft:tall_flowers, supplementaries:flower_box_plantable"
"Environmental","environmental:blue_delphinium",14125,"Blue Delphinium","plains","diet:vegetables, environmental:deer_tempt_items, minecraft:flowers, minecraft:tall_flowers, supplementaries:flower_box_plantable"
"Environmental","environmental:blue_wisteria_sapling",14208,"Blue Wisteria Sapling","plains","alexsmobs:elephant_foodstuffs, minecraft:saplings, supplementaries:flower_box_plantable"
"Environmental","environmental:bluebell",14113,"Bluebell","plains","diet:vegetables, environmental:deer_tempt_items, minecraft:flowers, minecraft:small_flowers, supplementaries:flower_box_plantable"
"Environmental","environmental:cartwheel",14112,"Cartwheel","plains","diet:vegetables, environmental:deer_tempt_items, minecraft:flowers, minecraft:small_flowers, supplementaries:flower_box_plantable"
"Environmental","environmental:cattail",14083,"Cattail","plains","supplementaries:flower_box_plantable"
"Environmental","environmental:cattail_seeds",14355,"Cattail Seeds","plains","supplementaries:flower_box_plantable"
"Environmental","environmental:cherry_sapling",14172,"Cherry Sapling","plains","alexsmobs:elephant_foodstuffs, minecraft:saplings, supplementaries:flower_box_plantable"
"Environmental","environmental:dianthus",14115,"Dianthus","plains","diet:vegetables, environmental:deer_tempt_items, minecraft:flowers, minecraft:small_flowers, supplementaries:flower_box_plantable"
"Environmental","environmental:duckweed",14356,"Duckweed","water","abnormals_delight:slabdish_ingredients, environmental:duck_food"
"Environmental","environmental:giant_lily_pad",14360,"Giant Lily Pad","water","resourcefulbees:valid_apiary"
"Environmental","environmental:giant_tall_grass",14087,"Giant Tall Grass","plains","supplementaries:flower_box_plantable"
"Environmental","environmental:large_lily_pad",14359,"Large Lily Pad","water","resourcefulbees:valid_apiary"
"Environmental","environmental:magenta_hibiscus",14122,"Magenta Hibiscus","plains","diet:vegetables, environmental:deer_tempt_items, minecraft:flowers, minecraft:small_flowers, supplementaries:flower_box_plantable"
"Environmental","environmental:mycelium_sprouts",14086,"Mycelium Sprouts","plains","supplementaries:flower_box_plantable"
"Environmental","environmental:orange_hibiscus",14119,"Orange Hibiscus","plains","diet:vegetables, environmental:deer_tempt_items, minecraft:flowers, minecraft:small_flowers, supplementaries:flower_box_plantable"
"Environmental","environmental:pink_delphinium",14124,"Pink Delphinium","plains","diet:vegetables, environmental:deer_tempt_items, minecraft:flowers, minecraft:tall_flowers, supplementaries:flower_box_plantable"
"Environmental","environmental:pink_hibiscus",14121,"Pink Hibiscus","plains","diet:vegetables, environmental:deer_tempt_items, minecraft:flowers, minecraft:small_flowers, supplementaries:flower_box_plantable"
"Environmental","environmental:pink_wisteria_sapling",14207,"Pink Wisteria Sapling","plains","alexsmobs:elephant_foodstuffs, minecraft:saplings, supplementaries:flower_box_plantable"
"Environmental","environmental:purple_delphinium",14126,"Purple Delphinium","plains","diet:vegetables, environmental:deer_tempt_items, minecraft:flowers, minecraft:tall_flowers, supplementaries:flower_box_plantable"
"Environmental","environmental:purple_hibiscus",14123,"Purple Hibiscus","plains","diet:vegetables, environmental:deer_tempt_items, minecraft:flowers, minecraft:small_flowers, supplementaries:flower_box_plantable"
"Environmental","environmental:purple_wisteria_sapling",14209,"Purple Wisteria Sapling","plains","alexsmobs:elephant_foodstuffs, minecraft:saplings, supplementaries:flower_box_plantable"
"Environmental","environmental:red_hibiscus",14120,"Red Hibiscus","plains","diet:vegetables, environmental:deer_tempt_items, minecraft:flowers, minecraft:small_flowers, supplementaries:flower_box_plantable"
"Environmental","environmental:red_lotus_flower",14116,"Red Lotus Flower","plains","diet:vegetables, environmental:deer_tempt_items, minecraft:flowers, minecraft:small_flowers, supplementaries:flower_box_plantable"
"Environmental","environmental:tall_dead_bush",14088,"Tall Dead Bush","desert","supplementaries:flower_box_plantable"
"Environmental","environmental:violet",14114,"Violet","plains","diet:vegetables, environmental:deer_tempt_items, minecraft:flowers, minecraft:small_flowers, supplementaries:flower_box_plantable"
"Environmental","environmental:white_delphinium",14127,"White Delphinium","plains","diet:vegetables, environmental:deer_tempt_items, minecraft:flowers, minecraft:tall_flowers, supplementaries:flower_box_plantable"
"Environmental","environmental:white_lotus_flower",14117,"White Lotus Flower","plains","diet:vegetables, environmental:deer_tempt_items, minecraft:flowers, minecraft:small_flowers, supplementaries:flower_box_plantable"
"Environmental","environmental:white_wisteria_sapling",14210,"White Wisteria Sapling","plains","alexsmobs:elephant_foodstuffs, minecraft:saplings, supplementaries:flower_box_plantable"
"Environmental","environmental:willow_sapling",14145,"Willow Sapling","plains","alexsmobs:elephant_foodstuffs, minecraft:saplings, supplementaries:flower_box_plantable"
"Environmental","environmental:yellow_hibiscus",14118,"Yellow Hibiscus","plains","diet:vegetables, environmental:deer_tempt_items, minecraft:flowers, minecraft:small_flowers, supplementaries:flower_box_plantable"
"Farmer's Delight","farmersdelight:brown_mushroom_colony",12015,"Brown Mushroom Colony","plains","supplementaries:flower_box_plantable"
"Farmer's Delight","farmersdelight:cabbage_seeds",12022,"Cabbage Seeds","crop","alexsmobs:crow_foodstuffs, ars_nouveau:sylph/denied_drop, forge:seeds, forge:seeds/cabbage, sereneseasons:autumn_crops, sereneseasons:winter_crops"
"Farmer's Delight","farmersdelight:onion",12019,"Onion","crop","diet:vegetables, forge:crops/onion, forge:vegetables, forge:vegetables/onion, sereneseasons:autumn_crops, sereneseasons:spring_crops"
"Farmer's Delight","farmersdelight:red_mushroom_colony",12016,"Red Mushroom Colony","plains","supplementaries:flower_box_plantable"
"Farmer's Delight","farmersdelight:rice",12021,"Rice","plains","alexsmobs:crow_foodstuffs, alexsmobs:shrimp_rice_fryables, ars_nouveau:sylph/denied_drop, diet:grains, environmental:duck_food, forge:crops/rice, forge:grain, forge:grain/rice, forge:seeds, forge:seeds/rice, sereneseasons:autumn_crops, sereneseasons:summer_crops"
"Farmer's Delight","farmersdelight:tomato_seeds",12023,"Tomato Seeds","crop","alexsmobs:crow_foodstuffs, ars_nouveau:sylph/denied_drop, forge:seeds, forge:seeds/tomato, sereneseasons:summer_crops"
"Farmer's Delight","farmersdelight:wild_beetroots",12013,"Sea Beet","plains","diet:vegetables, environmental:deer_tempt_items, farmersdelight:wild_crops, minecraft:flowers, minecraft:small_flowers, supplementaries:flower_box_plantable"
"Farmer's Delight","farmersdelight:wild_cabbages",12008,"Wild Cabbage","plains","diet:vegetables, environmental:deer_tempt_items, farmersdelight:wild_crops, minecraft:flowers, minecraft:small_flowers, supplementaries:flower_box_plantable"
"Farmer's Delight","farmersdelight:wild_carrots",12011,"Wild Carrots","plains","diet:vegetables, environmental:deer_tempt_items, farmersdelight:wild_crops, minecraft:flowers, minecraft:small_flowers, supplementaries:flower_box_plantable"
"Farmer's Delight","farmersdelight:wild_onions",12009,"Wild Onions","plains","diet:vegetables, environmental:deer_tempt_items, farmersdelight:wild_crops, minecraft:flowers, minecraft:small_flowers, supplementaries:flower_box_plantable"
"Farmer's Delight","farmersdelight:wild_potatoes",12012,"Wild Potatoes","plains","diet:vegetables, environmental:deer_tempt_items, farmersdelight:wild_crops, minecraft:flowers, minecraft:small_flowers, supplementaries:flower_box_plantable"
"Farmer's Delight","farmersdelight:wild_rice",12014,"Wild Rice","plains","diet:vegetables, environmental:deer_tempt_items, farmersdelight:wild_crops, minecraft:flowers, minecraft:small_flowers, supplementaries:flower_box_plantable"
"Farmer's Delight","farmersdelight:wild_tomatoes",12010,"Tomato Vines","plains","diet:vegetables, environmental:deer_tempt_items, farmersdelight:wild_crops, minecraft:flowers, minecraft:small_flowers, supplementaries:flower_box_plantable"
"Fruitful","fruitful:flowering_oak_sapling",15075,"Flowering Oak Sapling","plains","alexsmobs:elephant_foodstuffs, minecraft:saplings, supplementaries:flower_box_plantable"
"Immersive Engineering","immersiveengineering:hemp",4580,"Industrial Hemp","crop",""
"Immersive Engineering","immersiveengineering:seed",4700,"Industrial Hemp Seeds","crop","alexsmobs:crow_foodstuffs, ars_nouveau:sylph/denied_drop, forge:seeds"
"Infernal Expansion","infernalexp:dullthorns",1345,"Dullthorns","plains","supplementaries:flower_box_plantable"
"Infernal Expansion","infernalexp:luminous_fungus",1478,"Luminous Fungus","plains","minecraft:fungus, supplementaries:flower_box_plantable"
"Infernal Expansion","infernalexp:shroomlight_fungus",1480,"Shroomlight Tear","plains","supplementaries:flower_box_plantable"
"IntegratedDynamics","integrateddynamics:menril_sapling",6421,"Menril Sapling","plains","alexsmobs:elephant_foodstuffs, minecraft:saplings, supplementaries:flower_box_plantable"
"Jellyfishing","jellyfishing:pineapple_seeds",3721,"Pineapple Seeds","plains","alexsmobs:crow_foodstuffs, ars_nouveau:sylph/denied_drop, forge:seeds, supplementaries:flower_box_plantable"
"Jellyfishing","jellyfishing:seanut",3717,"Seanut","plains","supplementaries:flower_box_plantable"
"Minecraft","minecraft:acacia_sapling",27,"Acacia Sapling","plains","alexsmobs:elephant_foodstuffs, forge:sapling, minecraft:saplings, sereneseasons:autumn_crops, sereneseasons:spring_crops, sereneseasons:summer_crops, sereneseasons:winter_crops, supplementaries:flower_box_plantable"
"Minecraft","minecraft:allium",114,"Allium","plains","diet:vegetables, environmental:deer_tempt_items, minecraft:flowers, minecraft:small_flowers, supplementaries:flower_box_plantable"
"Minecraft","minecraft:azure_bluet",115,"Azure Bluet","plains","diet:vegetables, environmental:deer_tempt_items, minecraft:flowers, minecraft:small_flowers, supplementaries:flower_box_plantable"
"Minecraft","minecraft:beetroot_seeds",890,"Beetroot Seeds","crop","alexsmobs:crow_foodstuffs, ars_nouveau:sylph/denied_drop, diet:vegetables, forge:seeds, forge:seeds/beetroot, forge:seeds/beetrootseeds, sereneseasons:autumn_crops"
"Minecraft","minecraft:birch_sapling",25,"Birch Sapling","plains","alexsmobs:elephant_foodstuffs, forge:sapling, minecraft:saplings, sereneseasons:autumn_crops, sereneseasons:spring_crops, sereneseasons:summer_crops, sereneseasons:winter_crops, supplementaries:flower_box_plantable"
"Minecraft","minecraft:blue_orchid",113,"Blue Orchid","plains","diet:vegetables, environmental:deer_tempt_items, minecraft:flowers, minecraft:small_flowers, supplementaries:flower_box_plantable"
"Minecraft","minecraft:brown_mushroom",124,"Brown Mushroom","cave","autumnity:snail_foods, autumnity:snail_temptation_items, diet:vegetables, farmersdelight:cabbage_roll_ingredients, forge:mushrooms, forge:mushrooms/brownmushroom, minecraft:fungus, minecraft:mushrooms, sereneseasons:autumn_crops, sereneseasons:spring_crops, sereneseasons:summer_crops, sereneseasons:winter_crops, supplementaries:flower_box_plantable"
"Minecraft","minecraft:cactus",205,"Cactus","desert","diet:vegetables, resourcefulbees:valid_apiary, sereneseasons:summer_crops, supplementaries:flower_box_plantable, valhelsia_structures:jar_blacklisted"
"Minecraft","minecraft:carrot",830,"Carrot","crop","alexsmobs:elephant_foodstuffs, diet:vegetables, farmersdelight:cabbage_roll_ingredients, forge:crops/carrot, forge:vegetables, forge:vegetables/carrot, sereneseasons:autumn_crops, sereneseasons:spring_crops"
"Minecraft","minecraft:cornflower",121,"Cornflower","plains","diet:vegetables, environmental:deer_tempt_items, minecraft:flowers, minecraft:small_flowers, supplementaries:flower_box_plantable"
"Minecraft","minecraft:crimson_fungus",126,"Crimson Fungus","plains","autumnity:snail_foods, autumnity:snail_speeding_foods, autumnity:snail_temptation_items, diet:vegetables, farmersdelight:cabbage_roll_ingredients, forge:fungi, forge:mushrooms, forge:mushrooms/crimsonfungus, minecraft:fungus, sereneseasons:autumn_crops, sereneseasons:spring_crops, sereneseasons:summer_crops, sereneseasons:winter_crops, supplementaries:flower_box_plantable"
"Minecraft","minecraft:crimson_roots",128,"Crimson Roots","plains","diet:vegetables, supplementaries:flower_box_plantable, valhelsia_structures:jar_blacklisted"
"Minecraft","minecraft:dandelion",111,"Dandelion","plains","diet:vegetables, environmental:deer_tempt_items, minecraft:flowers, minecraft:small_flowers, supplementaries:flower_box_plantable"
"Minecraft","minecraft:dark_oak_sapling",28,"Dark Oak Sapling","plains","alexsmobs:elephant_foodstuffs, forge:sapling, minecraft:saplings, sereneseasons:autumn_crops, sereneseasons:spring_crops, sereneseasons:summer_crops, sereneseasons:winter_crops, supplementaries:flower_box_plantable"
"Minecraft","minecraft:dead_bush",91,"Dead Bush","desert","supplementaries:flower_box_plantable"
"Minecraft","minecraft:fern",90,"Fern","plains","sereneseasons:autumn_crops, sereneseasons:spring_crops, sereneseasons:summer_crops, supplementaries:flower_box_plantable"
"Minecraft","minecraft:grass",89,"Grass","plains","sereneseasons:autumn_crops, sereneseasons:spring_crops, sereneseasons:summer_crops"
"Minecraft","minecraft:jungle_sapling",26,"Jungle Sapling","plains","alexsmobs:elephant_foodstuffs, forge:sapling, minecraft:saplings, sereneseasons:autumn_crops, sereneseasons:spring_crops, sereneseasons:summer_crops, sereneseasons:winter_crops, supplementaries:flower_box_plantable"
"Minecraft","minecraft:large_fern",378,"Large Fern","plains",""
"Minecraft","minecraft:lilac",374,"Lilac","plains","diet:vegetables, environmental:deer_tempt_items, minecraft:flowers, minecraft:tall_flowers, supplementaries:flower_box_plantable"
"Minecraft","minecraft:lily_of_the_valley",122,"Lily of the Valley","plains","diet:vegetables, environmental:deer_tempt_items, minecraft:flowers, minecraft:small_flowers, supplementaries:flower_box_plantable"
"Minecraft","minecraft:lily_pad",263,"Lily Pad","water","abnormals_delight:slabdish_ingredients, diet:vegetables, resourcefulbees:valid_apiary"
"Minecraft","minecraft:melon_seeds",738,"Melon Seeds","crop","alexsmobs:crow_foodstuffs, ars_nouveau:sylph/denied_drop, diet:vegetables, forge:seeds, forge:seeds/melon, forge:seeds/melonseeds, sereneseasons:summer_crops"
"Minecraft","minecraft:nether_sprouts",130,"Warped Sprouts","plains",""
"Minecraft","minecraft:nether_wart",748,"Nether Wart","nether","diet:vegetables, forge:crops/nether_wart, sereneseasons:autumn_crops, sereneseasons:spring_crops, sereneseasons:summer_crops, sereneseasons:winter_crops"
"Minecraft","minecraft:oak_sapling",23,"Oak Sapling","plains","alexsmobs:elephant_foodstuffs, forge:sapling, minecraft:saplings, sereneseasons:autumn_crops, sereneseasons:spring_crops, sereneseasons:summer_crops, sereneseasons:winter_crops, supplementaries:flower_box_plantable"
"Minecraft","minecraft:orange_tulip",117,"Orange Tulip","plains","diet:vegetables, environmental:deer_tempt_items, minecraft:flowers, minecraft:small_flowers, supplementaries:flower_box_plantable"
"Minecraft","minecraft:oxeye_daisy",120,"Oxeye Daisy","plains","diet:vegetables, environmental:deer_tempt_items, minecraft:flowers, minecraft:small_flowers, supplementaries:flower_box_plantable"
"Minecraft","minecraft:peony",376,"Peony","plains","diet:vegetables, environmental:deer_tempt_items, minecraft:flowers, minecraft:tall_flowers, supplementaries:flower_box_plantable"
"Minecraft","minecraft:pink_tulip",119,"Pink Tulip","plains","diet:vegetables, environmental:deer_tempt_items, minecraft:flowers, minecraft:small_flowers, supplementaries:flower_box_plantable"
"Minecraft","minecraft:poppy",112,"Poppy","plains","diet:vegetables, environmental:deer_tempt_items, minecraft:flowers, minecraft:small_flowers, supplementaries:flower_box_plantable"
"Minecraft","minecraft:potato",831,"Potato","crop","alexsmobs:elephant_foodstuffs, diet:vegetables, farmersdelight:cabbage_roll_ingredients, forge:crops/potato, forge:flour_plants, forge:flour_plants/potato, forge:vegetables, forge:vegetables/potato, sereneseasons:spring_crops"
"Minecraft","minecraft:pumpkin_seeds",737,"Pumpkin Seeds","crop","alexsmobs:crow_foodstuffs, ars_nouveau:sylph/denied_drop, diet:vegetables, forge:seeds, forge:seeds/pumpkin, forge:seeds/pumpkinseeds, sereneseasons:autumn_crops"
"Minecraft","minecraft:red_mushroom",125,"Red Mushroom","cave","autumnity:snail_foods, autumnity:snail_temptation_items, diet:vegetables, farmersdelight:cabbage_roll_ingredients, forge:mushrooms, forge:mushrooms/redmushroom, minecraft:fungus, minecraft:mushrooms, sereneseasons:autumn_crops, sereneseasons:spring_crops, sereneseasons:summer_crops, sereneseasons:winter_crops, supplementaries:flower_box_plantable"
"Minecraft","minecraft:red_tulip",116,"Red Tulip","plains","diet:vegetables, environmental:deer_tempt_items, minecraft:flowers, minecraft:small_flowers, supplementaries:flower_box_plantable"
"Minecraft","minecraft:rose_bush",375,"Rose Bush","plains","diet:vegetables, environmental:deer_tempt_items, minecraft:flowers, minecraft:tall_flowers, supplementaries:flower_box_plantable"
"Minecraft","minecraft:sea_pickle",93,"Sea Pickle","plains","diet:vegetables, resourcefulbees:valid_apiary, sereneseasons:autumn_crops, sereneseasons:spring_crops, sereneseasons:summer_crops, sereneseasons:winter_crops"
"Minecraft","minecraft:seagrass",92,"Seagrass","plains","abnormals_delight:slabdish_ingredients, diet:vegetables, environmental:duck_food, sereneseasons:autumn_crops, sereneseasons:spring_crops, sereneseasons:summer_crops, sereneseasons:winter_crops"
"Minecraft","minecraft:spruce_sapling",24,"Spruce Sapling","plains","alexsmobs:elephant_foodstuffs, forge:sapling, minecraft:saplings, sereneseasons:autumn_crops, sereneseasons:spring_crops, sereneseasons:summer_crops, sereneseasons:winter_crops, supplementaries:flower_box_plantable"
"Minecraft","minecraft:sugar_cane",133,"Sugar Cane","beach","alexsmobs:elephant_foodstuffs, alexsmobs:gorilla_foodstuffs, sereneseasons:summer_crops"
"Minecraft","minecraft:sunflower",373,"Sunflower","plains","diet:vegetables, environmental:deer_tempt_items, minecraft:flowers, minecraft:tall_flowers, supplementaries:flower_box_plantable"
"Minecraft","minecraft:sweet_berries",948,"Sweet Berries","plains","alexsmobs:elephant_foodstuffs, diet:fruits, environmental:deer_food, environmental:deer_tempt_items, forge:berries, forge:berries/sweetberry, forge:crops/sweetberry, forge:fruits, forge:fruits/sweet_berries, forge:fruits/sweetberries, forge:vinegar_ingredients, forge:vinegar_ingredients/sweet_berries, forge:vinegar_ingredients/sweetberries, industrialforegoing:bioreactor, sereneseasons:autumn_crops, sereneseasons:spring_crops, sereneseasons:summer_crops, supplementaries:flower_box_plantable"
"Minecraft","minecraft:tall_grass",377,"Tall Grass","plains",""
"Minecraft","minecraft:warped_fungus",127,"Warped Fungus","plains","autumnity:snail_foods, autumnity:snail_speeding_foods, autumnity:snail_temptation_items, diet:vegetables, farmersdelight:cabbage_roll_ingredients, forge:fungi, forge:mushrooms, forge:mushrooms/warpedfungus, minecraft:fungus, sereneseasons:autumn_crops, sereneseasons:spring_crops, sereneseasons:summer_crops, sereneseasons:winter_crops, supplementaries:flower_box_plantable"
"Minecraft","minecraft:warped_roots",129,"Warped Roots","plains","diet:vegetables, supplementaries:flower_box_plantable, valhelsia_structures:jar_blacklisted"
"Minecraft","minecraft:wheat_seeds",619,"Wheat Seeds","crop","alexsmobs:crow_foodstuffs, ars_nouveau:sylph/denied_drop, diet:vegetables, forge:seeds, forge:seeds/wheat, forge:seeds/wheatseeds, sereneseasons:autumn_crops, sereneseasons:summer_crops"
"Minecraft","minecraft:white_tulip",118,"White Tulip","plains","diet:vegetables, environmental:deer_tempt_items, minecraft:flowers, minecraft:small_flowers, supplementaries:flower_box_plantable"
"Minecraft","minecraft:wither_rose",123,"Wither Rose","plains","diet:vegetables, environmental:deer_tempt_items, minecraft:flowers, minecraft:small_flowers, supplementaries:flower_box_plantable"
"Nethers Delight","nethers_delight:crimson_fungus_colony_item",15049,"Crimson Fungus Colony","plains",""
"Nethers Delight","nethers_delight:mimicarnation",15055,"Mimicarnation","plains",""
"Nethers Delight","nethers_delight:propelplant_berry_stem",15059,"Propelplant Stem","plains",""
"Nethers Delight","nethers_delight:propelplant_cane",15060,"Propelplant Cane","plains",""
"Nethers Delight","nethers_delight:warped_fungus_colony_item",15050,"Warped Fungus Colony","plains",""
"Oh The Biomes You'll Go","byg:allium_flower_bush",8119,"Allium Flower Bush","plains","byg:purple_dye, diet:vegetables, environmental:deer_tempt_items, minecraft:flowers, minecraft:small_flowers, supplementaries:flower_box_plantable"
"Oh The Biomes You'll Go","byg:alpine_bellflower",8121,"Alpine Bellflower","plains","byg:purple_dye, diet:vegetables, environmental:deer_tempt_items, minecraft:flowers, minecraft:small_flowers, supplementaries:flower_box_plantable"
"Oh The Biomes You'll Go","byg:amaranth",8122,"Amaranth","plains","byg:red_dye, diet:vegetables, environmental:deer_tempt_items, minecraft:flowers, minecraft:small_flowers, supplementaries:flower_box_plantable"
"Oh The Biomes You'll Go","byg:angelica",8123,"Angelica","plains","byg:white_dye, diet:vegetables, environmental:deer_tempt_items, minecraft:flowers, minecraft:small_flowers, supplementaries:flower_box_plantable"
"Oh The Biomes You'll Go","byg:araucaria_sapling",7862,"Araucaria Sapling","plains","alexsmobs:elephant_foodstuffs, forge:saplings, minecraft:saplings, supplementaries:flower_box_plantable"
"Oh The Biomes You'll Go","byg:aspen_sapling",7294,"Aspen Sapling","plains","alexsmobs:elephant_foodstuffs, forge:saplings, minecraft:saplings, supplementaries:flower_box_plantable"
"Oh The Biomes You'll Go","byg:azalea",8124,"Azalea","plains","byg:double_blue_dye, diet:vegetables, environmental:deer_tempt_items, minecraft:flowers, minecraft:small_flowers, minecraft:tall_flowers, supplementaries:flower_box_plantable"
"Oh The Biomes You'll Go","byg:baobab_sapling",7313,"Baobab Sapling","plains","alexsmobs:elephant_foodstuffs, forge:saplings, minecraft:saplings, supplementaries:flower_box_plantable"
"Oh The Biomes You'll Go","byg:beach_grass",8106,"Beach Grass","plains","supplementaries:flower_box_plantable"
