"Mod name","Registry name","Hardness","Resistance"
"Chipped","chipped:light_blue_concrete_10",1.80,1.80
"Chipped","chipped:light_blue_concrete_11",1.80,1.80
"Chipped","chipped:light_blue_concrete_12",1.80,1.80
"Chipped","chipped:light_blue_concrete_13",1.80,1.80
"Chipped","chipped:light_blue_concrete_14",1.80,1.80
"Chipped","chipped:light_blue_concrete_15",1.80,1.80
"Chipped","chipped:light_blue_concrete_16",1.80,1.80
"Chipped","chipped:light_blue_concrete_17",1.80,1.80
"Chipped","chipped:light_blue_concrete_18",1.80,1.80
"Chipped","chipped:light_blue_concrete_2",1.80,1.80
"Chipped","chipped:light_blue_concrete_3",1.80,1.80
"Chipped","chipped:light_blue_concrete_4",1.80,1.80
"Chipped","chipped:light_blue_concrete_5",1.80,1.80
"Chipped","chipped:light_blue_concrete_6",1.80,1.80
"Chipped","chipped:light_blue_concrete_7",1.80,1.80
"Chipped","chipped:light_blue_concrete_8",1.80,1.80
"Chipped","chipped:light_blue_concrete_9",1.80,1.80
"Chipped","chipped:light_blue_stained_glass_1",0.30,0.30
"Chipped","chipped:light_blue_stained_glass_2",0.30,0.30
"Chipped","chipped:light_blue_stained_glass_3",0.30,0.30
"Chipped","chipped:light_blue_stained_glass_4",0.30,0.30
"Chipped","chipped:light_blue_stained_glass_5",0.30,0.30
"Chipped","chipped:light_blue_stained_glass_6",0.30,0.30
"Chipped","chipped:light_blue_stained_glass_7",0.30,0.30
"Chipped","chipped:light_blue_stained_glass_8",0.30,0.30
"Chipped","chipped:light_blue_stained_glass_pane_1",0.30,0.30
"Chipped","chipped:light_blue_stained_glass_pane_2",0.30,0.30
"Chipped","chipped:light_blue_stained_glass_pane_3",0.30,0.30
"Chipped","chipped:light_blue_stained_glass_pane_4",0.30,0.30
"Chipped","chipped:light_blue_stained_glass_pane_5",0.30,0.30
"Chipped","chipped:light_blue_stained_glass_pane_6",0.30,0.30
"Chipped","chipped:light_blue_stained_glass_pane_7",0.30,0.30
"Chipped","chipped:light_blue_stained_glass_pane_8",0.30,0.30
"Chipped","chipped:light_blue_terracotta_1",1.25,4.20
"Chipped","chipped:light_blue_terracotta_10",1.25,4.20
"Chipped","chipped:light_blue_terracotta_11",1.25,4.20
"Chipped","chipped:light_blue_terracotta_12",1.25,4.20
"Chipped","chipped:light_blue_terracotta_13",1.25,4.20
"Chipped","chipped:light_blue_terracotta_14",1.25,4.20
"Chipped","chipped:light_blue_terracotta_15",1.25,4.20
"Chipped","chipped:light_blue_terracotta_16",1.25,4.20
"Chipped","chipped:light_blue_terracotta_17",1.25,4.20
"Chipped","chipped:light_blue_terracotta_18",1.25,4.20
"Chipped","chipped:light_blue_terracotta_2",1.25,4.20
"Chipped","chipped:light_blue_terracotta_3",1.25,4.20
"Chipped","chipped:light_blue_terracotta_4",1.25,4.20
"Chipped","chipped:light_blue_terracotta_5",1.25,4.20
"Chipped","chipped:light_blue_terracotta_6",1.25,4.20
"Chipped","chipped:light_blue_terracotta_7",1.25,4.20
"Chipped","chipped:light_blue_terracotta_8",1.25,4.20
"Chipped","chipped:light_blue_terracotta_9",1.25,4.20
"Chipped","chipped:light_blue_wool_1",0.80,0.80
"Chipped","chipped:light_blue_wool_10",0.80,0.80
"Chipped","chipped:light_blue_wool_11",0.80,0.80
"Chipped","chipped:light_blue_wool_12",0.80,0.80
"Chipped","chipped:light_blue_wool_13",0.80,0.80
"Chipped","chipped:light_blue_wool_14",0.80,0.80
"Chipped","chipped:light_blue_wool_15",0.80,0.80
"Chipped","chipped:light_blue_wool_16",0.80,0.80
"Chipped","chipped:light_blue_wool_17",0.80,0.80
"Chipped","chipped:light_blue_wool_18",0.80,0.80
"Chipped","chipped:light_blue_wool_2",0.80,0.80
"Chipped","chipped:light_blue_wool_3",0.80,0.80
"Chipped","chipped:light_blue_wool_4",0.80,0.80
"Chipped","chipped:light_blue_wool_5",0.80,0.80
"Chipped","chipped:light_blue_wool_6",0.80,0.80
"Chipped","chipped:light_blue_wool_7",0.80,0.80
"Chipped","chipped:light_blue_wool_8",0.80,0.80
"Chipped","chipped:light_blue_wool_9",0.80,0.80
"Chipped","chipped:light_gray_carpet_1",0.10,0.10
"Chipped","chipped:light_gray_carpet_10",0.10,0.10
"Chipped","chipped:light_gray_carpet_11",0.10,0.10
"Chipped","chipped:light_gray_carpet_12",0.10,0.10
"Chipped","chipped:light_gray_carpet_13",0.10,0.10
"Chipped","chipped:light_gray_carpet_14",0.10,0.10
"Chipped","chipped:light_gray_carpet_15",0.10,0.10
"Chipped","chipped:light_gray_carpet_16",0.10,0.10
"Chipped","chipped:light_gray_carpet_17",0.10,0.10
"Chipped","chipped:light_gray_carpet_18",0.10,0.10
"Chipped","chipped:light_gray_carpet_2",0.10,0.10
"Chipped","chipped:light_gray_carpet_3",0.10,0.10
"Chipped","chipped:light_gray_carpet_4",0.10,0.10
"Chipped","chipped:light_gray_carpet_5",0.10,0.10
"Chipped","chipped:light_gray_carpet_6",0.10,0.10
"Chipped","chipped:light_gray_carpet_7",0.10,0.10
"Chipped","chipped:light_gray_carpet_8",0.10,0.10
"Chipped","chipped:light_gray_carpet_9",0.10,0.10
"Chipped","chipped:light_gray_concrete_1",1.80,1.80
"Chipped","chipped:light_gray_concrete_10",1.80,1.80
"Chipped","chipped:light_gray_concrete_11",1.80,1.80
"Chipped","chipped:light_gray_concrete_12",1.80,1.80
"Chipped","chipped:light_gray_concrete_13",1.80,1.80
"Chipped","chipped:light_gray_concrete_14",1.80,1.80
"Chipped","chipped:light_gray_concrete_15",1.80,1.80
"Chipped","chipped:light_gray_concrete_16",1.80,1.80
"Chipped","chipped:light_gray_concrete_17",1.80,1.80
"Chipped","chipped:light_gray_concrete_18",1.80,1.80
"Chipped","chipped:light_gray_concrete_2",1.80,1.80
"Chipped","chipped:light_gray_concrete_3",1.80,1.80
"Chipped","chipped:light_gray_concrete_4",1.80,1.80
"Chipped","chipped:light_gray_concrete_5",1.80,1.80
"Chipped","chipped:light_gray_concrete_6",1.80,1.80
"Chipped","chipped:light_gray_concrete_7",1.80,1.80
"Chipped","chipped:light_gray_concrete_8",1.80,1.80
"Chipped","chipped:light_gray_concrete_9",1.80,1.80
"Chipped","chipped:light_gray_stained_glass_1",0.30,0.30
"Chipped","chipped:light_gray_stained_glass_2",0.30,0.30
"Chipped","chipped:light_gray_stained_glass_3",0.30,0.30
"Chipped","chipped:light_gray_stained_glass_4",0.30,0.30
"Chipped","chipped:light_gray_stained_glass_5",0.30,0.30
"Chipped","chipped:light_gray_stained_glass_6",0.30,0.30
"Chipped","chipped:light_gray_stained_glass_7",0.30,0.30
"Chipped","chipped:light_gray_stained_glass_8",0.30,0.30
"Chipped","chipped:light_gray_stained_glass_pane_1",0.30,0.30
"Chipped","chipped:light_gray_stained_glass_pane_2",0.30,0.30
"Chipped","chipped:light_gray_stained_glass_pane_3",0.30,0.30
"Chipped","chipped:light_gray_stained_glass_pane_4",0.30,0.30
"Chipped","chipped:light_gray_stained_glass_pane_5",0.30,0.30
"Chipped","chipped:light_gray_stained_glass_pane_6",0.30,0.30
"Chipped","chipped:light_gray_stained_glass_pane_7",0.30,0.30
"Chipped","chipped:light_gray_stained_glass_pane_8",0.30,0.30
"Chipped","chipped:light_gray_terracotta_1",1.25,4.20
"Chipped","chipped:light_gray_terracotta_10",1.25,4.20
"Chipped","chipped:light_gray_terracotta_11",1.25,4.20
"Chipped","chipped:light_gray_terracotta_12",1.25,4.20
"Chipped","chipped:light_gray_terracotta_13",1.25,4.20
"Chipped","chipped:light_gray_terracotta_14",1.25,4.20
"Chipped","chipped:light_gray_terracotta_15",1.25,4.20
"Chipped","chipped:light_gray_terracotta_16",1.25,4.20
"Chipped","chipped:light_gray_terracotta_17",1.25,4.20
"Chipped","chipped:light_gray_terracotta_18",1.25,4.20
"Chipped","chipped:light_gray_terracotta_2",1.25,4.20
"Chipped","chipped:light_gray_terracotta_3",1.25,4.20
"Chipped","chipped:light_gray_terracotta_4",1.25,4.20
"Chipped","chipped:light_gray_terracotta_5",1.25,4.20
"Chipped","chipped:light_gray_terracotta_6",1.25,4.20
"Chipped","chipped:light_gray_terracotta_7",1.25,4.20
"Chipped","chipped:light_gray_terracotta_8",1.25,4.20
"Chipped","chipped:light_gray_terracotta_9",1.25,4.20
"Chipped","chipped:light_gray_wool_1",0.80,0.80
"Chipped","chipped:light_gray_wool_10",0.80,0.80
"Chipped","chipped:light_gray_wool_11",0.80,0.80
"Chipped","chipped:light_gray_wool_12",0.80,0.80
"Chipped","chipped:light_gray_wool_13",0.80,0.80
"Chipped","chipped:light_gray_wool_14",0.80,0.80
"Chipped","chipped:light_gray_wool_15",0.80,0.80
"Chipped","chipped:light_gray_wool_16",0.80,0.80
"Chipped","chipped:light_gray_wool_17",0.80,0.80
"Chipped","chipped:light_gray_wool_18",0.80,0.80
"Chipped","chipped:light_gray_wool_2",0.80,0.80
"Chipped","chipped:light_gray_wool_3",0.80,0.80
"Chipped","chipped:light_gray_wool_4",0.80,0.80
"Chipped","chipped:light_gray_wool_5",0.80,0.80
"Chipped","chipped:light_gray_wool_6",0.80,0.80
"Chipped","chipped:light_gray_wool_7",0.80,0.80
"Chipped","chipped:light_gray_wool_8",0.80,0.80
"Chipped","chipped:light_gray_wool_9",0.80,0.80
"Chipped","chipped:lime_carpet_1",0.10,0.10
"Chipped","chipped:lime_carpet_10",0.10,0.10
"Chipped","chipped:lime_carpet_11",0.10,0.10
"Chipped","chipped:lime_carpet_12",0.10,0.10
"Chipped","chipped:lime_carpet_13",0.10,0.10
"Chipped","chipped:lime_carpet_14",0.10,0.10
"Chipped","chipped:lime_carpet_15",0.10,0.10
"Chipped","chipped:lime_carpet_16",0.10,0.10
"Chipped","chipped:lime_carpet_17",0.10,0.10
"Chipped","chipped:lime_carpet_18",0.10,0.10
"Chipped","chipped:lime_carpet_2",0.10,0.10
"Chipped","chipped:lime_carpet_3",0.10,0.10
"Chipped","chipped:lime_carpet_4",0.10,0.10
"Chipped","chipped:lime_carpet_5",0.10,0.10
"Chipped","chipped:lime_carpet_6",0.10,0.10
"Chipped","chipped:lime_carpet_7",0.10,0.10
"Chipped","chipped:lime_carpet_8",0.10,0.10
"Chipped","chipped:lime_carpet_9",0.10,0.10
"Chipped","chipped:lime_concrete_1",1.80,1.80
"Chipped","chipped:lime_concrete_10",1.80,1.80
"Chipped","chipped:lime_concrete_11",1.80,1.80
"Chipped","chipped:lime_concrete_12",1.80,1.80
"Chipped","chipped:lime_concrete_13",1.80,1.80
"Chipped","chipped:lime_concrete_14",1.80,1.80
"Chipped","chipped:lime_concrete_15",1.80,1.80
"Chipped","chipped:lime_concrete_16",1.80,1.80
"Chipped","chipped:lime_concrete_17",1.80,1.80
"Chipped","chipped:lime_concrete_18",1.80,1.80
"Chipped","chipped:lime_concrete_2",1.80,1.80
"Chipped","chipped:lime_concrete_3",1.80,1.80
"Chipped","chipped:lime_concrete_4",1.80,1.80
"Chipped","chipped:lime_concrete_5",1.80,1.80
"Chipped","chipped:lime_concrete_6",1.80,1.80
"Chipped","chipped:lime_concrete_7",1.80,1.80
"Chipped","chipped:lime_concrete_8",1.80,1.80
"Chipped","chipped:lime_concrete_9",1.80,1.80
"Chipped","chipped:lime_stained_glass_1",0.30,0.30
"Chipped","chipped:lime_stained_glass_2",0.30,0.30
"Chipped","chipped:lime_stained_glass_3",0.30,0.30
"Chipped","chipped:lime_stained_glass_4",0.30,0.30
"Chipped","chipped:lime_stained_glass_5",0.30,0.30
"Chipped","chipped:lime_stained_glass_6",0.30,0.30
"Chipped","chipped:lime_stained_glass_7",0.30,0.30
"Chipped","chipped:lime_stained_glass_8",0.30,0.30
"Chipped","chipped:lime_stained_glass_pane_1",0.30,0.30
"Chipped","chipped:lime_stained_glass_pane_2",0.30,0.30
"Chipped","chipped:lime_stained_glass_pane_3",0.30,0.30
"Chipped","chipped:lime_stained_glass_pane_4",0.30,0.30
"Chipped","chipped:lime_stained_glass_pane_5",0.30,0.30
"Chipped","chipped:lime_stained_glass_pane_6",0.30,0.30
"Chipped","chipped:lime_stained_glass_pane_7",0.30,0.30
"Chipped","chipped:lime_stained_glass_pane_8",0.30,0.30
"Chipped","chipped:lime_terracotta_1",1.25,4.20
"Chipped","chipped:lime_terracotta_10",1.25,4.20
"Chipped","chipped:lime_terracotta_11",1.25,4.20
"Chipped","chipped:lime_terracotta_12",1.25,4.20
"Chipped","chipped:lime_terracotta_13",1.25,4.20
"Chipped","chipped:lime_terracotta_14",1.25,4.20
"Chipped","chipped:lime_terracotta_15",1.25,4.20
"Chipped","chipped:lime_terracotta_16",1.25,4.20
"Chipped","chipped:lime_terracotta_17",1.25,4.20
"Chipped","chipped:lime_terracotta_18",1.25,4.20
"Chipped","chipped:lime_terracotta_2",1.25,4.20
"Chipped","chipped:lime_terracotta_3",1.25,4.20
"Chipped","chipped:lime_terracotta_4",1.25,4.20
"Chipped","chipped:lime_terracotta_5",1.25,4.20
"Chipped","chipped:lime_terracotta_6",1.25,4.20
"Chipped","chipped:lime_terracotta_7",1.25,4.20
"Chipped","chipped:lime_terracotta_8",1.25,4.20
"Chipped","chipped:lime_terracotta_9",1.25,4.20
"Chipped","chipped:lime_wool_1",0.80,0.80
"Chipped","chipped:lime_wool_10",0.80,0.80
"Chipped","chipped:lime_wool_11",0.80,0.80
"Chipped","chipped:lime_wool_12",0.80,0.80
"Chipped","chipped:lime_wool_13",0.80,0.80
"Chipped","chipped:lime_wool_14",0.80,0.80
"Chipped","chipped:lime_wool_15",0.80,0.80
"Chipped","chipped:lime_wool_16",0.80,0.80
"Chipped","chipped:lime_wool_17",0.80,0.80
"Chipped","chipped:lime_wool_18",0.80,0.80
"Chipped","chipped:lime_wool_2",0.80,0.80
"Chipped","chipped:lime_wool_3",0.80,0.80
"Chipped","chipped:lime_wool_4",0.80,0.80
"Chipped","chipped:lime_wool_5",0.80,0.80
"Chipped","chipped:lime_wool_6",0.80,0.80
"Chipped","chipped:lime_wool_7",0.80,0.80
"Chipped","chipped:lime_wool_8",0.80,0.80
"Chipped","chipped:lime_wool_9",0.80,0.80
"Chipped","chipped:loom_table",1.00,2.00
"Chipped","chipped:magenta_carpet_1",0.10,0.10
"Chipped","chipped:magenta_carpet_10",0.10,0.10
"Chipped","chipped:magenta_carpet_11",0.10,0.10
"Chipped","chipped:magenta_carpet_12",0.10,0.10
"Chipped","chipped:magenta_carpet_13",0.10,0.10
"Chipped","chipped:magenta_carpet_14",0.10,0.10
"Chipped","chipped:magenta_carpet_15",0.10,0.10
"Chipped","chipped:magenta_carpet_16",0.10,0.10
"Chipped","chipped:magenta_carpet_17",0.10,0.10
"Chipped","chipped:magenta_carpet_18",0.10,0.10
"Chipped","chipped:magenta_carpet_2",0.10,0.10
"Chipped","chipped:magenta_carpet_3",0.10,0.10
"Chipped","chipped:magenta_carpet_4",0.10,0.10
"Chipped","chipped:magenta_carpet_5",0.10,0.10
"Chipped","chipped:magenta_carpet_6",0.10,0.10
"Chipped","chipped:magenta_carpet_7",0.10,0.10
"Chipped","chipped:magenta_carpet_8",0.10,0.10
"Chipped","chipped:magenta_carpet_9",0.10,0.10
"Chipped","chipped:magenta_concrete_1",1.80,1.80
"Chipped","chipped:magenta_concrete_10",1.80,1.80
"Chipped","chipped:magenta_concrete_11",1.80,1.80
"Chipped","chipped:magenta_concrete_12",1.80,1.80
"Chipped","chipped:magenta_concrete_13",1.80,1.80
"Chipped","chipped:magenta_concrete_14",1.80,1.80
"Chipped","chipped:magenta_concrete_15",1.80,1.80
"Chipped","chipped:magenta_concrete_16",1.80,1.80
"Chipped","chipped:magenta_concrete_17",1.80,1.80
"Chipped","chipped:magenta_concrete_18",1.80,1.80
"Chipped","chipped:magenta_concrete_2",1.80,1.80
"Chipped","chipped:magenta_concrete_3",1.80,1.80
"Chipped","chipped:magenta_concrete_4",1.80,1.80
"Chipped","chipped:magenta_concrete_5",1.80,1.80
"Chipped","chipped:magenta_concrete_6",1.80,1.80
"Chipped","chipped:magenta_concrete_7",1.80,1.80
"Chipped","chipped:magenta_concrete_8",1.80,1.80
"Chipped","chipped:magenta_concrete_9",1.80,1.80
"Chipped","chipped:magenta_stained_glass_1",0.30,0.30
"Chipped","chipped:magenta_stained_glass_2",0.30,0.30
"Chipped","chipped:magenta_stained_glass_3",0.30,0.30
"Chipped","chipped:magenta_stained_glass_4",0.30,0.30
"Chipped","chipped:magenta_stained_glass_5",0.30,0.30
"Chipped","chipped:magenta_stained_glass_6",0.30,0.30
"Chipped","chipped:magenta_stained_glass_7",0.30,0.30
"Chipped","chipped:magenta_stained_glass_8",0.30,0.30
"Chipped","chipped:magenta_stained_glass_pane_1",0.30,0.30
"Chipped","chipped:magenta_stained_glass_pane_2",0.30,0.30
"Chipped","chipped:magenta_stained_glass_pane_3",0.30,0.30
"Chipped","chipped:magenta_stained_glass_pane_4",0.30,0.30
"Chipped","chipped:magenta_stained_glass_pane_5",0.30,0.30
"Chipped","chipped:magenta_stained_glass_pane_6",0.30,0.30
"Chipped","chipped:magenta_stained_glass_pane_7",0.30,0.30
"Chipped","chipped:magenta_stained_glass_pane_8",0.30,0.30
"Chipped","chipped:magenta_terracotta_1",1.25,4.20
"Chipped","chipped:magenta_terracotta_10",1.25,4.20
"Chipped","chipped:magenta_terracotta_11",1.25,4.20
"Chipped","chipped:magenta_terracotta_12",1.25,4.20
"Chipped","chipped:magenta_terracotta_13",1.25,4.20
"Chipped","chipped:magenta_terracotta_14",1.25,4.20
"Chipped","chipped:magenta_terracotta_15",1.25,4.20
"Chipped","chipped:magenta_terracotta_16",1.25,4.20
"Chipped","chipped:magenta_terracotta_17",1.25,4.20
"Chipped","chipped:magenta_terracotta_18",1.25,4.20
"Chipped","chipped:magenta_terracotta_2",1.25,4.20
"Chipped","chipped:magenta_terracotta_3",1.25,4.20
"Chipped","chipped:magenta_terracotta_4",1.25,4.20
"Chipped","chipped:magenta_terracotta_5",1.25,4.20
"Chipped","chipped:magenta_terracotta_6",1.25,4.20
"Chipped","chipped:magenta_terracotta_7",1.25,4.20
"Chipped","chipped:magenta_terracotta_8",1.25,4.20
"Chipped","chipped:magenta_terracotta_9",1.25,4.20
"Chipped","chipped:magenta_wool_1",0.80,0.80
"Chipped","chipped:magenta_wool_10",0.80,0.80
"Chipped","chipped:magenta_wool_11",0.80,0.80
"Chipped","chipped:magenta_wool_12",0.80,0.80
"Chipped","chipped:magenta_wool_13",0.80,0.80
"Chipped","chipped:magenta_wool_14",0.80,0.80
"Chipped","chipped:magenta_wool_15",0.80,0.80
"Chipped","chipped:magenta_wool_16",0.80,0.80
"Chipped","chipped:magenta_wool_17",0.80,0.80
"Chipped","chipped:magenta_wool_18",0.80,0.80
"Chipped","chipped:magenta_wool_2",0.80,0.80
"Chipped","chipped:magenta_wool_3",0.80,0.80
"Chipped","chipped:magenta_wool_4",0.80,0.80
"Chipped","chipped:magenta_wool_5",0.80,0.80
"Chipped","chipped:magenta_wool_6",0.80,0.80
"Chipped","chipped:magenta_wool_7",0.80,0.80
"Chipped","chipped:magenta_wool_8",0.80,0.80
"Chipped","chipped:magenta_wool_9",0.80,0.80
"Chipped","chipped:mason_table",5.00,6.00
"Chipped","chipped:mechanist_workbench",1.00,2.00
"Chipped","chipped:melon_1",1.00,1.00
"Chipped","chipped:melon_10",1.00,1.00
"Chipped","chipped:melon_2",1.00,1.00
"Chipped","chipped:melon_3",1.00,1.00
"Chipped","chipped:melon_4",1.00,1.00
"Chipped","chipped:melon_5",1.00,1.00
"Chipped","chipped:melon_6",1.00,1.00
"Chipped","chipped:melon_7",1.00,1.00
"Chipped","chipped:melon_8",1.00,1.00
"Chipped","chipped:melon_9",1.00,1.00
"Chipped","chipped:nether_bricks_1",2.00,6.00
"Chipped","chipped:nether_bricks_10",2.00,6.00
"Chipped","chipped:nether_bricks_11",2.00,6.00
"Chipped","chipped:nether_bricks_12",2.00,6.00
"Chipped","chipped:nether_bricks_13",2.00,6.00
"Chipped","chipped:nether_bricks_14",2.00,6.00
"Chipped","chipped:nether_bricks_15",2.00,6.00
"Chipped","chipped:nether_bricks_16",2.00,6.00
"Chipped","chipped:nether_bricks_17",2.00,6.00
"Chipped","chipped:nether_bricks_18",2.00,6.00
"Chipped","chipped:nether_bricks_2",2.00,6.00
"Chipped","chipped:nether_bricks_3",2.00,6.00
"Chipped","chipped:nether_bricks_4",2.00,6.00
"Chipped","chipped:nether_bricks_5",2.00,6.00
"Chipped","chipped:nether_bricks_6",2.00,6.00
"Chipped","chipped:nether_bricks_7",2.00,6.00
"Chipped","chipped:nether_bricks_8",2.00,6.00
"Chipped","chipped:nether_bricks_9",2.00,6.00
"Chipped","chipped:netherrack_1",0.40,0.40
"Chipped","chipped:netherrack_10",0.40,0.40
"Chipped","chipped:netherrack_11",0.40,0.40
"Chipped","chipped:netherrack_12",0.40,0.40
"Chipped","chipped:netherrack_13",0.40,0.40
"Chipped","chipped:netherrack_14",0.40,0.40
"Chipped","chipped:netherrack_15",0.40,0.40
"Chipped","chipped:netherrack_16",0.40,0.40
"Chipped","chipped:netherrack_17",0.40,0.40
"Chipped","chipped:netherrack_18",0.40,0.40
"Chipped","chipped:netherrack_2",0.40,0.40
"Chipped","chipped:netherrack_3",0.40,0.40
"Chipped","chipped:netherrack_4",0.40,0.40
"Chipped","chipped:netherrack_5",0.40,0.40
"Chipped","chipped:netherrack_6",0.40,0.40
"Chipped","chipped:netherrack_7",0.40,0.40
"Chipped","chipped:netherrack_8",0.40,0.40
"Chipped","chipped:netherrack_9",0.40,0.40
"Chipped","chipped:oak_planks_1",2.00,3.00
"Chipped","chipped:oak_planks_10",2.00,3.00
"Chipped","chipped:oak_planks_11",2.00,3.00
"Chipped","chipped:oak_planks_12",2.00,3.00
"Chipped","chipped:oak_planks_13",2.00,3.00
"Chipped","chipped:oak_planks_14",2.00,3.00
"Chipped","chipped:oak_planks_15",2.00,3.00
"Chipped","chipped:oak_planks_16",2.00,3.00
"Chipped","chipped:oak_planks_17",2.00,3.00
"Chipped","chipped:oak_planks_18",2.00,3.00
"Chipped","chipped:oak_planks_2",2.00,3.00
"Chipped","chipped:oak_planks_3",2.00,3.00
"Chipped","chipped:oak_planks_4",2.00,3.00
"Chipped","chipped:oak_planks_5",2.00,3.00
"Chipped","chipped:oak_planks_6",2.00,3.00
"Chipped","chipped:oak_planks_7",2.00,3.00
"Chipped","chipped:oak_planks_8",2.00,3.00
"Chipped","chipped:oak_planks_9",2.00,3.00
"Chipped","chipped:oak_wood_glass_1",0.30,0.30
"Chipped","chipped:oak_wood_glass_2",0.30,0.30
"Chipped","chipped:oak_wood_glass_3",0.30,0.30
"Chipped","chipped:oak_wood_glass_4",0.30,0.30
"Chipped","chipped:oak_wood_glass_5",0.30,0.30
"Chipped","chipped:oak_wood_glass_6",0.30,0.30
"Chipped","chipped:oak_wood_glass_pane_1",0.30,0.30
"Chipped","chipped:oak_wood_glass_pane_2",0.30,0.30
"Chipped","chipped:oak_wood_glass_pane_3",0.30,0.30
"Chipped","chipped:oak_wood_glass_pane_4",0.30,0.30
"Chipped","chipped:oak_wood_glass_pane_5",0.30,0.30
"Chipped","chipped:oak_wood_glass_pane_6",0.30,0.30
"Chipped","chipped:obsidian_1",50.00,1200.00
"Chipped","chipped:obsidian_10",50.00,1200.00
"Chipped","chipped:obsidian_11",50.00,1200.00
"Chipped","chipped:obsidian_12",50.00,1200.00
"Chipped","chipped:obsidian_13",50.00,1200.00
"Chipped","chipped:obsidian_14",50.00,1200.00
"Chipped","chipped:obsidian_15",50.00,1200.00
"Chipped","chipped:obsidian_16",50.00,1200.00
"Chipped","chipped:obsidian_17",50.00,1200.00
"Chipped","chipped:obsidian_18",50.00,1200.00
"Chipped","chipped:obsidian_19",50.00,1200.00
"Chipped","chipped:obsidian_2",50.00,1200.00
"Chipped","chipped:obsidian_20",50.00,1200.00
"Chipped","chipped:obsidian_3",50.00,1200.00
"Chipped","chipped:obsidian_4",50.00,1200.00
"Chipped","chipped:obsidian_5",50.00,1200.00
"Chipped","chipped:obsidian_6",50.00,1200.00
"Chipped","chipped:obsidian_7",50.00,1200.00
"Chipped","chipped:obsidian_8",50.00,1200.00
"Chipped","chipped:obsidian_9",50.00,1200.00
"Chipped","chipped:orange_carpet_1",0.10,0.10
"Chipped","chipped:orange_carpet_10",0.10,0.10
"Chipped","chipped:orange_carpet_11",0.10,0.10
"Chipped","chipped:orange_carpet_12",0.10,0.10
"Chipped","chipped:orange_carpet_13",0.10,0.10
"Chipped","chipped:orange_carpet_14",0.10,0.10
"Chipped","chipped:orange_carpet_15",0.10,0.10
"Chipped","chipped:orange_carpet_16",0.10,0.10
"Chipped","chipped:orange_carpet_17",0.10,0.10
"Chipped","chipped:orange_carpet_18",0.10,0.10
"Chipped","chipped:orange_carpet_2",0.10,0.10
"Chipped","chipped:orange_carpet_3",0.10,0.10
"Chipped","chipped:orange_carpet_4",0.10,0.10
"Chipped","chipped:orange_carpet_5",0.10,0.10
"Chipped","chipped:orange_carpet_6",0.10,0.10
"Chipped","chipped:orange_carpet_7",0.10,0.10
"Chipped","chipped:orange_carpet_8",0.10,0.10
"Chipped","chipped:orange_carpet_9",0.10,0.10
"Chipped","chipped:orange_concrete_1",1.80,1.80
"Chipped","chipped:orange_concrete_10",1.80,1.80
"Chipped","chipped:orange_concrete_11",1.80,1.80
"Chipped","chipped:orange_concrete_12",1.80,1.80
"Chipped","chipped:orange_concrete_13",1.80,1.80
"Chipped","chipped:orange_concrete_14",1.80,1.80
"Chipped","chipped:orange_concrete_15",1.80,1.80
"Chipped","chipped:orange_concrete_16",1.80,1.80
"Chipped","chipped:orange_concrete_17",1.80,1.80
"Chipped","chipped:orange_concrete_18",1.80,1.80
"Chipped","chipped:orange_concrete_2",1.80,1.80
"Chipped","chipped:orange_concrete_3",1.80,1.80
"Chipped","chipped:orange_concrete_4",1.80,1.80
"Chipped","chipped:orange_concrete_5",1.80,1.80
"Chipped","chipped:orange_concrete_6",1.80,1.80
"Chipped","chipped:orange_concrete_7",1.80,1.80
"Chipped","chipped:orange_concrete_8",1.80,1.80
"Chipped","chipped:orange_concrete_9",1.80,1.80
"Chipped","chipped:orange_stained_glass_1",0.30,0.30
"Chipped","chipped:orange_stained_glass_2",0.30,0.30
"Chipped","chipped:orange_stained_glass_3",0.30,0.30
"Chipped","chipped:orange_stained_glass_4",0.30,0.30
"Chipped","chipped:orange_stained_glass_5",0.30,0.30
"Chipped","chipped:orange_stained_glass_6",0.30,0.30
"Chipped","chipped:orange_stained_glass_7",0.30,0.30
"Chipped","chipped:orange_stained_glass_8",0.30,0.30
"Chipped","chipped:orange_stained_glass_pane_1",0.30,0.30
"Chipped","chipped:orange_stained_glass_pane_2",0.30,0.30
"Chipped","chipped:orange_stained_glass_pane_3",0.30,0.30
"Chipped","chipped:orange_stained_glass_pane_4",0.30,0.30
"Chipped","chipped:orange_stained_glass_pane_5",0.30,0.30
"Chipped","chipped:orange_stained_glass_pane_6",0.30,0.30
"Chipped","chipped:orange_stained_glass_pane_7",0.30,0.30
"Chipped","chipped:orange_stained_glass_pane_8",0.30,0.30
"Chipped","chipped:orange_terracotta_1",1.25,4.20
"Chipped","chipped:orange_terracotta_10",1.25,4.20
"Chipped","chipped:orange_terracotta_11",1.25,4.20
"Chipped","chipped:orange_terracotta_12",1.25,4.20
"Chipped","chipped:orange_terracotta_13",1.25,4.20
"Chipped","chipped:orange_terracotta_14",1.25,4.20
"Chipped","chipped:orange_terracotta_15",1.25,4.20
"Chipped","chipped:orange_terracotta_16",1.25,4.20
"Chipped","chipped:orange_terracotta_17",1.25,4.20
"Chipped","chipped:orange_terracotta_18",1.25,4.20
"Chipped","chipped:orange_terracotta_2",1.25,4.20
