"Mod name","Registry name","Item ID","Display name","Tags"
"Chipped","chipped:glass_2",11287,"Glass","chipped:glass, forge:glass, resourcefulbees:valid_apiary"
"Chipped","chipped:glass_3",11288,"Glass","chipped:glass, forge:glass, resourcefulbees:valid_apiary"
"Chipped","chipped:glass_4",11289,"Glass","chipped:glass, forge:glass, resourcefulbees:valid_apiary"
"Chipped","chipped:glass_5",11290,"Glass","chipped:glass, forge:glass, resourcefulbees:valid_apiary"
"Chipped","chipped:glass_6",11291,"Glass","chipped:glass, forge:glass, resourcefulbees:valid_apiary"
"Chipped","chipped:glass_7",11292,"Glass","chipped:glass, forge:glass, resourcefulbees:valid_apiary"
"Chipped","chipped:glass_8",11293,"Glass","chipped:glass, forge:glass, resourcefulbees:valid_apiary"
"Chipped","chipped:glass_9",11294,"Glass","chipped:glass, forge:glass, resourcefulbees:valid_apiary"
"Chipped","chipped:glass_pane_1",11300,"Glass Pane","chipped:glass_pane, resourcefulbees:valid_apiary"
"Chipped","chipped:glass_pane_10",11309,"Glass Pane","chipped:glass_pane, resourcefulbees:valid_apiary"
"Chipped","chipped:glass_pane_11",11310,"Glass Pane","chipped:glass_pane, resourcefulbees:valid_apiary"
"Chipped","chipped:glass_pane_12",11311,"Glass Pane","chipped:glass_pane, resourcefulbees:valid_apiary"
"Chipped","chipped:glass_pane_13",11312,"Glass Pane","chipped:glass_pane, resourcefulbees:valid_apiary"
"Chipped","chipped:glass_pane_14",11313,"Glass Pane","chipped:glass_pane, resourcefulbees:valid_apiary"
"Chipped","chipped:glass_pane_2",11301,"Glass Pane","chipped:glass_pane, resourcefulbees:valid_apiary"
"Chipped","chipped:glass_pane_3",11302,"Glass Pane","chipped:glass_pane, resourcefulbees:valid_apiary"
"Chipped","chipped:glass_pane_4",11303,"Glass Pane","chipped:glass_pane, resourcefulbees:valid_apiary"
"Chipped","chipped:glass_pane_5",11304,"Glass Pane","chipped:glass_pane, resourcefulbees:valid_apiary"
"Chipped","chipped:glass_pane_6",11305,"Glass Pane","chipped:glass_pane, resourcefulbees:valid_apiary"
"Chipped","chipped:glass_pane_7",11306,"Glass Pane","chipped:glass_pane, resourcefulbees:valid_apiary"
"Chipped","chipped:glass_pane_8",11307,"Glass Pane","chipped:glass_pane, resourcefulbees:valid_apiary"
"Chipped","chipped:glass_pane_9",11308,"Glass Pane","chipped:glass_pane, resourcefulbees:valid_apiary"
"Chipped","chipped:glassblower",9681,"Glass Blower","resourcefulbees:valid_apiary"
"Chipped","chipped:glowstone_1",10640,"Glowstone","chipped:glowstone, resourcefulbees:valid_apiary"
"Chipped","chipped:glowstone_10",10649,"Glowstone","chipped:glowstone, resourcefulbees:valid_apiary"
"Chipped","chipped:glowstone_11",10650,"Glowstone","chipped:glowstone, resourcefulbees:valid_apiary"
"Chipped","chipped:glowstone_12",10651,"Glowstone","chipped:glowstone, resourcefulbees:valid_apiary"
"Chipped","chipped:glowstone_13",10652,"Glowstone","chipped:glowstone, resourcefulbees:valid_apiary"
"Chipped","chipped:glowstone_14",10653,"Glowstone","chipped:glowstone, resourcefulbees:valid_apiary"
"Chipped","chipped:glowstone_15",10654,"Glowstone","chipped:glowstone, resourcefulbees:valid_apiary"
"Chipped","chipped:glowstone_16",10655,"Glowstone","chipped:glowstone, resourcefulbees:valid_apiary"
"Chipped","chipped:glowstone_17",10656,"Glowstone","chipped:glowstone, resourcefulbees:valid_apiary"
"Chipped","chipped:glowstone_18",10657,"Glowstone","chipped:glowstone, resourcefulbees:valid_apiary"
"Chipped","chipped:glowstone_19",10658,"Glowstone","chipped:glowstone, resourcefulbees:valid_apiary"
"Chipped","chipped:glowstone_2",10641,"Glowstone","chipped:glowstone, resourcefulbees:valid_apiary"
"Chipped","chipped:glowstone_20",10659,"Glowstone","chipped:glowstone, resourcefulbees:valid_apiary"
"Chipped","chipped:glowstone_3",10642,"Glowstone","chipped:glowstone, resourcefulbees:valid_apiary"
"Chipped","chipped:glowstone_4",10643,"Glowstone","chipped:glowstone, resourcefulbees:valid_apiary"
"Chipped","chipped:glowstone_5",10644,"Glowstone","chipped:glowstone, resourcefulbees:valid_apiary"
"Chipped","chipped:glowstone_6",10645,"Glowstone","chipped:glowstone, resourcefulbees:valid_apiary"
"Chipped","chipped:glowstone_7",10646,"Glowstone","chipped:glowstone, resourcefulbees:valid_apiary"
"Chipped","chipped:glowstone_8",10647,"Glowstone","chipped:glowstone, resourcefulbees:valid_apiary"
"Chipped","chipped:glowstone_9",10648,"Glowstone","chipped:glowstone, resourcefulbees:valid_apiary"
"Chipped","chipped:granite_1",9687,"Granite","chipped:granite, resourcefulbees:valid_apiary"
"Chipped","chipped:granite_10",9696,"Granite","chipped:granite, resourcefulbees:valid_apiary"
"Chipped","chipped:granite_11",9697,"Granite","chipped:granite, resourcefulbees:valid_apiary"
"Chipped","chipped:granite_12",9698,"Granite","chipped:granite, resourcefulbees:valid_apiary"
"Chipped","chipped:granite_13",9699,"Granite","chipped:granite, resourcefulbees:valid_apiary"
"Chipped","chipped:granite_14",9700,"Granite","chipped:granite, resourcefulbees:valid_apiary"
"Chipped","chipped:granite_15",9701,"Granite","chipped:granite, resourcefulbees:valid_apiary"
"Chipped","chipped:granite_16",9702,"Granite","chipped:granite, resourcefulbees:valid_apiary"
"Chipped","chipped:granite_17",9703,"Granite","chipped:granite, resourcefulbees:valid_apiary"
"Chipped","chipped:granite_18",9704,"Granite","chipped:granite, resourcefulbees:valid_apiary"
"Chipped","chipped:granite_2",9688,"Granite","chipped:granite, resourcefulbees:valid_apiary"
"Chipped","chipped:granite_3",9689,"Granite","chipped:granite, resourcefulbees:valid_apiary"
"Chipped","chipped:granite_4",9690,"Granite","chipped:granite, resourcefulbees:valid_apiary"
"Chipped","chipped:granite_5",9691,"Granite","chipped:granite, resourcefulbees:valid_apiary"
"Chipped","chipped:granite_6",9692,"Granite","chipped:granite, resourcefulbees:valid_apiary"
"Chipped","chipped:granite_7",9693,"Granite","chipped:granite, resourcefulbees:valid_apiary"
"Chipped","chipped:granite_8",9694,"Granite","chipped:granite, resourcefulbees:valid_apiary"
"Chipped","chipped:granite_9",9695,"Granite","chipped:granite, resourcefulbees:valid_apiary"
"Chipped","chipped:gray_carpet_1",10980,"Gray Carpet","chipped:gray_carpet, minecraft:carpets, resourcefulbees:valid_apiary"
"Chipped","chipped:gray_carpet_10",10989,"Gray Carpet","chipped:gray_carpet, minecraft:carpets, resourcefulbees:valid_apiary"
"Chipped","chipped:gray_carpet_11",10990,"Gray Carpet","chipped:gray_carpet, minecraft:carpets, resourcefulbees:valid_apiary"
"Chipped","chipped:gray_carpet_12",10991,"Gray Carpet","chipped:gray_carpet, minecraft:carpets, resourcefulbees:valid_apiary"
"Chipped","chipped:gray_carpet_13",10992,"Gray Carpet","chipped:gray_carpet, minecraft:carpets, resourcefulbees:valid_apiary"
"Chipped","chipped:gray_carpet_14",10993,"Gray Carpet","chipped:gray_carpet, minecraft:carpets, resourcefulbees:valid_apiary"
"Chipped","chipped:gray_carpet_15",10994,"Gray Carpet","chipped:gray_carpet, minecraft:carpets, resourcefulbees:valid_apiary"
"Chipped","chipped:gray_carpet_16",10995,"Gray Carpet","chipped:gray_carpet, minecraft:carpets, resourcefulbees:valid_apiary"
"Chipped","chipped:gray_carpet_17",10996,"Gray Carpet","chipped:gray_carpet, minecraft:carpets, resourcefulbees:valid_apiary"
"Chipped","chipped:gray_carpet_18",10997,"Gray Carpet","chipped:gray_carpet, minecraft:carpets, resourcefulbees:valid_apiary"
"Chipped","chipped:gray_carpet_2",10981,"Gray Carpet","chipped:gray_carpet, minecraft:carpets, resourcefulbees:valid_apiary"
"Chipped","chipped:gray_carpet_3",10982,"Gray Carpet","chipped:gray_carpet, minecraft:carpets, resourcefulbees:valid_apiary"
"Chipped","chipped:gray_carpet_4",10983,"Gray Carpet","chipped:gray_carpet, minecraft:carpets, resourcefulbees:valid_apiary"
"Chipped","chipped:gray_carpet_5",10984,"Gray Carpet","chipped:gray_carpet, minecraft:carpets, resourcefulbees:valid_apiary"
"Chipped","chipped:gray_carpet_6",10985,"Gray Carpet","chipped:gray_carpet, minecraft:carpets, resourcefulbees:valid_apiary"
"Chipped","chipped:gray_carpet_7",10986,"Gray Carpet","chipped:gray_carpet, minecraft:carpets, resourcefulbees:valid_apiary"
"Chipped","chipped:gray_carpet_8",10987,"Gray Carpet","chipped:gray_carpet, minecraft:carpets, resourcefulbees:valid_apiary"
"Chipped","chipped:gray_carpet_9",10988,"Gray Carpet","chipped:gray_carpet, minecraft:carpets, resourcefulbees:valid_apiary"
"Chipped","chipped:gray_concrete_1",10294,"Gray Concrete","chipped:gray_concrete, resourcefulbees:valid_apiary"
"Chipped","chipped:gray_concrete_10",10303,"Gray Concrete","chipped:gray_concrete, resourcefulbees:valid_apiary"
"Chipped","chipped:gray_concrete_11",10304,"Gray Concrete","chipped:gray_concrete, resourcefulbees:valid_apiary"
"Chipped","chipped:gray_concrete_12",10305,"Gray Concrete","chipped:gray_concrete, resourcefulbees:valid_apiary"
"Chipped","chipped:gray_concrete_13",10306,"Gray Concrete","chipped:gray_concrete, resourcefulbees:valid_apiary"
"Chipped","chipped:gray_concrete_14",10307,"Gray Concrete","chipped:gray_concrete, resourcefulbees:valid_apiary"
"Chipped","chipped:gray_concrete_15",10308,"Gray Concrete","chipped:gray_concrete, resourcefulbees:valid_apiary"
"Chipped","chipped:gray_concrete_16",10309,"Gray Concrete","chipped:gray_concrete, resourcefulbees:valid_apiary"
"Chipped","chipped:gray_concrete_17",10310,"Gray Concrete","chipped:gray_concrete, resourcefulbees:valid_apiary"
"Chipped","chipped:gray_concrete_18",10311,"Gray Concrete","chipped:gray_concrete, resourcefulbees:valid_apiary"
"Chipped","chipped:gray_concrete_2",10295,"Gray Concrete","chipped:gray_concrete, resourcefulbees:valid_apiary"
"Chipped","chipped:gray_concrete_3",10296,"Gray Concrete","chipped:gray_concrete, resourcefulbees:valid_apiary"
"Chipped","chipped:gray_concrete_4",10297,"Gray Concrete","chipped:gray_concrete, resourcefulbees:valid_apiary"
"Chipped","chipped:gray_concrete_5",10298,"Gray Concrete","chipped:gray_concrete, resourcefulbees:valid_apiary"
"Chipped","chipped:gray_concrete_6",10299,"Gray Concrete","chipped:gray_concrete, resourcefulbees:valid_apiary"
"Chipped","chipped:gray_concrete_7",10300,"Gray Concrete","chipped:gray_concrete, resourcefulbees:valid_apiary"
"Chipped","chipped:gray_concrete_8",10301,"Gray Concrete","chipped:gray_concrete, resourcefulbees:valid_apiary"
"Chipped","chipped:gray_concrete_9",10302,"Gray Concrete","chipped:gray_concrete, resourcefulbees:valid_apiary"
"Chipped","chipped:gray_stained_glass_1",11522,"Gray Stained Glass","chipped:gray_stained_glass, resourcefulbees:valid_apiary"
"Chipped","chipped:gray_stained_glass_2",11523,"Gray Stained Glass","chipped:gray_stained_glass, resourcefulbees:valid_apiary"
"Chipped","chipped:gray_stained_glass_3",11524,"Gray Stained Glass","chipped:gray_stained_glass, resourcefulbees:valid_apiary"
"Chipped","chipped:gray_stained_glass_4",11525,"Gray Stained Glass","chipped:gray_stained_glass, resourcefulbees:valid_apiary"
"Chipped","chipped:gray_stained_glass_5",11526,"Gray Stained Glass","chipped:gray_stained_glass, resourcefulbees:valid_apiary"
"Chipped","chipped:gray_stained_glass_6",11527,"Gray Stained Glass","chipped:gray_stained_glass, resourcefulbees:valid_apiary"
"Chipped","chipped:gray_stained_glass_7",11528,"Gray Stained Glass","chipped:gray_stained_glass, resourcefulbees:valid_apiary"
"Chipped","chipped:gray_stained_glass_8",11529,"Gray Stained Glass","chipped:gray_stained_glass, resourcefulbees:valid_apiary"
"Chipped","chipped:gray_stained_glass_pane_1",11530,"Gray Stained Glass Pane","chipped:gray_stained_glass_pane, resourcefulbees:valid_apiary"
"Chipped","chipped:gray_stained_glass_pane_2",11531,"Gray Stained Glass Pane","chipped:gray_stained_glass_pane, resourcefulbees:valid_apiary"
"Chipped","chipped:gray_stained_glass_pane_3",11532,"Gray Stained Glass Pane","chipped:gray_stained_glass_pane, resourcefulbees:valid_apiary"
"Chipped","chipped:gray_stained_glass_pane_4",11533,"Gray Stained Glass Pane","chipped:gray_stained_glass_pane, resourcefulbees:valid_apiary"
"Chipped","chipped:gray_stained_glass_pane_5",11534,"Gray Stained Glass Pane","chipped:gray_stained_glass_pane, resourcefulbees:valid_apiary"
"Chipped","chipped:gray_stained_glass_pane_6",11535,"Gray Stained Glass Pane","chipped:gray_stained_glass_pane, resourcefulbees:valid_apiary"
"Chipped","chipped:gray_stained_glass_pane_7",11536,"Gray Stained Glass Pane","chipped:gray_stained_glass_pane, resourcefulbees:valid_apiary"
"Chipped","chipped:gray_stained_glass_pane_8",11537,"Gray Stained Glass Pane","chipped:gray_stained_glass_pane, resourcefulbees:valid_apiary"
"Chipped","chipped:gray_terracotta_1",10276,"Gray Terracotta","chipped:gray_terracotta, resourcefulbees:valid_apiary"
"Chipped","chipped:gray_terracotta_10",10285,"Gray Terracotta","chipped:gray_terracotta, resourcefulbees:valid_apiary"
"Chipped","chipped:gray_terracotta_11",10286,"Gray Terracotta","chipped:gray_terracotta, resourcefulbees:valid_apiary"
"Chipped","chipped:gray_terracotta_12",10287,"Gray Terracotta","chipped:gray_terracotta, resourcefulbees:valid_apiary"
"Chipped","chipped:gray_terracotta_13",10288,"Gray Terracotta","chipped:gray_terracotta, resourcefulbees:valid_apiary"
"Chipped","chipped:gray_terracotta_14",10289,"Gray Terracotta","chipped:gray_terracotta, resourcefulbees:valid_apiary"
"Chipped","chipped:gray_terracotta_15",10290,"Gray Terracotta","chipped:gray_terracotta, resourcefulbees:valid_apiary"
"Chipped","chipped:gray_terracotta_16",10291,"Gray Terracotta","chipped:gray_terracotta, resourcefulbees:valid_apiary"
"Chipped","chipped:gray_terracotta_17",10292,"Gray Terracotta","chipped:gray_terracotta, resourcefulbees:valid_apiary"
"Chipped","chipped:gray_terracotta_18",10293,"Gray Terracotta","chipped:gray_terracotta, resourcefulbees:valid_apiary"
"Chipped","chipped:gray_terracotta_2",10277,"Gray Terracotta","chipped:gray_terracotta, resourcefulbees:valid_apiary"
"Chipped","chipped:gray_terracotta_3",10278,"Gray Terracotta","chipped:gray_terracotta, resourcefulbees:valid_apiary"
"Chipped","chipped:gray_terracotta_4",10279,"Gray Terracotta","chipped:gray_terracotta, resourcefulbees:valid_apiary"
"Chipped","chipped:gray_terracotta_5",10280,"Gray Terracotta","chipped:gray_terracotta, resourcefulbees:valid_apiary"
"Chipped","chipped:gray_terracotta_6",10281,"Gray Terracotta","chipped:gray_terracotta, resourcefulbees:valid_apiary"
"Chipped","chipped:gray_terracotta_7",10282,"Gray Terracotta","chipped:gray_terracotta, resourcefulbees:valid_apiary"
"Chipped","chipped:gray_terracotta_8",10283,"Gray Terracotta","chipped:gray_terracotta, resourcefulbees:valid_apiary"
"Chipped","chipped:gray_terracotta_9",10284,"Gray Terracotta","chipped:gray_terracotta, resourcefulbees:valid_apiary"
"Chipped","chipped:gray_wool_1",10962,"Gray Wool","chipped:gray_wool, minecraft:wool, resourcefulbees:valid_apiary"
"Chipped","chipped:gray_wool_10",10971,"Gray Wool","chipped:gray_wool, minecraft:wool, resourcefulbees:valid_apiary"
"Chipped","chipped:gray_wool_11",10972,"Gray Wool","chipped:gray_wool, minecraft:wool, resourcefulbees:valid_apiary"
"Chipped","chipped:gray_wool_12",10973,"Gray Wool","chipped:gray_wool, minecraft:wool, resourcefulbees:valid_apiary"
"Chipped","chipped:gray_wool_13",10974,"Gray Wool","chipped:gray_wool, minecraft:wool, resourcefulbees:valid_apiary"
"Chipped","chipped:gray_wool_14",10975,"Gray Wool","chipped:gray_wool, minecraft:wool, resourcefulbees:valid_apiary"
"Chipped","chipped:gray_wool_15",10976,"Gray Wool","chipped:gray_wool, minecraft:wool, resourcefulbees:valid_apiary"
"Chipped","chipped:gray_wool_16",10977,"Gray Wool","chipped:gray_wool, minecraft:wool, resourcefulbees:valid_apiary"
"Chipped","chipped:gray_wool_17",10978,"Gray Wool","chipped:gray_wool, minecraft:wool, resourcefulbees:valid_apiary"
"Chipped","chipped:gray_wool_18",10979,"Gray Wool","chipped:gray_wool, minecraft:wool, resourcefulbees:valid_apiary"
"Chipped","chipped:gray_wool_2",10963,"Gray Wool","chipped:gray_wool, minecraft:wool, resourcefulbees:valid_apiary"
"Chipped","chipped:gray_wool_3",10964,"Gray Wool","chipped:gray_wool, minecraft:wool, resourcefulbees:valid_apiary"
"Chipped","chipped:gray_wool_4",10965,"Gray Wool","chipped:gray_wool, minecraft:wool, resourcefulbees:valid_apiary"
"Chipped","chipped:gray_wool_5",10966,"Gray Wool","chipped:gray_wool, minecraft:wool, resourcefulbees:valid_apiary"
"Chipped","chipped:gray_wool_6",10967,"Gray Wool","chipped:gray_wool, minecraft:wool, resourcefulbees:valid_apiary"
"Chipped","chipped:gray_wool_7",10968,"Gray Wool","chipped:gray_wool, minecraft:wool, resourcefulbees:valid_apiary"
"Chipped","chipped:gray_wool_8",10969,"Gray Wool","chipped:gray_wool, minecraft:wool, resourcefulbees:valid_apiary"
"Chipped","chipped:gray_wool_9",10970,"Gray Wool","chipped:gray_wool, minecraft:wool, resourcefulbees:valid_apiary"
"Chipped","chipped:green_carpet_1",11196,"Green Carpet","chipped:green_carpet, minecraft:carpets, resourcefulbees:valid_apiary"
"Chipped","chipped:green_carpet_10",11205,"Green Carpet","chipped:green_carpet, minecraft:carpets, resourcefulbees:valid_apiary"
"Chipped","chipped:green_carpet_11",11206,"Green Carpet","chipped:green_carpet, minecraft:carpets, resourcefulbees:valid_apiary"
"Chipped","chipped:green_carpet_12",11207,"Green Carpet","chipped:green_carpet, minecraft:carpets, resourcefulbees:valid_apiary"
"Chipped","chipped:green_carpet_13",11208,"Green Carpet","chipped:green_carpet, minecraft:carpets, resourcefulbees:valid_apiary"
"Chipped","chipped:green_carpet_14",11209,"Green Carpet","chipped:green_carpet, minecraft:carpets, resourcefulbees:valid_apiary"
"Chipped","chipped:green_carpet_15",11210,"Green Carpet","chipped:green_carpet, minecraft:carpets, resourcefulbees:valid_apiary"
"Chipped","chipped:green_carpet_16",11211,"Green Carpet","chipped:green_carpet, minecraft:carpets, resourcefulbees:valid_apiary"
"Chipped","chipped:green_carpet_17",11212,"Green Carpet","chipped:green_carpet, minecraft:carpets, resourcefulbees:valid_apiary"
"Chipped","chipped:green_carpet_18",11213,"Green Carpet","chipped:green_carpet, minecraft:carpets, resourcefulbees:valid_apiary"
"Chipped","chipped:green_carpet_2",11197,"Green Carpet","chipped:green_carpet, minecraft:carpets, resourcefulbees:valid_apiary"
"Chipped","chipped:green_carpet_3",11198,"Green Carpet","chipped:green_carpet, minecraft:carpets, resourcefulbees:valid_apiary"
"Chipped","chipped:green_carpet_4",11199,"Green Carpet","chipped:green_carpet, minecraft:carpets, resourcefulbees:valid_apiary"
"Chipped","chipped:green_carpet_5",11200,"Green Carpet","chipped:green_carpet, minecraft:carpets, resourcefulbees:valid_apiary"
"Chipped","chipped:green_carpet_6",11201,"Green Carpet","chipped:green_carpet, minecraft:carpets, resourcefulbees:valid_apiary"
"Chipped","chipped:green_carpet_7",11202,"Green Carpet","chipped:green_carpet, minecraft:carpets, resourcefulbees:valid_apiary"
"Chipped","chipped:green_carpet_8",11203,"Green Carpet","chipped:green_carpet, minecraft:carpets, resourcefulbees:valid_apiary"
"Chipped","chipped:green_carpet_9",11204,"Green Carpet","chipped:green_carpet, minecraft:carpets, resourcefulbees:valid_apiary"
"Chipped","chipped:green_concrete_1",10510,"Green Concrete","chipped:green_concrete, resourcefulbees:valid_apiary"
"Chipped","chipped:green_concrete_10",10519,"Green Concrete","chipped:green_concrete, resourcefulbees:valid_apiary"
"Chipped","chipped:green_concrete_11",10520,"Green Concrete","chipped:green_concrete, resourcefulbees:valid_apiary"
"Chipped","chipped:green_concrete_12",10521,"Green Concrete","chipped:green_concrete, resourcefulbees:valid_apiary"
"Chipped","chipped:green_concrete_13",10522,"Green Concrete","chipped:green_concrete, resourcefulbees:valid_apiary"
"Chipped","chipped:green_concrete_14",10523,"Green Concrete","chipped:green_concrete, resourcefulbees:valid_apiary"
"Chipped","chipped:green_concrete_15",10524,"Green Concrete","chipped:green_concrete, resourcefulbees:valid_apiary"
"Chipped","chipped:green_concrete_16",10525,"Green Concrete","chipped:green_concrete, resourcefulbees:valid_apiary"
"Chipped","chipped:green_concrete_17",10526,"Green Concrete","chipped:green_concrete, resourcefulbees:valid_apiary"
"Chipped","chipped:green_concrete_18",10527,"Green Concrete","chipped:green_concrete, resourcefulbees:valid_apiary"
"Chipped","chipped:green_concrete_2",10511,"Green Concrete","chipped:green_concrete, resourcefulbees:valid_apiary"
"Chipped","chipped:green_concrete_3",10512,"Green Concrete","chipped:green_concrete, resourcefulbees:valid_apiary"
"Chipped","chipped:green_concrete_4",10513,"Green Concrete","chipped:green_concrete, resourcefulbees:valid_apiary"
"Chipped","chipped:green_concrete_5",10514,"Green Concrete","chipped:green_concrete, resourcefulbees:valid_apiary"
"Chipped","chipped:green_concrete_6",10515,"Green Concrete","chipped:green_concrete, resourcefulbees:valid_apiary"
"Chipped","chipped:green_concrete_7",10516,"Green Concrete","chipped:green_concrete, resourcefulbees:valid_apiary"
"Chipped","chipped:green_concrete_8",10517,"Green Concrete","chipped:green_concrete, resourcefulbees:valid_apiary"
"Chipped","chipped:green_concrete_9",10518,"Green Concrete","chipped:green_concrete, resourcefulbees:valid_apiary"
"Chipped","chipped:green_stained_glass_1",11618,"Green Stained Glass","chipped:green_stained_glass, resourcefulbees:valid_apiary"
"Chipped","chipped:green_stained_glass_2",11619,"Green Stained Glass","chipped:green_stained_glass, resourcefulbees:valid_apiary"
"Chipped","chipped:green_stained_glass_3",11620,"Green Stained Glass","chipped:green_stained_glass, resourcefulbees:valid_apiary"
"Chipped","chipped:green_stained_glass_4",11621,"Green Stained Glass","chipped:green_stained_glass, resourcefulbees:valid_apiary"
"Chipped","chipped:green_stained_glass_5",11622,"Green Stained Glass","chipped:green_stained_glass, resourcefulbees:valid_apiary"
"Chipped","chipped:green_stained_glass_6",11623,"Green Stained Glass","chipped:green_stained_glass, resourcefulbees:valid_apiary"
"Chipped","chipped:green_stained_glass_7",11624,"Green Stained Glass","chipped:green_stained_glass, resourcefulbees:valid_apiary"
"Chipped","chipped:green_stained_glass_8",11625,"Green Stained Glass","chipped:green_stained_glass, resourcefulbees:valid_apiary"
"Chipped","chipped:green_stained_glass_pane_1",11626,"Green Stained Glass Pane","chipped:green_stained_glass_pane, resourcefulbees:valid_apiary"
"Chipped","chipped:green_stained_glass_pane_2",11627,"Green Stained Glass Pane","chipped:green_stained_glass_pane, resourcefulbees:valid_apiary"
"Chipped","chipped:green_stained_glass_pane_3",11628,"Green Stained Glass Pane","chipped:green_stained_glass_pane, resourcefulbees:valid_apiary"
"Chipped","chipped:green_stained_glass_pane_4",11629,"Green Stained Glass Pane","chipped:green_stained_glass_pane, resourcefulbees:valid_apiary"
"Chipped","chipped:green_stained_glass_pane_5",11630,"Green Stained Glass Pane","chipped:green_stained_glass_pane, resourcefulbees:valid_apiary"
"Chipped","chipped:green_stained_glass_pane_6",11631,"Green Stained Glass Pane","chipped:green_stained_glass_pane, resourcefulbees:valid_apiary"
"Chipped","chipped:green_stained_glass_pane_7",11632,"Green Stained Glass Pane","chipped:green_stained_glass_pane, resourcefulbees:valid_apiary"
"Chipped","chipped:green_stained_glass_pane_8",11633,"Green Stained Glass Pane","chipped:green_stained_glass_pane, resourcefulbees:valid_apiary"
"Chipped","chipped:green_terracotta_1",10492,"Green Terracotta","chipped:green_terracotta, resourcefulbees:valid_apiary"
"Chipped","chipped:green_terracotta_10",10501,"Green Terracotta","chipped:green_terracotta, resourcefulbees:valid_apiary"
"Chipped","chipped:green_terracotta_11",10502,"Green Terracotta","chipped:green_terracotta, resourcefulbees:valid_apiary"
"Chipped","chipped:green_terracotta_12",10503,"Green Terracotta","chipped:green_terracotta, resourcefulbees:valid_apiary"
"Chipped","chipped:green_terracotta_13",10504,"Green Terracotta","chipped:green_terracotta, resourcefulbees:valid_apiary"
"Chipped","chipped:green_terracotta_14",10505,"Green Terracotta","chipped:green_terracotta, resourcefulbees:valid_apiary"
"Chipped","chipped:green_terracotta_15",10506,"Green Terracotta","chipped:green_terracotta, resourcefulbees:valid_apiary"
"Chipped","chipped:green_terracotta_16",10507,"Green Terracotta","chipped:green_terracotta, resourcefulbees:valid_apiary"
"Chipped","chipped:green_terracotta_17",10508,"Green Terracotta","chipped:green_terracotta, resourcefulbees:valid_apiary"
"Chipped","chipped:green_terracotta_18",10509,"Green Terracotta","chipped:green_terracotta, resourcefulbees:valid_apiary"
"Chipped","chipped:green_terracotta_2",10493,"Green Terracotta","chipped:green_terracotta, resourcefulbees:valid_apiary"
"Chipped","chipped:green_terracotta_3",10494,"Green Terracotta","chipped:green_terracotta, resourcefulbees:valid_apiary"
"Chipped","chipped:green_terracotta_4",10495,"Green Terracotta","chipped:green_terracotta, resourcefulbees:valid_apiary"
"Chipped","chipped:green_terracotta_5",10496,"Green Terracotta","chipped:green_terracotta, resourcefulbees:valid_apiary"
"Chipped","chipped:green_terracotta_6",10497,"Green Terracotta","chipped:green_terracotta, resourcefulbees:valid_apiary"
"Chipped","chipped:green_terracotta_7",10498,"Green Terracotta","chipped:green_terracotta, resourcefulbees:valid_apiary"
"Chipped","chipped:green_terracotta_8",10499,"Green Terracotta","chipped:green_terracotta, resourcefulbees:valid_apiary"
"Chipped","chipped:green_terracotta_9",10500,"Green Terracotta","chipped:green_terracotta, resourcefulbees:valid_apiary"
"Chipped","chipped:green_wool_1",11178,"Green Wool","chipped:green_wool, minecraft:wool, resourcefulbees:valid_apiary"
"Chipped","chipped:green_wool_10",11187,"Green Wool","chipped:green_wool, minecraft:wool, resourcefulbees:valid_apiary"
"Chipped","chipped:green_wool_11",11188,"Green Wool","chipped:green_wool, minecraft:wool, resourcefulbees:valid_apiary"
"Chipped","chipped:green_wool_12",11189,"Green Wool","chipped:green_wool, minecraft:wool, resourcefulbees:valid_apiary"
"Chipped","chipped:green_wool_13",11190,"Green Wool","chipped:green_wool, minecraft:wool, resourcefulbees:valid_apiary"
"Chipped","chipped:green_wool_14",11191,"Green Wool","chipped:green_wool, minecraft:wool, resourcefulbees:valid_apiary"
"Chipped","chipped:green_wool_15",11192,"Green Wool","chipped:green_wool, minecraft:wool, resourcefulbees:valid_apiary"
"Chipped","chipped:green_wool_16",11193,"Green Wool","chipped:green_wool, minecraft:wool, resourcefulbees:valid_apiary"
"Chipped","chipped:green_wool_17",11194,"Green Wool","chipped:green_wool, minecraft:wool, resourcefulbees:valid_apiary"
"Chipped","chipped:green_wool_18",11195,"Green Wool","chipped:green_wool, minecraft:wool, resourcefulbees:valid_apiary"
"Chipped","chipped:green_wool_2",11179,"Green Wool","chipped:green_wool, minecraft:wool, resourcefulbees:valid_apiary"
"Chipped","chipped:green_wool_3",11180,"Green Wool","chipped:green_wool, minecraft:wool, resourcefulbees:valid_apiary"
"Chipped","chipped:green_wool_4",11181,"Green Wool","chipped:green_wool, minecraft:wool, resourcefulbees:valid_apiary"
"Chipped","chipped:green_wool_5",11182,"Green Wool","chipped:green_wool, minecraft:wool, resourcefulbees:valid_apiary"
"Chipped","chipped:green_wool_6",11183,"Green Wool","chipped:green_wool, minecraft:wool, resourcefulbees:valid_apiary"
"Chipped","chipped:green_wool_7",11184,"Green Wool","chipped:green_wool, minecraft:wool, resourcefulbees:valid_apiary"
"Chipped","chipped:green_wool_8",11185,"Green Wool","chipped:green_wool, minecraft:wool, resourcefulbees:valid_apiary"
