"Mod name","Registry name","Item ID","Display name"
"Chipped","chipped:light_blue_stained_glass_7",11464,"Light Blue Stained Glass"
"Chipped","chipped:light_blue_stained_glass_8",11465,"Light Blue Stained Glass"
"Chipped","chipped:light_blue_stained_glass_pane_1",11466,"Light Blue Stained Glass Pane"
"Chipped","chipped:light_blue_stained_glass_pane_2",11467,"Light Blue Stained Glass Pane"
"Chipped","chipped:light_blue_stained_glass_pane_3",11468,"Light Blue Stained Glass Pane"
"Chipped","chipped:light_blue_stained_glass_pane_4",11469,"Light Blue Stained Glass Pane"
"Chipped","chipped:light_blue_stained_glass_pane_5",11470,"Light Blue Stained Glass Pane"
"Chipped","chipped:light_blue_stained_glass_pane_6",11471,"Light Blue Stained Glass Pane"
"Chipped","chipped:light_blue_stained_glass_pane_7",11472,"Light Blue Stained Glass Pane"
"Chipped","chipped:light_blue_stained_glass_pane_8",11473,"Light Blue Stained Glass Pane"
"Chipped","chipped:light_blue_terracotta_1",10132,"Light Blue Terracotta"
"Chipped","chipped:light_blue_terracotta_10",10141,"Light Blue Terracotta"
"Chipped","chipped:light_blue_terracotta_11",10142,"Light Blue Terracotta"
"Chipped","chipped:light_blue_terracotta_12",10143,"Light Blue Terracotta"
"Chipped","chipped:light_blue_terracotta_13",10144,"Light Blue Terracotta"
"Chipped","chipped:light_blue_terracotta_14",10145,"Light Blue Terracotta"
"Chipped","chipped:light_blue_terracotta_15",10146,"Light Blue Terracotta"
"Chipped","chipped:light_blue_terracotta_16",10147,"Light Blue Terracotta"
"Chipped","chipped:light_blue_terracotta_17",10148,"Light Blue Terracotta"
"Chipped","chipped:light_blue_terracotta_18",10149,"Light Blue Terracotta"
"Chipped","chipped:light_blue_terracotta_2",10133,"Light Blue Terracotta"
"Chipped","chipped:light_blue_terracotta_3",10134,"Light Blue Terracotta"
"Chipped","chipped:light_blue_terracotta_4",10135,"Light Blue Terracotta"
"Chipped","chipped:light_blue_terracotta_5",10136,"Light Blue Terracotta"
"Chipped","chipped:light_blue_terracotta_6",10137,"Light Blue Terracotta"
"Chipped","chipped:light_blue_terracotta_7",10138,"Light Blue Terracotta"
"Chipped","chipped:light_blue_terracotta_8",10139,"Light Blue Terracotta"
"Chipped","chipped:light_blue_terracotta_9",10140,"Light Blue Terracotta"
"Chipped","chipped:light_blue_wool_1",10818,"Light Blue Wool"
"Chipped","chipped:light_blue_wool_10",10827,"Light Blue Wool"
"Chipped","chipped:light_blue_wool_11",10828,"Light Blue Wool"
"Chipped","chipped:light_blue_wool_12",10829,"Light Blue Wool"
"Chipped","chipped:light_blue_wool_13",10830,"Light Blue Wool"
"Chipped","chipped:light_blue_wool_14",10831,"Light Blue Wool"
"Chipped","chipped:light_blue_wool_15",10832,"Light Blue Wool"
"Chipped","chipped:light_blue_wool_16",10833,"Light Blue Wool"
"Chipped","chipped:light_blue_wool_17",10834,"Light Blue Wool"
"Chipped","chipped:light_blue_wool_18",10835,"Light Blue Wool"
"Chipped","chipped:light_blue_wool_2",10819,"Light Blue Wool"
"Chipped","chipped:light_blue_wool_3",10820,"Light Blue Wool"
"Chipped","chipped:light_blue_wool_4",10821,"Light Blue Wool"
"Chipped","chipped:light_blue_wool_5",10822,"Light Blue Wool"
"Chipped","chipped:light_blue_wool_6",10823,"Light Blue Wool"
"Chipped","chipped:light_blue_wool_7",10824,"Light Blue Wool"
"Chipped","chipped:light_blue_wool_8",10825,"Light Blue Wool"
"Chipped","chipped:light_blue_wool_9",10826,"Light Blue Wool"
"Chipped","chipped:light_gray_carpet_1",11016,"Light Gray Carpet"
"Chipped","chipped:light_gray_carpet_10",11025,"Light Gray Carpet"
"Chipped","chipped:light_gray_carpet_11",11026,"Light Gray Carpet"
"Chipped","chipped:light_gray_carpet_12",11027,"Light Gray Carpet"
"Chipped","chipped:light_gray_carpet_13",11028,"Light Gray Carpet"
"Chipped","chipped:light_gray_carpet_14",11029,"Light Gray Carpet"
"Chipped","chipped:light_gray_carpet_15",11030,"Light Gray Carpet"
"Chipped","chipped:light_gray_carpet_16",11031,"Light Gray Carpet"
"Chipped","chipped:light_gray_carpet_17",11032,"Light Gray Carpet"
"Chipped","chipped:light_gray_carpet_18",11033,"Light Gray Carpet"
"Chipped","chipped:light_gray_carpet_2",11017,"Light Gray Carpet"
"Chipped","chipped:light_gray_carpet_3",11018,"Light Gray Carpet"
"Chipped","chipped:light_gray_carpet_4",11019,"Light Gray Carpet"
"Chipped","chipped:light_gray_carpet_5",11020,"Light Gray Carpet"
"Chipped","chipped:light_gray_carpet_6",11021,"Light Gray Carpet"
"Chipped","chipped:light_gray_carpet_7",11022,"Light Gray Carpet"
"Chipped","chipped:light_gray_carpet_8",11023,"Light Gray Carpet"
"Chipped","chipped:light_gray_carpet_9",11024,"Light Gray Carpet"
"Chipped","chipped:light_gray_concrete_1",10330,"Light Gray Concrete"
"Chipped","chipped:light_gray_concrete_10",10339,"Light Gray Concrete"
"Chipped","chipped:light_gray_concrete_11",10340,"Light Gray Concrete"
"Chipped","chipped:light_gray_concrete_12",10341,"Light Gray Concrete"
"Chipped","chipped:light_gray_concrete_13",10342,"Light Gray Concrete"
"Chipped","chipped:light_gray_concrete_14",10343,"Light Gray Concrete"
"Chipped","chipped:light_gray_concrete_15",10344,"Light Gray Concrete"
"Chipped","chipped:light_gray_concrete_16",10345,"Light Gray Concrete"
"Chipped","chipped:light_gray_concrete_17",10346,"Light Gray Concrete"
"Chipped","chipped:light_gray_concrete_18",10347,"Light Gray Concrete"
"Chipped","chipped:light_gray_concrete_2",10331,"Light Gray Concrete"
"Chipped","chipped:light_gray_concrete_3",10332,"Light Gray Concrete"
"Chipped","chipped:light_gray_concrete_4",10333,"Light Gray Concrete"
"Chipped","chipped:light_gray_concrete_5",10334,"Light Gray Concrete"
"Chipped","chipped:light_gray_concrete_6",10335,"Light Gray Concrete"
"Chipped","chipped:light_gray_concrete_7",10336,"Light Gray Concrete"
"Chipped","chipped:light_gray_concrete_8",10337,"Light Gray Concrete"
"Chipped","chipped:light_gray_concrete_9",10338,"Light Gray Concrete"
"Chipped","chipped:light_gray_stained_glass_1",11538,"Light Gray Stained Glass"
"Chipped","chipped:light_gray_stained_glass_2",11539,"Light Gray Stained Glass"
"Chipped","chipped:light_gray_stained_glass_3",11540,"Light Gray Stained Glass"
"Chipped","chipped:light_gray_stained_glass_4",11541,"Light Gray Stained Glass"
"Chipped","chipped:light_gray_stained_glass_5",11542,"Light Gray Stained Glass"
"Chipped","chipped:light_gray_stained_glass_6",11543,"Light Gray Stained Glass"
"Chipped","chipped:light_gray_stained_glass_7",11544,"Light Gray Stained Glass"
"Chipped","chipped:light_gray_stained_glass_8",11545,"Light Gray Stained Glass"
"Chipped","chipped:light_gray_stained_glass_pane_1",11546,"Light Gray Stained Glass Pane"
"Chipped","chipped:light_gray_stained_glass_pane_2",11547,"Light Gray Stained Glass Pane"
"Chipped","chipped:light_gray_stained_glass_pane_3",11548,"Light Gray Stained Glass Pane"
"Chipped","chipped:light_gray_stained_glass_pane_4",11549,"Light Gray Stained Glass Pane"
"Chipped","chipped:light_gray_stained_glass_pane_5",11550,"Light Gray Stained Glass Pane"
"Chipped","chipped:light_gray_stained_glass_pane_6",11551,"Light Gray Stained Glass Pane"
"Chipped","chipped:light_gray_stained_glass_pane_7",11552,"Light Gray Stained Glass Pane"
"Chipped","chipped:light_gray_stained_glass_pane_8",11553,"Light Gray Stained Glass Pane"
"Chipped","chipped:light_gray_terracotta_1",10312,"Light Gray Terracotta"
"Chipped","chipped:light_gray_terracotta_10",10321,"Light Gray Terracotta"
"Chipped","chipped:light_gray_terracotta_11",10322,"Light Gray Terracotta"
"Chipped","chipped:light_gray_terracotta_12",10323,"Light Gray Terracotta"
"Chipped","chipped:light_gray_terracotta_13",10324,"Light Gray Terracotta"
"Chipped","chipped:light_gray_terracotta_14",10325,"Light Gray Terracotta"
"Chipped","chipped:light_gray_terracotta_15",10326,"Light Gray Terracotta"
"Chipped","chipped:light_gray_terracotta_16",10327,"Light Gray Terracotta"
"Chipped","chipped:light_gray_terracotta_17",10328,"Light Gray Terracotta"
"Chipped","chipped:light_gray_terracotta_18",10329,"Light Gray Terracotta"
"Chipped","chipped:light_gray_terracotta_2",10313,"Light Gray Terracotta"
"Chipped","chipped:light_gray_terracotta_3",10314,"Light Gray Terracotta"
"Chipped","chipped:light_gray_terracotta_4",10315,"Light Gray Terracotta"
"Chipped","chipped:light_gray_terracotta_5",10316,"Light Gray Terracotta"
"Chipped","chipped:light_gray_terracotta_6",10317,"Light Gray Terracotta"
"Chipped","chipped:light_gray_terracotta_7",10318,"Light Gray Terracotta"
"Chipped","chipped:light_gray_terracotta_8",10319,"Light Gray Terracotta"
"Chipped","chipped:light_gray_terracotta_9",10320,"Light Gray Terracotta"
"Chipped","chipped:light_gray_wool_1",10998,"Light Gray Wool"
"Chipped","chipped:light_gray_wool_10",11007,"Light Gray Wool"
"Chipped","chipped:light_gray_wool_11",11008,"Light Gray Wool"
"Chipped","chipped:light_gray_wool_12",11009,"Light Gray Wool"
"Chipped","chipped:light_gray_wool_13",11010,"Light Gray Wool"
"Chipped","chipped:light_gray_wool_14",11011,"Light Gray Wool"
"Chipped","chipped:light_gray_wool_15",11012,"Light Gray Wool"
"Chipped","chipped:light_gray_wool_16",11013,"Light Gray Wool"
"Chipped","chipped:light_gray_wool_17",11014,"Light Gray Wool"
"Chipped","chipped:light_gray_wool_18",11015,"Light Gray Wool"
"Chipped","chipped:light_gray_wool_2",10999,"Light Gray Wool"
"Chipped","chipped:light_gray_wool_3",11000,"Light Gray Wool"
"Chipped","chipped:light_gray_wool_4",11001,"Light Gray Wool"
"Chipped","chipped:light_gray_wool_5",11002,"Light Gray Wool"
"Chipped","chipped:light_gray_wool_6",11003,"Light Gray Wool"
"Chipped","chipped:light_gray_wool_7",11004,"Light Gray Wool"
"Chipped","chipped:light_gray_wool_8",11005,"Light Gray Wool"
"Chipped","chipped:light_gray_wool_9",11006,"Light Gray Wool"
"Chipped","chipped:lime_carpet_1",10908,"Lime Carpet"
"Chipped","chipped:lime_carpet_10",10917,"Lime Carpet"
"Chipped","chipped:lime_carpet_11",10918,"Lime Carpet"
"Chipped","chipped:lime_carpet_12",10919,"Lime Carpet"
"Chipped","chipped:lime_carpet_13",10920,"Lime Carpet"
"Chipped","chipped:lime_carpet_14",10921,"Lime Carpet"
"Chipped","chipped:lime_carpet_15",10922,"Lime Carpet"
"Chipped","chipped:lime_carpet_16",10923,"Lime Carpet"
"Chipped","chipped:lime_carpet_17",10924,"Lime Carpet"
"Chipped","chipped:lime_carpet_18",10925,"Lime Carpet"
"Chipped","chipped:lime_carpet_2",10909,"Lime Carpet"
"Chipped","chipped:lime_carpet_3",10910,"Lime Carpet"
"Chipped","chipped:lime_carpet_4",10911,"Lime Carpet"
"Chipped","chipped:lime_carpet_5",10912,"Lime Carpet"
"Chipped","chipped:lime_carpet_6",10913,"Lime Carpet"
"Chipped","chipped:lime_carpet_7",10914,"Lime Carpet"
"Chipped","chipped:lime_carpet_8",10915,"Lime Carpet"
"Chipped","chipped:lime_carpet_9",10916,"Lime Carpet"
"Chipped","chipped:lime_concrete_1",10222,"Lime Concrete"
"Chipped","chipped:lime_concrete_10",10231,"Lime Concrete"
"Chipped","chipped:lime_concrete_11",10232,"Lime Concrete"
"Chipped","chipped:lime_concrete_12",10233,"Lime Concrete"
"Chipped","chipped:lime_concrete_13",10234,"Lime Concrete"
"Chipped","chipped:lime_concrete_14",10235,"Lime Concrete"
"Chipped","chipped:lime_concrete_15",10236,"Lime Concrete"
"Chipped","chipped:lime_concrete_16",10237,"Lime Concrete"
"Chipped","chipped:lime_concrete_17",10238,"Lime Concrete"
"Chipped","chipped:lime_concrete_18",10239,"Lime Concrete"
"Chipped","chipped:lime_concrete_2",10223,"Lime Concrete"
"Chipped","chipped:lime_concrete_3",10224,"Lime Concrete"
"Chipped","chipped:lime_concrete_4",10225,"Lime Concrete"
"Chipped","chipped:lime_concrete_5",10226,"Lime Concrete"
"Chipped","chipped:lime_concrete_6",10227,"Lime Concrete"
"Chipped","chipped:lime_concrete_7",10228,"Lime Concrete"
"Chipped","chipped:lime_concrete_8",10229,"Lime Concrete"
"Chipped","chipped:lime_concrete_9",10230,"Lime Concrete"
"Chipped","chipped:lime_stained_glass_1",11490,"Lime Stained Glass"
"Chipped","chipped:lime_stained_glass_2",11491,"Lime Stained Glass"
"Chipped","chipped:lime_stained_glass_3",11492,"Lime Stained Glass"
"Chipped","chipped:lime_stained_glass_4",11493,"Lime Stained Glass"
"Chipped","chipped:lime_stained_glass_5",11494,"Lime Stained Glass"
"Chipped","chipped:lime_stained_glass_6",11495,"Lime Stained Glass"
"Chipped","chipped:lime_stained_glass_7",11496,"Lime Stained Glass"
"Chipped","chipped:lime_stained_glass_8",11497,"Lime Stained Glass"
"Chipped","chipped:lime_stained_glass_pane_1",11498,"Lime Stained Glass Pane"
"Chipped","chipped:lime_stained_glass_pane_2",11499,"Lime Stained Glass Pane"
"Chipped","chipped:lime_stained_glass_pane_3",11500,"Lime Stained Glass Pane"
"Chipped","chipped:lime_stained_glass_pane_4",11501,"Lime Stained Glass Pane"
"Chipped","chipped:lime_stained_glass_pane_5",11502,"Lime Stained Glass Pane"
"Chipped","chipped:lime_stained_glass_pane_6",11503,"Lime Stained Glass Pane"
"Chipped","chipped:lime_stained_glass_pane_7",11504,"Lime Stained Glass Pane"
"Chipped","chipped:lime_stained_glass_pane_8",11505,"Lime Stained Glass Pane"
"Chipped","chipped:lime_terracotta_1",10204,"Lime Terracotta"
"Chipped","chipped:lime_terracotta_10",10213,"Lime Terracotta"
"Chipped","chipped:lime_terracotta_11",10214,"Lime Terracotta"
"Chipped","chipped:lime_terracotta_12",10215,"Lime Terracotta"
"Chipped","chipped:lime_terracotta_13",10216,"Lime Terracotta"
"Chipped","chipped:lime_terracotta_14",10217,"Lime Terracotta"
"Chipped","chipped:lime_terracotta_15",10218,"Lime Terracotta"
"Chipped","chipped:lime_terracotta_16",10219,"Lime Terracotta"
"Chipped","chipped:lime_terracotta_17",10220,"Lime Terracotta"
"Chipped","chipped:lime_terracotta_18",10221,"Lime Terracotta"
"Chipped","chipped:lime_terracotta_2",10205,"Lime Terracotta"
"Chipped","chipped:lime_terracotta_3",10206,"Lime Terracotta"
"Chipped","chipped:lime_terracotta_4",10207,"Lime Terracotta"
"Chipped","chipped:lime_terracotta_5",10208,"Lime Terracotta"
"Chipped","chipped:lime_terracotta_6",10209,"Lime Terracotta"
"Chipped","chipped:lime_terracotta_7",10210,"Lime Terracotta"
"Chipped","chipped:lime_terracotta_8",10211,"Lime Terracotta"
"Chipped","chipped:lime_terracotta_9",10212,"Lime Terracotta"
"Chipped","chipped:lime_wool_1",10890,"Lime Wool"
"Chipped","chipped:lime_wool_10",10899,"Lime Wool"
"Chipped","chipped:lime_wool_11",10900,"Lime Wool"
"Chipped","chipped:lime_wool_12",10901,"Lime Wool"
"Chipped","chipped:lime_wool_13",10902,"Lime Wool"
"Chipped","chipped:lime_wool_14",10903,"Lime Wool"
"Chipped","chipped:lime_wool_15",10904,"Lime Wool"
"Chipped","chipped:lime_wool_16",10905,"Lime Wool"
"Chipped","chipped:lime_wool_17",10906,"Lime Wool"
"Chipped","chipped:lime_wool_18",10907,"Lime Wool"
"Chipped","chipped:lime_wool_2",10891,"Lime Wool"
"Chipped","chipped:lime_wool_3",10892,"Lime Wool"
"Chipped","chipped:lime_wool_4",10893,"Lime Wool"
"Chipped","chipped:lime_wool_5",10894,"Lime Wool"
"Chipped","chipped:lime_wool_6",10895,"Lime Wool"
"Chipped","chipped:lime_wool_7",10896,"Lime Wool"
"Chipped","chipped:lime_wool_8",10897,"Lime Wool"
"Chipped","chipped:lime_wool_9",10898,"Lime Wool"
"Chipped","chipped:loom_table",9683,"Loom"
"Chipped","chipped:magenta_carpet_1",10800,"Magenta Carpet"
"Chipped","chipped:magenta_carpet_10",10809,"Magenta Carpet"
"Chipped","chipped:magenta_carpet_11",10810,"Magenta Carpet"
"Chipped","chipped:magenta_carpet_12",10811,"Magenta Carpet"
"Chipped","chipped:magenta_carpet_13",10812,"Magenta Carpet"
"Chipped","chipped:magenta_carpet_14",10813,"Magenta Carpet"
"Chipped","chipped:magenta_carpet_15",10814,"Magenta Carpet"
"Chipped","chipped:magenta_carpet_16",10815,"Magenta Carpet"
"Chipped","chipped:magenta_carpet_17",10816,"Magenta Carpet"
"Chipped","chipped:magenta_carpet_18",10817,"Magenta Carpet"
"Chipped","chipped:magenta_carpet_2",10801,"Magenta Carpet"
"Chipped","chipped:magenta_carpet_3",10802,"Magenta Carpet"
"Chipped","chipped:magenta_carpet_4",10803,"Magenta Carpet"
"Chipped","chipped:magenta_carpet_5",10804,"Magenta Carpet"
"Chipped","chipped:magenta_carpet_6",10805,"Magenta Carpet"
"Chipped","chipped:magenta_carpet_7",10806,"Magenta Carpet"
"Chipped","chipped:magenta_carpet_8",10807,"Magenta Carpet"
"Chipped","chipped:magenta_carpet_9",10808,"Magenta Carpet"
"Chipped","chipped:magenta_concrete_1",10114,"Magenta Concrete"
"Chipped","chipped:magenta_concrete_10",10123,"Magenta Concrete"
"Chipped","chipped:magenta_concrete_11",10124,"Magenta Concrete"
"Chipped","chipped:magenta_concrete_12",10125,"Magenta Concrete"
"Chipped","chipped:magenta_concrete_13",10126,"Magenta Concrete"
"Chipped","chipped:magenta_concrete_14",10127,"Magenta Concrete"
"Chipped","chipped:magenta_concrete_15",10128,"Magenta Concrete"
"Chipped","chipped:magenta_concrete_16",10129,"Magenta Concrete"
"Chipped","chipped:magenta_concrete_17",10130,"Magenta Concrete"
"Chipped","chipped:magenta_concrete_18",10131,"Magenta Concrete"
"Chipped","chipped:magenta_concrete_2",10115,"Magenta Concrete"
"Chipped","chipped:magenta_concrete_3",10116,"Magenta Concrete"
"Chipped","chipped:magenta_concrete_4",10117,"Magenta Concrete"
"Chipped","chipped:magenta_concrete_5",10118,"Magenta Concrete"
"Chipped","chipped:magenta_concrete_6",10119,"Magenta Concrete"
"Chipped","chipped:magenta_concrete_7",10120,"Magenta Concrete"
"Chipped","chipped:magenta_concrete_8",10121,"Magenta Concrete"
"Chipped","chipped:magenta_concrete_9",10122,"Magenta Concrete"
"Chipped","chipped:magenta_stained_glass_1",11442,"Magenta Stained Glass"
"Chipped","chipped:magenta_stained_glass_2",11443,"Magenta Stained Glass"
"Chipped","chipped:magenta_stained_glass_3",11444,"Magenta Stained Glass"
"Chipped","chipped:magenta_stained_glass_4",11445,"Magenta Stained Glass"
"Chipped","chipped:magenta_stained_glass_5",11446,"Magenta Stained Glass"
"Chipped","chipped:magenta_stained_glass_6",11447,"Magenta Stained Glass"
"Chipped","chipped:magenta_stained_glass_7",11448,"Magenta Stained Glass"
"Chipped","chipped:magenta_stained_glass_8",11449,"Magenta Stained Glass"
"Chipped","chipped:magenta_stained_glass_pane_1",11450,"Magenta Stained Glass Pane"
"Chipped","chipped:magenta_stained_glass_pane_2",11451,"Magenta Stained Glass Pane"
"Chipped","chipped:magenta_stained_glass_pane_3",11452,"Magenta Stained Glass Pane"
"Chipped","chipped:magenta_stained_glass_pane_4",11453,"Magenta Stained Glass Pane"
"Chipped","chipped:magenta_stained_glass_pane_5",11454,"Magenta Stained Glass Pane"
"Chipped","chipped:magenta_stained_glass_pane_6",11455,"Magenta Stained Glass Pane"
"Chipped","chipped:magenta_stained_glass_pane_7",11456,"Magenta Stained Glass Pane"
"Chipped","chipped:magenta_stained_glass_pane_8",11457,"Magenta Stained Glass Pane"
"Chipped","chipped:magenta_terracotta_1",10096,"Magenta Terracotta"
"Chipped","chipped:magenta_terracotta_10",10105,"Magenta Terracotta"
"Chipped","chipped:magenta_terracotta_11",10106,"Magenta Terracotta"
"Chipped","chipped:magenta_terracotta_12",10107,"Magenta Terracotta"
"Chipped","chipped:magenta_terracotta_13",10108,"Magenta Terracotta"
"Chipped","chipped:magenta_terracotta_14",10109,"Magenta Terracotta"
"Chipped","chipped:magenta_terracotta_15",10110,"Magenta Terracotta"
"Chipped","chipped:magenta_terracotta_16",10111,"Magenta Terracotta"
"Chipped","chipped:magenta_terracotta_17",10112,"Magenta Terracotta"
"Chipped","chipped:magenta_terracotta_18",10113,"Magenta Terracotta"
"Chipped","chipped:magenta_terracotta_2",10097,"Magenta Terracotta"
"Chipped","chipped:magenta_terracotta_3",10098,"Magenta Terracotta"
"Chipped","chipped:magenta_terracotta_4",10099,"Magenta Terracotta"
"Chipped","chipped:magenta_terracotta_5",10100,"Magenta Terracotta"
"Chipped","chipped:magenta_terracotta_6",10101,"Magenta Terracotta"
"Chipped","chipped:magenta_terracotta_7",10102,"Magenta Terracotta"
"Chipped","chipped:magenta_terracotta_8",10103,"Magenta Terracotta"
"Chipped","chipped:magenta_terracotta_9",10104,"Magenta Terracotta"
"Chipped","chipped:magenta_wool_1",10782,"Magenta Wool"
"Chipped","chipped:magenta_wool_10",10791,"Magenta Wool"
"Chipped","chipped:magenta_wool_11",10792,"Magenta Wool"
"Chipped","chipped:magenta_wool_12",10793,"Magenta Wool"
"Chipped","chipped:magenta_wool_13",10794,"Magenta Wool"
"Chipped","chipped:magenta_wool_14",10795,"Magenta Wool"
"Chipped","chipped:magenta_wool_15",10796,"Magenta Wool"
"Chipped","chipped:magenta_wool_16",10797,"Magenta Wool"
"Chipped","chipped:magenta_wool_17",10798,"Magenta Wool"
"Chipped","chipped:magenta_wool_18",10799,"Magenta Wool"
"Chipped","chipped:magenta_wool_2",10783,"Magenta Wool"
"Chipped","chipped:magenta_wool_3",10784,"Magenta Wool"
"Chipped","chipped:magenta_wool_4",10785,"Magenta Wool"
"Chipped","chipped:magenta_wool_5",10786,"Magenta Wool"
"Chipped","chipped:magenta_wool_6",10787,"Magenta Wool"
"Chipped","chipped:magenta_wool_7",10788,"Magenta Wool"
"Chipped","chipped:magenta_wool_8",10789,"Magenta Wool"
"Chipped","chipped:magenta_wool_9",10790,"Magenta Wool"
"Chipped","chipped:mason_table",9684,"Mason's Table"
"Chipped","chipped:mechanist_workbench",9686,"Mechanist's Workbench"
"Chipped","chipped:melon_1",11837,"Melon"
"Chipped","chipped:melon_10",11846,"Melon"
"Chipped","chipped:melon_2",11838,"Melon"
"Chipped","chipped:melon_3",11839,"Melon"
"Chipped","chipped:melon_4",11840,"Melon"
"Chipped","chipped:melon_5",11841,"Melon"
"Chipped","chipped:melon_6",11842,"Melon"
"Chipped","chipped:melon_7",11843,"Melon"
"Chipped","chipped:melon_8",11844,"Melon"
"Chipped","chipped:melon_9",11845,"Melon"
"Chipped","chipped:nether_bricks_1",9849,"Nether Bricks"
"Chipped","chipped:nether_bricks_10",9858,"Nether Bricks"
"Chipped","chipped:nether_bricks_11",9859,"Nether Bricks"
"Chipped","chipped:nether_bricks_12",9860,"Nether Bricks"
"Chipped","chipped:nether_bricks_13",9861,"Nether Bricks"
"Chipped","chipped:nether_bricks_14",9862,"Nether Bricks"
"Chipped","chipped:nether_bricks_15",9863,"Nether Bricks"
"Chipped","chipped:nether_bricks_16",9864,"Nether Bricks"
"Chipped","chipped:nether_bricks_17",9865,"Nether Bricks"
"Chipped","chipped:nether_bricks_18",9866,"Nether Bricks"
"Chipped","chipped:nether_bricks_2",9850,"Nether Bricks"
"Chipped","chipped:nether_bricks_3",9851,"Nether Bricks"
"Chipped","chipped:nether_bricks_4",9852,"Nether Bricks"
"Chipped","chipped:nether_bricks_5",9853,"Nether Bricks"
"Chipped","chipped:nether_bricks_6",9854,"Nether Bricks"
"Chipped","chipped:nether_bricks_7",9855,"Nether Bricks"
"Chipped","chipped:nether_bricks_8",9856,"Nether Bricks"
"Chipped","chipped:nether_bricks_9",9857,"Nether Bricks"
"Chipped","chipped:netherrack_1",9939,"Netherrack"
"Chipped","chipped:netherrack_10",9948,"Netherrack"
"Chipped","chipped:netherrack_11",9949,"Netherrack"
"Chipped","chipped:netherrack_12",9950,"Netherrack"
"Chipped","chipped:netherrack_13",9951,"Netherrack"
"Chipped","chipped:netherrack_14",9952,"Netherrack"
"Chipped","chipped:netherrack_15",9953,"Netherrack"
"Chipped","chipped:netherrack_16",9954,"Netherrack"
"Chipped","chipped:netherrack_17",9955,"Netherrack"
"Chipped","chipped:netherrack_18",9956,"Netherrack"
"Chipped","chipped:netherrack_2",9940,"Netherrack"
"Chipped","chipped:netherrack_3",9941,"Netherrack"
"Chipped","chipped:netherrack_4",9942,"Netherrack"
"Chipped","chipped:netherrack_5",9943,"Netherrack"
"Chipped","chipped:netherrack_6",9944,"Netherrack"
"Chipped","chipped:netherrack_7",9945,"Netherrack"
"Chipped","chipped:netherrack_8",9946,"Netherrack"
"Chipped","chipped:netherrack_9",9947,"Netherrack"
"Chipped","chipped:oak_planks_1",11685,"Oak Planks"
"Chipped","chipped:oak_planks_10",11694,"Oak Planks"
"Chipped","chipped:oak_planks_11",11695,"Oak Planks"
"Chipped","chipped:oak_planks_12",11696,"Oak Planks"
"Chipped","chipped:oak_planks_13",11697,"Oak Planks"
"Chipped","chipped:oak_planks_14",11698,"Oak Planks"
"Chipped","chipped:oak_planks_15",11699,"Oak Planks"
"Chipped","chipped:oak_planks_16",11700,"Oak Planks"
"Chipped","chipped:oak_planks_17",11701,"Oak Planks"
"Chipped","chipped:oak_planks_18",11702,"Oak Planks"
"Chipped","chipped:oak_planks_2",11686,"Oak Planks"
"Chipped","chipped:oak_planks_3",11687,"Oak Planks"
"Chipped","chipped:oak_planks_4",11688,"Oak Planks"
"Chipped","chipped:oak_planks_5",11689,"Oak Planks"
"Chipped","chipped:oak_planks_6",11690,"Oak Planks"
"Chipped","chipped:oak_planks_7",11691,"Oak Planks"
"Chipped","chipped:oak_planks_8",11692,"Oak Planks"
"Chipped","chipped:oak_planks_9",11693,"Oak Planks"
"Chipped","chipped:oak_wood_glass_1",11314,"Glass"
"Chipped","chipped:oak_wood_glass_2",11315,"Glass"
"Chipped","chipped:oak_wood_glass_3",11316,"Glass"
"Chipped","chipped:oak_wood_glass_4",11317,"Glass"
"Chipped","chipped:oak_wood_glass_5",11318,"Glass"
"Chipped","chipped:oak_wood_glass_6",11319,"Glass"
"Chipped","chipped:oak_wood_glass_pane_1",11320,"Glass Pane"
"Chipped","chipped:oak_wood_glass_pane_2",11321,"Glass Pane"
"Chipped","chipped:oak_wood_glass_pane_3",11322,"Glass Pane"
"Chipped","chipped:oak_wood_glass_pane_4",11323,"Glass Pane"
"Chipped","chipped:oak_wood_glass_pane_5",11324,"Glass Pane"
"Chipped","chipped:oak_wood_glass_pane_6",11325,"Glass Pane"
"Chipped","chipped:obsidian_1",10600,"Obsidian"
"Chipped","chipped:obsidian_10",10609,"Obsidian"
"Chipped","chipped:obsidian_11",10610,"Obsidian"
"Chipped","chipped:obsidian_12",10611,"Obsidian"
"Chipped","chipped:obsidian_13",10612,"Obsidian"
"Chipped","chipped:obsidian_14",10613,"Obsidian"
"Chipped","chipped:obsidian_15",10614,"Obsidian"
"Chipped","chipped:obsidian_16",10615,"Obsidian"
"Chipped","chipped:obsidian_17",10616,"Obsidian"
"Chipped","chipped:obsidian_18",10617,"Obsidian"
"Chipped","chipped:obsidian_19",10618,"Obsidian"
"Chipped","chipped:obsidian_2",10601,"Obsidian"
"Chipped","chipped:obsidian_20",10619,"Obsidian"
"Chipped","chipped:obsidian_3",10602,"Obsidian"
"Chipped","chipped:obsidian_4",10603,"Obsidian"
"Chipped","chipped:obsidian_5",10604,"Obsidian"
"Chipped","chipped:obsidian_6",10605,"Obsidian"
"Chipped","chipped:obsidian_7",10606,"Obsidian"
"Chipped","chipped:obsidian_8",10607,"Obsidian"
"Chipped","chipped:obsidian_9",10608,"Obsidian"
