"ID","Tagged objects"
"forge:fruits/plums","croptopia:plum"
"forge:fruits/pomegranate","pamhc2trees:pomegranateitem"
"forge:fruits/rambutan","pamhc2trees:rambutanitem"
"forge:fruits/raspberries","pamhc2crops:raspberryitem, croptopia:raspberry"
"forge:fruits/raspberry","pamhc2crops:raspberryitem"
"forge:fruits/soursop","pamhc2trees:soursopitem"
"forge:fruits/starfruit","pamhc2trees:starfruititem"
"forge:fruits/starfruits","croptopia:starfruit"
"forge:fruits/strawberries","pamhc2crops:strawberryitem, croptopia:strawberry"
"forge:fruits/strawberry","pamhc2crops:strawberryitem"
"forge:fruits/sweet_berries","minecraft:sweet_berries"
"forge:fruits/sweetberries","minecraft:sweet_berries"
"forge:fruits/tamarind","pamhc2trees:tamarinditem"
"forge:fruits/walnuts","croptopia:walnut"
"forge:frying_pans","croptopia:frying_pan"
"forge:fuels","mekanism:bio_fuel"
"forge:fuels/bio","mekanism:bio_fuel"
"forge:fungi","minecraft:warped_fungus, minecraft:crimson_fungus"
"forge:gears","emendatusenigmatica:copper_gear, emendatusenigmatica:aluminum_gear, emendatusenigmatica:silver_gear, emendatusenigmatica:lead_gear, emendatusenigmatica:nickel_gear, emendatusenigmatica:uranium_gear, emendatusenigmatica:osmium_gear, emendatusenigmatica:tin_gear, emendatusenigmatica:zinc_gear, emendatusenigmatica:cobalt_gear, emendatusenigmatica:bronze_gear, emendatusenigmatica:brass_gear, emendatusenigmatica:constantan_gear, emendatusenigmatica:electrum_gear, emendatusenigmatica:steel_gear, emendatusenigmatica:invar_gear, emendatusenigmatica:signalum_gear, emendatusenigmatica:lumium_gear, emendatusenigmatica:enderium_gear, emendatusenigmatica:iron_gear, emendatusenigmatica:gold_gear, emendatusenigmatica:diamond_gear, emendatusenigmatica:emerald_gear, emendatusenigmatica:lapis_gear, emendatusenigmatica:quartz_gear, thermal:bronze_gear, thermal:constantan_gear, thermal:copper_gear, thermal:diamond_gear, thermal:electrum_gear, thermal:emerald_gear, thermal:enderium_gear, thermal:gold_gear, thermal:invar_gear, thermal:iron_gear, thermal:lapis_gear, thermal:lead_gear, thermal:lumium_gear, thermal:nickel_gear, thermal:quartz_gear, thermal:ruby_gear, thermal:sapphire_gear, thermal:signalum_gear, thermal:silver_gear, thermal:tin_gear"
"forge:gears/aluminum","emendatusenigmatica:aluminum_gear"
"forge:gears/brass","emendatusenigmatica:brass_gear"
"forge:gears/bronze","emendatusenigmatica:bronze_gear, thermal:bronze_gear"
"forge:gears/cobalt","emendatusenigmatica:cobalt_gear"
"forge:gears/constantan","emendatusenigmatica:constantan_gear, thermal:constantan_gear"
"forge:gears/copper","emendatusenigmatica:copper_gear, thermal:copper_gear"
"forge:gears/diamond","emendatusenigmatica:diamond_gear, thermal:diamond_gear"
"forge:gears/electrum","emendatusenigmatica:electrum_gear, thermal:electrum_gear"
"forge:gears/emerald","emendatusenigmatica:emerald_gear, thermal:emerald_gear"
"forge:gears/enderium","emendatusenigmatica:enderium_gear, thermal:enderium_gear"
"forge:gears/gold","emendatusenigmatica:gold_gear, thermal:gold_gear"
"forge:gears/invar","emendatusenigmatica:invar_gear, thermal:invar_gear"
"forge:gears/iron","emendatusenigmatica:iron_gear, thermal:iron_gear"
"forge:gears/lapis","emendatusenigmatica:lapis_gear, thermal:lapis_gear"
"forge:gears/lead","emendatusenigmatica:lead_gear, thermal:lead_gear"
"forge:gears/lumium","emendatusenigmatica:lumium_gear, thermal:lumium_gear"
"forge:gears/nickel","emendatusenigmatica:nickel_gear, thermal:nickel_gear"
"forge:gears/osmium","emendatusenigmatica:osmium_gear"
"forge:gears/quartz","emendatusenigmatica:quartz_gear, thermal:quartz_gear"
"forge:gears/ruby","thermal:ruby_gear"
"forge:gears/sapphire","thermal:sapphire_gear"
"forge:gears/signalum","emendatusenigmatica:signalum_gear, thermal:signalum_gear"
"forge:gears/silver","emendatusenigmatica:silver_gear, thermal:silver_gear"
"forge:gears/steel","emendatusenigmatica:steel_gear"
"forge:gears/tin","emendatusenigmatica:tin_gear, thermal:tin_gear"
"forge:gears/uranium","emendatusenigmatica:uranium_gear"
"forge:gears/zinc","emendatusenigmatica:zinc_gear"
"forge:gems","silentgear:bort, emendatusenigmatica:certus_quartz_gem, emendatusenigmatica:charged_certus_quartz_gem, emendatusenigmatica:fluix_gem, emendatusenigmatica:fluorite_gem, emendatusenigmatica:bitumen_gem, emendatusenigmatica:cinnabar_gem, emendatusenigmatica:apatite_gem, emendatusenigmatica:sulfur_gem, emendatusenigmatica:potassium_nitrate_gem, emendatusenigmatica:dimensional_gem, emendatusenigmatica:coke_gem, emendatusenigmatica:silicon_gem, emendatusenigmatica:arcane_gem, byg:ametrine_gems, wyrmroost:blue_geode, wyrmroost:red_geode, wyrmroost:purple_geode, minecraft:diamond, minecraft:emerald, minecraft:lapis_lazuli, minecraft:prismarine_crystals, minecraft:quartz, thermal:apatite, silentgems:apatite, thermal:cinnabar, thermal:niter, thermal:ruby, silentgems:ruby, thermal:sapphire, silentgems:sapphire, thermal:sulfur, ars_nouveau:mana_gem, silentgems:garnet, silentgems:topaz, silentgems:amber, silentgems:heliodor, silentgems:peridot, silentgems:green_sapphire, silentgems:phosphophyllite, astralsorcery:aquamarine, silentgems:aquamarine, silentgems:tanzanite, silentgems:amethyst, silentgems:agate, silentgems:morganite, silentgems:onyx, silentgems:opal, silentgems:carnelian, silentgems:spinel, silentgems:citrine, silentgems:jasper, silentgems:zircon, silentgems:moldavite, silentgems:malachite, silentgems:turquoise, silentgems:euclase, silentgems:benitoite, silentgems:iolite, silentgems:alexandrite, silentgems:lepidolite, silentgems:ametrine, silentgems:black_diamond, silentgems:moonstone, silentgems:pyrope, silentgems:coral, silentgems:sunstone, silentgems:cats_eye, silentgems:yellow_diamond, silentgems:jade, silentgems:chrysoprase, mekanism:fluorite_gem, silentgems:fluorite, silentgems:kyanite, silentgems:sodalite, silentgems:ammolite, silentgems:kunzite, silentgems:rose_quartz, silentgems:tektite, silentgems:pearl"
"forge:gems/agate","silentgems:agate"
"forge:gems/alexandrite","silentgems:alexandrite"
"forge:gems/amber","silentgems:amber"
"forge:gems/amethyst","silentgems:amethyst"
"forge:gems/ametrine","byg:ametrine_gems, silentgems:ametrine"
"forge:gems/ammolite","silentgems:ammolite"
"forge:gems/apatite","emendatusenigmatica:apatite_gem, thermal:apatite, silentgems:apatite"
"forge:gems/aquamarine","astralsorcery:aquamarine, silentgems:aquamarine"
"forge:gems/benitoite","silentgems:benitoite"
"forge:gems/bitumen","emendatusenigmatica:bitumen_gem"
"forge:gems/black_diamond","silentgems:black_diamond"
"forge:gems/bort","silentgear:bort"
"forge:gems/carnelian","silentgems:carnelian"
"forge:gems/cats_eye","silentgems:cats_eye"
"forge:gems/certus_quartz","emendatusenigmatica:certus_quartz_gem, emendatusenigmatica:charged_certus_quartz_gem"
"forge:gems/chaos","silentgems:chaos_crystal"
"forge:gems/charged_certus_quartz","emendatusenigmatica:charged_certus_quartz_gem"
"forge:gems/chrysoprase","silentgems:chrysoprase"
"forge:gems/cinnabar","emendatusenigmatica:cinnabar_gem, thermal:cinnabar"
"forge:gems/citrine","silentgems:citrine"
"forge:gems/coal_coke","emendatusenigmatica:coke_gem"
"forge:gems/coke","emendatusenigmatica:coke_gem"
"forge:gems/coral","silentgems:coral"
"forge:gems/diamond","minecraft:diamond"
"forge:gems/dimensional","emendatusenigmatica:dimensional_gem"
"forge:gems/emerald","minecraft:emerald"
"forge:gems/euclase","silentgems:euclase"
"forge:gems/fluix","emendatusenigmatica:fluix_gem"
"forge:gems/fluorite","mekanism:fluorite_gem, emendatusenigmatica:fluorite_gem, silentgems:fluorite"
"forge:gems/garnet","silentgems:garnet"
"forge:gems/geodes","wyrmroost:blue_geode, wyrmroost:red_geode, wyrmroost:purple_geode"
"forge:gems/green_sapphire","silentgems:green_sapphire"
"forge:gems/heliodor","silentgems:heliodor"
"forge:gems/iolite","silentgems:iolite"
"forge:gems/jade","silentgems:jade"
"forge:gems/jasper","silentgems:jasper"
"forge:gems/kunzite","silentgems:kunzite"
"forge:gems/kyanite","silentgems:kyanite"
"forge:gems/lapis","minecraft:lapis_lazuli"
"forge:gems/lepidolite","silentgems:lepidolite"
"forge:gems/malachite","silentgems:malachite"
"forge:gems/mana","emendatusenigmatica:arcane_gem, ars_nouveau:mana_gem"
"forge:gems/moldavite","silentgems:moldavite"
"forge:gems/moonstone","silentgems:moonstone"
"forge:gems/morganite","silentgems:morganite"
"forge:gems/niter","emendatusenigmatica:potassium_nitrate_gem, thermal:niter"
"forge:gems/onyx","silentgems:onyx"
"forge:gems/opal","silentgems:opal"
"forge:gems/pearl","silentgems:pearl"
"forge:gems/peridot","silentgems:peridot"
"forge:gems/phosphophyllite","silentgems:phosphophyllite"
"forge:gems/potassium_nitrate","emendatusenigmatica:potassium_nitrate_gem"
"forge:gems/prismarine","minecraft:prismarine_crystals"
"forge:gems/pyrope","silentgems:pyrope"
"forge:gems/quartz","minecraft:quartz"
"forge:gems/rose_quartz","silentgems:rose_quartz"
"forge:gems/ruby","thermal:ruby, silentgems:ruby"
"forge:gems/saltpeter","emendatusenigmatica:potassium_nitrate_gem"
"forge:gems/sapphire","thermal:sapphire, silentgems:sapphire"
"forge:gems/silicon","emendatusenigmatica:silicon_gem"
"forge:gems/sodalite","silentgems:sodalite"
"forge:gems/spinel","silentgems:spinel"
"forge:gems/sulfur","emendatusenigmatica:sulfur_gem, thermal:sulfur"
"forge:gems/sunstone","silentgems:sunstone"
"forge:gems/tanzanite","silentgems:tanzanite"
"forge:gems/tektite","silentgems:tektite"
"forge:gems/topaz","silentgems:topaz"
"forge:gems/turquoise","silentgems:turquoise"
"forge:gems/yellow_diamond","silentgems:yellow_diamond"
"forge:gems/zircon","silentgems:zircon"
"forge:glass","minecraft:glass, create:tiled_glass, create:framed_glass, create:horizontal_framed_glass, create:vertical_framed_glass, valhelsia_structures:metal_framed_glass, minecraft:white_stained_glass, minecraft:orange_stained_glass, minecraft:magenta_stained_glass, minecraft:light_blue_stained_glass, minecraft:yellow_stained_glass, minecraft:lime_stained_glass, minecraft:pink_stained_glass, minecraft:gray_stained_glass, minecraft:light_gray_stained_glass, minecraft:cyan_stained_glass, minecraft:purple_stained_glass, minecraft:blue_stained_glass, minecraft:brown_stained_glass, minecraft:green_stained_glass, minecraft:red_stained_glass, minecraft:black_stained_glass, chipped:glass_1, chipped:glass_2, chipped:glass_3, chipped:glass_4, chipped:glass_5, chipped:glass_6, chipped:glass_7, chipped:glass_8, chipped:glass_9, chipped:glass_10, chipped:glass_11, chipped:glass_12, chipped:glass_13, chipped:glass_14, chipped:oak_wood_glass_1, chipped:oak_wood_glass_2, chipped:oak_wood_glass_3, chipped:oak_wood_glass_4, chipped:oak_wood_glass_5, chipped:oak_wood_glass_6, chipped:birch_wood_glass_1, chipped:birch_wood_glass_2, chipped:birch_wood_glass_3, chipped:birch_wood_glass_4, chipped:birch_wood_glass_5, chipped:birch_wood_glass_6, chipped:spruce_wood_glass_1, chipped:spruce_wood_glass_2, chipped:spruce_wood_glass_3, chipped:spruce_wood_glass_4, chipped:spruce_wood_glass_5, chipped:spruce_wood_glass_6, chipped:jungle_wood_glass_1, chipped:jungle_wood_glass_2, chipped:jungle_wood_glass_3, chipped:jungle_wood_glass_4, chipped:jungle_wood_glass_5, chipped:jungle_wood_glass_6, chipped:acacia_wood_glass_1, chipped:acacia_wood_glass_2, chipped:acacia_wood_glass_3, chipped:acacia_wood_glass_4, chipped:acacia_wood_glass_5, chipped:acacia_wood_glass_6, chipped:dark_oak_wood_glass_1, chipped:dark_oak_wood_glass_2, chipped:dark_oak_wood_glass_3, chipped:dark_oak_wood_glass_4, chipped:dark_oak_wood_glass_5, chipped:dark_oak_wood_glass_6, chipped:warped_wood_glass_1, chipped:warped_wood_glass_2, chipped:warped_wood_glass_3, chipped:warped_wood_glass_4, chipped:warped_wood_glass_5, chipped:warped_wood_glass_6, chipped:crimson_wood_glass_1, chipped:crimson_wood_glass_2, chipped:crimson_wood_glass_3, chipped:crimson_wood_glass_4, chipped:crimson_wood_glass_5, chipped:crimson_wood_glass_6, resourcefulbees:honey_glass, resourcefulbees:honey_glass_player"
"forge:glass/black","minecraft:black_stained_glass"
"forge:glass/blue","minecraft:blue_stained_glass"
"forge:glass/brown","minecraft:brown_stained_glass"
"forge:glass/colorless","minecraft:glass, create:tiled_glass, create:framed_glass, create:horizontal_framed_glass, create:vertical_framed_glass, valhelsia_structures:metal_framed_glass"
"forge:glass/cyan","minecraft:cyan_stained_glass"
"forge:glass/gray","minecraft:gray_stained_glass"
"forge:glass/green","minecraft:green_stained_glass"
"forge:glass/light_blue","minecraft:light_blue_stained_glass"
"forge:glass/light_gray","minecraft:light_gray_stained_glass"
"forge:glass/lime","minecraft:lime_stained_glass"
"forge:glass/magenta","minecraft:magenta_stained_glass"
"forge:glass/orange","minecraft:orange_stained_glass"
"forge:glass/pink","minecraft:pink_stained_glass"
"forge:glass/purple","minecraft:purple_stained_glass"
"forge:glass/red","minecraft:red_stained_glass"
"forge:glass/white","minecraft:white_stained_glass"
"forge:glass/yellow","minecraft:yellow_stained_glass"
"forge:glass_panes","minecraft:glass_pane, valhelsia_structures:metal_framed_glass_pane, minecraft:white_stained_glass_pane, minecraft:orange_stained_glass_pane, minecraft:magenta_stained_glass_pane, minecraft:light_blue_stained_glass_pane, minecraft:yellow_stained_glass_pane, minecraft:lime_stained_glass_pane, minecraft:pink_stained_glass_pane, minecraft:gray_stained_glass_pane, minecraft:light_gray_stained_glass_pane, minecraft:cyan_stained_glass_pane, minecraft:purple_stained_glass_pane, minecraft:blue_stained_glass_pane, minecraft:brown_stained_glass_pane, minecraft:green_stained_glass_pane, minecraft:red_stained_glass_pane, minecraft:black_stained_glass_pane, create:tiled_glass_pane, create:framed_glass_pane, create:horizontal_framed_glass_pane, create:vertical_framed_glass_pane, create:oak_window_pane, create:spruce_window_pane, create:birch_window_pane, create:jungle_window_pane, create:acacia_window_pane, create:dark_oak_window_pane, create:crimson_window_pane, create:warped_window_pane, create:ornate_iron_window_pane"
"forge:glass_panes/black","minecraft:black_stained_glass_pane"
"forge:glass_panes/blue","minecraft:blue_stained_glass_pane"
"forge:glass_panes/brown","minecraft:brown_stained_glass_pane"
"forge:glass_panes/colorless","minecraft:glass_pane, valhelsia_structures:metal_framed_glass_pane"
"forge:glass_panes/cyan","minecraft:cyan_stained_glass_pane"
"forge:glass_panes/gray","minecraft:gray_stained_glass_pane"
"forge:glass_panes/green","minecraft:green_stained_glass_pane"
"forge:glass_panes/light_blue","minecraft:light_blue_stained_glass_pane"
"forge:glass_panes/light_gray","minecraft:light_gray_stained_glass_pane"
"forge:glass_panes/lime","minecraft:lime_stained_glass_pane"
"forge:glass_panes/magenta","minecraft:magenta_stained_glass_pane"
"forge:glass_panes/orange","minecraft:orange_stained_glass_pane"
"forge:glass_panes/pink","minecraft:pink_stained_glass_pane"
"forge:glass_panes/purple","minecraft:purple_stained_glass_pane"
"forge:glass_panes/red","minecraft:red_stained_glass_pane"
"forge:glass_panes/white","minecraft:white_stained_glass_pane"
"forge:glass_panes/yellow","minecraft:yellow_stained_glass_pane"
"forge:goatcheese","betteranimalsplus:goatcheese"
"forge:goatmilk","betteranimalsplus:goatmilk"
"forge:grain","minecraft:wheat, pamhc2crops:amaranthitem, pamhc2crops:barleyitem, pamhc2crops:beanitem, pamhc2crops:chickpeaitem, pamhc2crops:cornitem, pamhc2crops:lentilitem, pamhc2crops:milletitem, pamhc2crops:oatsitem, pamhc2crops:quinoaitem, pamhc2crops:riceitem, farmersdelight:rice, pamhc2crops:ryeitem, pamhc2crops:soybeanitem"
"forge:grain/amaranth","pamhc2crops:amaranthitem"
"forge:grain/barley","pamhc2crops:barleyitem"
"forge:grain/bean","pamhc2crops:beanitem"
"forge:grain/chickpea","pamhc2crops:chickpeaitem"
"forge:grain/corn","pamhc2crops:cornitem"
"forge:grain/lentil","pamhc2crops:lentilitem"
"forge:grain/millet","pamhc2crops:milletitem"
"forge:grain/oat","pamhc2crops:oatsitem"
"forge:grain/oats","pamhc2crops:oatsitem"
"forge:grain/quinoa","pamhc2crops:quinoaitem"
"forge:grain/rice","pamhc2crops:riceitem, farmersdelight:rice"
"forge:grain/rye","pamhc2crops:ryeitem"
"forge:grain/soybean","pamhc2crops:soybeanitem"
"forge:grain/wheat","minecraft:wheat"
"forge:grains","croptopia:barley, croptopia:corn, croptopia:oat, croptopia:rice"
"forge:grains/barley","croptopia:barley"
"forge:grains/corn","croptopia:corn"
"forge:grains/oats","croptopia:oat"
"forge:grains/rice","croptopia:rice"
"forge:gravel","minecraft:gravel"
"forge:grilled_cheeses","croptopia:grilled_cheese"
"forge:groundmeats","pamhc2foodcore:groundbeefitem, pamhc2foodcore:groundchickenitem, pamhc2foodcore:groundfishitem, pamhc2foodcore:groundmuttonitem, pamhc2foodcore:groundporkitem, pamhc2foodcore:groundrabbititem, pamhc2foodextended:firmtofuitem"
"forge:groundmeats/firmtofu","pamhc2foodextended:firmtofuitem"
"forge:groundmeats/groundbeef","pamhc2foodcore:groundbeefitem"
"forge:groundmeats/groundchicken","pamhc2foodcore:groundchickenitem"
"forge:groundmeats/groundfish","pamhc2foodcore:groundfishitem"
"forge:groundmeats/groundmutton","pamhc2foodcore:groundmuttonitem"
"forge:groundmeats/groundpork","pamhc2foodcore:groundporkitem"
"forge:groundmeats/groundrabbit","pamhc2foodcore:groundrabbititem"
"forge:gunpowder","minecraft:gunpowder"
"forge:ham_sandwiches","croptopia:ham_sandwich"
"forge:hamburgers","croptopia:hamburger"
"forge:hammers","silentgear:hammer, silentgear:prospector_hammer"
"forge:heads","minecraft:creeper_head, minecraft:dragon_head, minecraft:player_head, minecraft:skeleton_skull, minecraft:wither_skeleton_skull, minecraft:zombie_head"
"forge:heart","alexsmobs:soul_heart"
"forge:helmets","silentgear:helmet, byg:ametrine_helmet"
"forge:hoes","silentgear:mattock, byg:pendorite_hoe, minecraft:diamond_hoe, minecraft:golden_hoe, minecraft:iron_hoe, minecraft:netherite_hoe, minecraft:stone_hoe, minecraft:wooden_hoe, bloodmagic:soulscythe"
"forge:honey","minecraft:honey_bottle"
"forge:honey/honey","minecraft:honey_bottle"
"forge:honey_bottle","minecraft:honey_bottle, resourcefulbees:catnip_honey_bottle, resourcefulbees:rainbow_honey_bottle"
"forge:ice","betterendforge:ancient_emerald_ice, betterendforge:dense_emerald_ice, betterendforge:emerald_ice"
"forge:icecream","pamhc2foodcore:icecreamitem"
"forge:icecream/icecream","pamhc2foodcore:icecreamitem"
"forge:icecreams","pamhc2foodcore:icecreamitem, pamhc2foodcore:chocolateicecreamitem, pamhc2foodcore:caramelicecreamitem, pamhc2foodextended:mintchocolatechipicecreamitem, pamhc2foodextended:mochaicecreamitem, pamhc2foodextended:neapolitanicecreamitem, pamhc2foodextended:nuttoppedicecreamitem, pamhc2foodextended:vanillaicecreamitem"
"forge:icecreams/caramelicecream","pamhc2foodcore:caramelicecreamitem"
"forge:icecreams/chocolateicecream","pamhc2foodcore:chocolateicecreamitem"
"forge:icecreams/icecream","pamhc2foodcore:icecreamitem"
"forge:icecreams/mintchocolatechipicecream","pamhc2foodextended:mintchocolatechipicecreamitem"
"forge:icecreams/mochaicecreamitem","pamhc2foodextended:mochaicecreamitem"
"forge:icecreams/neapolitanicecream","pamhc2foodextended:neapolitanicecreamitem"
"forge:icecreams/nuttoppedicecream","pamhc2foodextended:nuttoppedicecreamitem"
"forge:icecreams/vanillaicecream","pamhc2foodextended:vanillaicecreamitem"
"forge:ices","minecraft:blue_ice, minecraft:ice, minecraft:packed_ice, minecraft:snowball"
"forge:ices/blueice","minecraft:blue_ice"
"forge:ices/ice","minecraft:ice"
"forge:ices/packedice","minecraft:packed_ice"
"forge:ices/snowball","minecraft:snowball"
"forge:ingots","betterendforge:aeternium_ingot, betterendforge:thallasium_ingot, betterendforge:terminite_ingot, silentgear:blaze_gold_ingot, silentgear:crimson_iron_ingot, silentgear:crimson_steel_ingot, silentgear:azure_silver_ingot, silentgear:azure_electrum_ingot, silentgear:tyrian_steel_ingot, mekanism:ingot_osmium, mekanism:ingot_copper, mekanism:ingot_tin, mekanism:ingot_lead, mekanism:ingot_uranium, mekanism:ingot_bronze, emendatusenigmatica:bronze_ingot, thermal:bronze_ingot, mekanism:ingot_refined_glowstone, mekanism:ingot_refined_obsidian, mekanism:ingot_steel, immersiveengineering:ingot_steel, emendatusenigmatica:steel_ingot, immersiveengineering:ingot_copper, immersiveengineering:ingot_aluminum, immersiveengineering:ingot_lead, immersiveengineering:ingot_silver, immersiveengineering:ingot_nickel, immersiveengineering:ingot_uranium, immersiveengineering:ingot_constantan, immersiveengineering:ingot_electrum, emendatusenigmatica:copper_ingot, emendatusenigmatica:aluminum_ingot, emendatusenigmatica:silver_ingot, emendatusenigmatica:lead_ingot, emendatusenigmatica:nickel_ingot, emendatusenigmatica:uranium_ingot, emendatusenigmatica:osmium_ingot, emendatusenigmatica:tin_ingot, emendatusenigmatica:zinc_ingot, emendatusenigmatica:cobalt_ingot, emendatusenigmatica:brass_ingot, emendatusenigmatica:constantan_ingot, emendatusenigmatica:electrum_ingot, emendatusenigmatica:invar_ingot, emendatusenigmatica:signalum_ingot, emendatusenigmatica:lumium_ingot, emendatusenigmatica:enderium_ingot, cagedmobs:star_infused_netherite_ingot, wyrmroost:platinum_ingot, minecraft:iron_ingot, minecraft:gold_ingot, minecraft:brick, minecraft:nether_brick, minecraft:netherite_ingot, thermal:constantan_ingot, thermal:copper_ingot, create:copper_ingot, thermal:electrum_ingot, thermal:enderium_ingot, thermal:invar_ingot, eidolon:lead_ingot, thermal:lead_ingot, thermal:lumium_ingot, thermal:nickel_ingot, thermal:signalum_ingot, thermal:silver_ingot, silentgems:silver_ingot, thermal:tin_ingot, create:zinc_ingot, create:brass_ingot"
"forge:ingots/aeternium","betterendforge:aeternium_ingot"
"forge:ingots/aluminum","immersiveengineering:ingot_aluminum, emendatusenigmatica:aluminum_ingot"
"forge:ingots/arcane_gold","eidolon:arcane_gold_ingot"
"forge:ingots/azure_electrum","silentgear:azure_electrum_ingot"
"forge:ingots/azure_silver","silentgear:azure_silver_ingot"
"forge:ingots/blaze_gold","silentgear:blaze_gold_ingot"
"forge:ingots/brass","emendatusenigmatica:brass_ingot, create:brass_ingot"
"forge:ingots/brick","minecraft:brick"
"forge:ingots/bronze","mekanism:ingot_bronze, emendatusenigmatica:bronze_ingot, thermal:bronze_ingot"
"forge:ingots/cobalt","emendatusenigmatica:cobalt_ingot"
"forge:ingots/constantan","immersiveengineering:ingot_constantan, emendatusenigmatica:constantan_ingot, thermal:constantan_ingot"
"forge:ingots/copper","mekanism:ingot_copper, immersiveengineering:ingot_copper, emendatusenigmatica:copper_ingot, thermal:copper_ingot, create:copper_ingot"
"forge:ingots/crimson_iron","silentgear:crimson_iron_ingot"
"forge:ingots/crimson_steel","silentgear:crimson_steel_ingot"
"forge:ingots/electrum","immersiveengineering:ingot_electrum, emendatusenigmatica:electrum_ingot, thermal:electrum_ingot"
"forge:ingots/enderium","emendatusenigmatica:enderium_ingot, thermal:enderium_ingot"
"forge:ingots/gold","minecraft:gold_ingot"
"forge:ingots/hellforged","bloodmagic:ingot_hellforged"
"forge:ingots/hop_graphite","immersiveengineering:ingot_hop_graphite"
"forge:ingots/invar","emendatusenigmatica:invar_ingot, thermal:invar_ingot"
"forge:ingots/iron","minecraft:iron_ingot"
"forge:ingots/lead","mekanism:ingot_lead, immersiveengineering:ingot_lead, emendatusenigmatica:lead_ingot, eidolon:lead_ingot, thermal:lead_ingot"
"forge:ingots/lumium","emendatusenigmatica:lumium_ingot, thermal:lumium_ingot"
"forge:ingots/nether_brick","minecraft:nether_brick"
"forge:ingots/netherite","minecraft:netherite_ingot"
"forge:ingots/nickel","immersiveengineering:ingot_nickel, emendatusenigmatica:nickel_ingot, thermal:nickel_ingot"
"forge:ingots/osmium","mekanism:ingot_osmium, emendatusenigmatica:osmium_ingot"
"forge:ingots/pewter","eidolon:pewter_ingot"
"forge:ingots/platinum","wyrmroost:platinum_ingot"
"forge:ingots/redstone_alloy","supermultidrills:redstone_alloy_ingot"
"forge:ingots/refined_glowstone","mekanism:ingot_refined_glowstone"
"forge:ingots/refined_obsidian","mekanism:ingot_refined_obsidian"
"forge:ingots/signalum","emendatusenigmatica:signalum_ingot, thermal:signalum_ingot"
"forge:ingots/silver","immersiveengineering:ingot_silver, emendatusenigmatica:silver_ingot, thermal:silver_ingot, silentgems:silver_ingot"
"forge:ingots/steel","mekanism:ingot_steel, immersiveengineering:ingot_steel, emendatusenigmatica:steel_ingot"
"forge:ingots/terminite","betterendforge:terminite_ingot"
"forge:ingots/thallasium","betterendforge:thallasium_ingot"
"forge:ingots/tin","mekanism:ingot_tin, emendatusenigmatica:tin_ingot, thermal:tin_ingot"
"forge:ingots/tyrian_steel","silentgear:tyrian_steel_ingot"
"forge:ingots/uranium","mekanism:ingot_uranium, immersiveengineering:ingot_uranium, emendatusenigmatica:uranium_ingot"
"forge:ingots/zinc","emendatusenigmatica:zinc_ingot, create:zinc_ingot"
"forge:iron_gear","ob_core:iron_gear"
"forge:jam","croptopia:apricot_jam, croptopia:blackberry_jam, croptopia:blueberry_jam, croptopia:cherry_jam, croptopia:elderberry_jam, croptopia:grape_jam, croptopia:peach_jam, croptopia:strawberry_jam"
"forge:jams/apricot_jam","croptopia:apricot_jam"
"forge:jams/blackberry_jam","croptopia:blackberry_jam"
"forge:jams/blueberry_jam","croptopia:blueberry_jam"
"forge:jams/cherry_jam","croptopia:cherry_jam"
"forge:jams/elderberry_jam","croptopia:elderberry_jam"
"forge:jams/grape_jam","croptopia:grape_jam"
"forge:jams/peach_jam","croptopia:peach_jam"
"forge:jams/raspberry_jam","croptopia:raspberry_jam"
"forge:jams/strawberry_jam","croptopia:strawberry_jam"
