"Mod name","Registry name","Item ID","Display name","Recipe name","Tags"
"Absent By Design Mod","absentbydesign:stairs_sea_lantern",9517,"Sea Lantern Stairs","absentbydesign:stairs_sea_lantern","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:stairs_sea_lantern",9517,"Sea Lantern Stairs","absentbydesign:stairs_sea_lantern_sc","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:stairs_smooth_stone",9504,"Smooth Stone Stairs","absentbydesign:stairs_smooth_stone","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:stairs_smooth_stone",9504,"Smooth Stone Stairs","absentbydesign:stairs_smooth_stone_sc","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:stairs_snow",9508,"Snow Stairs","absentbydesign:stairs_snow","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:stairs_snow",9508,"Snow Stairs","absentbydesign:stairs_snow_sc","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:stairs_terracotta",9550,"Terracotta Stairs","absentbydesign:stairs_terracotta","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:stairs_terracotta",9550,"Terracotta Stairs","absentbydesign:stairs_terracotta_sc","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:stairs_terracotta_black",9566,"Black Terracotta Stairs","absentbydesign:stairs_terracotta_black","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:stairs_terracotta_black",9566,"Black Terracotta Stairs","absentbydesign:stairs_terracotta_black_sc","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:stairs_terracotta_blue",9562,"Blue Terracotta Stairs","absentbydesign:stairs_terracotta_blue","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:stairs_terracotta_brown",9563,"Brown Terracotta Stairs","absentbydesign:stairs_terracotta_brown","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:stairs_terracotta_brown",9563,"Brown Terracotta Stairs","absentbydesign:stairs_terracotta_brown_sc","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:stairs_terracotta_cyan",9560,"Cyan Terracotta Stairs","absentbydesign:stairs_terracotta_cyan","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:stairs_terracotta_cyan",9560,"Cyan Terracotta Stairs","absentbydesign:stairs_terracotta_cyan_sc","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:stairs_terracotta_gray",9558,"Gray Terracotta Stairs","absentbydesign:stairs_terracotta_gray","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:stairs_terracotta_gray",9558,"Gray Terracotta Stairs","absentbydesign:stairs_terracotta_gray_sc","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:stairs_terracotta_green",9564,"Green Terracotta Stairs","absentbydesign:stairs_terracotta_green","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:stairs_terracotta_green",9564,"Green Terracotta Stairs","absentbydesign:stairs_terracotta_green_sc","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:stairs_terracotta_light_blue",9554,"Light Blue Terracotta Stairs","absentbydesign:stairs_terracotta_light_blue","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:stairs_terracotta_light_blue",9554,"Light Blue Terracotta Stairs","absentbydesign:stairs_terracotta_light_blue_sc","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:stairs_terracotta_light_gray",9559,"Light Gray Terracotta Stairs","absentbydesign:stairs_terracotta_light_gray","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:stairs_terracotta_light_gray",9559,"Light Gray Terracotta Stairs","absentbydesign:stairs_terracotta_light_gray_sc","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:stairs_terracotta_lime",9556,"Lime Terracotta Stairs","absentbydesign:stairs_terracotta_lime","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:stairs_terracotta_lime",9556,"Lime Terracotta Stairs","absentbydesign:stairs_terracotta_lime_sc","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:stairs_terracotta_magenta",9553,"Magenta Terracotta Stairs","absentbydesign:stairs_terracotta_magenta","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:stairs_terracotta_magenta",9553,"Magenta Terracotta Stairs","absentbydesign:stairs_terracotta_magenta_sc","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:stairs_terracotta_orange",9552,"Orange Terracotta Stairs","absentbydesign:stairs_terracotta_orange","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:stairs_terracotta_orange",9552,"Orange Terracotta Stairs","absentbydesign:stairs_terracotta_orange_sc","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:stairs_terracotta_pink",9557,"Pink Terracotta Stairs","absentbydesign:stairs_terracotta_pink","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:stairs_terracotta_pink",9557,"Pink Terracotta Stairs","absentbydesign:stairs_terracotta_pink_sc","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:stairs_terracotta_purple",9561,"Purple Terracotta Stairs","absentbydesign:stairs_terracotta_purple","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:stairs_terracotta_purple",9561,"Purple Terracotta Stairs","absentbydesign:stairs_terracotta_purple_sc","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:stairs_terracotta_red",9565,"Red Terracotta Stairs","absentbydesign:stairs_terracotta_red","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:stairs_terracotta_red",9565,"Red Terracotta Stairs","absentbydesign:stairs_terracotta_red_sc","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:stairs_terracotta_white",9551,"White Terracotta Stairs","absentbydesign:stairs_terracotta_white","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:stairs_terracotta_white",9551,"White Terracotta Stairs","absentbydesign:stairs_terracotta_white_sc","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:stairs_terracotta_yellow",9555,"Yellow Terracotta Stairs","absentbydesign:stairs_terracotta_blue_sc","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:stairs_terracotta_yellow",9555,"Yellow Terracotta Stairs","absentbydesign:stairs_terracotta_yellow","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:stairs_terracotta_yellow",9555,"Yellow Terracotta Stairs","absentbydesign:stairs_terracotta_yellow_sc","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:stairs_wool_black",9534,"Black Wool Stairs","absentbydesign:stairs_wool_black","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:stairs_wool_black",9534,"Black Wool Stairs","absentbydesign:stairs_wool_black_sc","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:stairs_wool_blue",9535,"Blue Wool Stairs","absentbydesign:stairs_wool_blue","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:stairs_wool_blue",9535,"Blue Wool Stairs","absentbydesign:stairs_wool_blue_sc","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:stairs_wool_brown",9536,"Brown Wool Stairs","absentbydesign:stairs_wool_brown","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:stairs_wool_brown",9536,"Brown Wool Stairs","absentbydesign:stairs_wool_brown_sc","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:stairs_wool_cyan",9537,"Cyan Wool Stairs","absentbydesign:stairs_wool_cyan","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:stairs_wool_cyan",9537,"Cyan Wool Stairs","absentbydesign:stairs_wool_cyan_sc","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:stairs_wool_gray",9538,"Gray Wool Stairs","absentbydesign:stairs_wool_gray","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:stairs_wool_gray",9538,"Gray Wool Stairs","absentbydesign:stairs_wool_gray_sc","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:stairs_wool_green",9539,"Green Wool Stairs","absentbydesign:stairs_wool_green","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:stairs_wool_green",9539,"Green Wool Stairs","absentbydesign:stairs_wool_green_sc","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:stairs_wool_light_blue",9540,"Light Blue Wool Stairs","absentbydesign:stairs_wool_light_blue","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:stairs_wool_light_blue",9540,"Light Blue Wool Stairs","absentbydesign:stairs_wool_light_blue_sc","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:stairs_wool_lime",9541,"Lime Wool Stairs","absentbydesign:stairs_wool_lime","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:stairs_wool_lime",9541,"Lime Wool Stairs","absentbydesign:stairs_wool_lime_sc","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:stairs_wool_magenta",9542,"Magenta Wool Stairs","absentbydesign:stairs_wool_magenta","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:stairs_wool_magenta",9542,"Magenta Wool Stairs","absentbydesign:stairs_wool_magenta_sc","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:stairs_wool_orange",9543,"Orange Wool Stairs","absentbydesign:stairs_wool_orange","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:stairs_wool_orange",9543,"Orange Wool Stairs","absentbydesign:stairs_wool_orange_sc","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:stairs_wool_pink",9544,"Pink Wool Stairs","absentbydesign:stairs_wool_pink","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:stairs_wool_pink",9544,"Pink Wool Stairs","absentbydesign:stairs_wool_pink_sc","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:stairs_wool_purple",9545,"Purple Wool Stairs","absentbydesign:stairs_wool_purple","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:stairs_wool_purple",9545,"Purple Wool Stairs","absentbydesign:stairs_wool_purple_sc","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:stairs_wool_red",9546,"Red Wool Stairs","absentbydesign:stairs_wool_red","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:stairs_wool_red",9546,"Red Wool Stairs","absentbydesign:stairs_wool_red_sc","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:stairs_wool_silver",9547,"Light Gray Wool Stairs","absentbydesign:stairs_wool_silver","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:stairs_wool_silver",9547,"Light Gray Wool Stairs","absentbydesign:stairs_wool_silver_sc","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:stairs_wool_white",9548,"White Wool Stairs","absentbydesign:stairs_wool_white","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:stairs_wool_white",9548,"White Wool Stairs","absentbydesign:stairs_wool_white_sc","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:stairs_wool_yellow",9549,"Yellow Wool Stairs","absentbydesign:stairs_wool_yellow","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:stairs_wool_yellow",9549,"Yellow Wool Stairs","absentbydesign:stairs_wool_yellow_sc","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:trapdoor_andesite",9670,"Andesite Trapdoor","absentbydesign:trapdoor_andesite","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:trapdoor_basalt",9676,"Basalt Trapdoor","absentbydesign:trapdoor_basalt","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:trapdoor_blackstone",9674,"Blackstone Trapdoor","absentbydesign:trapdoor_blackstone","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:trapdoor_blackstone_bricks",9675,"Blackstone Brick Trapdoor","absentbydesign:trapdoor_blackstone_bricks","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:trapdoor_bricks",9672,"Brick Trapdoor","absentbydesign:trapdoor_bricks","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:trapdoor_diorite",9671,"Diorite Trapdoor","absentbydesign:trapdoor_diorite","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:trapdoor_end_stone",9677,"Endstone Trapdoor","absentbydesign:trapdoor_end_stone","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:trapdoor_granite",9669,"Granite Trapdoor","absentbydesign:trapdoor_granite","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:trapdoor_purpur",9678,"Purpur Trapdoor","absentbydesign:trapdoor_purpur","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:trapdoor_quartz",9679,"Quartz Trapdoor","absentbydesign:trapdoor_quartz","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:trapdoor_stone",9668,"Stone Trapdoor","absentbydesign:trapdoor_stone","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:trapdoor_stone_bricks",9673,"Stone Brick Trapdoor","absentbydesign:trapdoor_stone_bricks","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:wall_acacia_log",9594,"Acacia Wood Wall","absentbydesign:wall_acacia_log","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:wall_acacia_log",9594,"Acacia Wood Wall","absentbydesign:wall_acacia_log_sc","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:wall_acacia_planks",9650,"Acacia Wall","absentbydesign:wall_acacia_planks","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:wall_acacia_planks",9650,"Acacia Wall","absentbydesign:wall_acacia_planks_sc","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:wall_andesite_smooth",9600,"Polished Andesite Wall","absentbydesign:wall_andesite_smooth","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:wall_andesite_smooth",9600,"Polished Andesite Wall","absentbydesign:wall_andesite_smooth_sc","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:wall_basalt",9618,"Basalt Wall","absentbydesign:wall_basalt","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:wall_basalt",9618,"Basalt Wall","absentbydesign:wall_basalt_sc","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:wall_birch_log",9595,"Birch Wood Wall","absentbydesign:wall_birch_log","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:wall_birch_log",9595,"Birch Wood Wall","absentbydesign:wall_birch_log_sc","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:wall_birch_planks",9652,"Birch Wall","absentbydesign:wall_birch_planks","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:wall_birch_planks",9652,"Birch Wall","absentbydesign:wall_birch_planks_sc","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:wall_brown_mushroom",9625,"Brown Mushroom Wall","absentbydesign:wall_brown_mushroom","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:wall_brown_mushroom",9625,"Brown Mushroom Wall","absentbydesign:wall_brown_mushroom_sc","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:wall_crimson",9615,"Crimson Wall","absentbydesign:wall_crimson","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:wall_crimson",9615,"Crimson Wall","absentbydesign:wall_crimson_sc","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:wall_crimson_planks",9654,"Crimson Wall","absentbydesign:wall_crimson_planks","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:wall_crimson_planks",9654,"Crimson Wall","absentbydesign:wall_crimson_planks_sc","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:wall_crying_obsidian",9617,"Crying Obsidian Wall","absentbydesign:wall_crying_obsidian","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:wall_crying_obsidian",9617,"Crying Obsidian Wall","absentbydesign:wall_crying_obsidian_sc","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:wall_dark_oak_log",9596,"Dark Oak Wood Wall","absentbydesign:wall_dark_oak_log","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:wall_dark_oak_log",9596,"Dark Oak Wood Wall","absentbydesign:wall_dark_oak_log_sc","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:wall_dark_oak_planks",9649,"Dark Oak Wall","absentbydesign:wall_dark_oak_planks","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:wall_dark_oak_planks",9649,"Dark Oak Wall","absentbydesign:wall_dark_oak_planks_sc","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:wall_dark_prismarine",9614,"Dark Prismarine Wall","absentbydesign:wall_dark_prismarine","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:wall_dark_prismarine",9614,"Dark Prismarine Wall","absentbydesign:wall_dark_prismarine_sc","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:wall_diorite_smooth",9601,"Polished Diorite Wall","absentbydesign:wall_diorite_smooth","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:wall_diorite_smooth",9601,"Polished Diorite Wall","absentbydesign:wall_diorite_smooth_sc","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:wall_end_stone",9602,"Endstone Wall","absentbydesign:wall_end_stone","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:wall_end_stone",9602,"Endstone Wall","absentbydesign:wall_end_stone_sc","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:wall_glass",9631,"Glass Wall","absentbydesign:wall_glass","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:wall_glass",9631,"Glass Wall","absentbydesign:wall_glass_sc","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:wall_glass_black",9639,"Black Glass Wall","absentbydesign:wall_glass_black","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:wall_glass_black",9639,"Black Glass Wall","absentbydesign:wall_glass_black_sc","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:wall_glass_blue",9636,"Blue Glass Wall","absentbydesign:wall_glass_blue","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:wall_glass_blue",9636,"Blue Glass Wall","absentbydesign:wall_glass_blue_sc","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:wall_glass_brown",9637,"Brown Glass Wall","absentbydesign:wall_glass_brown","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:wall_glass_brown",9637,"Brown Glass Wall","absentbydesign:wall_glass_brown_sc","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:wall_glass_cyan",9640,"Cyan Glass Wall","absentbydesign:wall_glass_cyan","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:wall_glass_cyan",9640,"Cyan Glass Wall","absentbydesign:wall_glass_cyan_sc","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:wall_glass_gray",9642,"Gray Glass Wall","absentbydesign:wall_glass_gray","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:wall_glass_gray",9642,"Gray Glass Wall","absentbydesign:wall_glass_gray_sc","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:wall_glass_green",9647,"Green Glass Wall","absentbydesign:wall_glass_green","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:wall_glass_green",9647,"Green Glass Wall","absentbydesign:wall_glass_green_sc","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:wall_glass_light_blue",9645,"Light Blue Glass Wall","absentbydesign:wall_glass_light_blue","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:wall_glass_light_blue",9645,"Light Blue Glass Wall","absentbydesign:wall_glass_light_blue_sc","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:wall_glass_light_gray",9641,"Light Gray Glass Wall","absentbydesign:wall_glass_light_gray","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:wall_glass_light_gray",9641,"Light Gray Glass Wall","absentbydesign:wall_glass_light_gray_sc","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:wall_glass_lime",9644,"Lime Glass Wall","absentbydesign:wall_glass_lime","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:wall_glass_lime",9644,"Lime Glass Wall","absentbydesign:wall_glass_lime_sc","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:wall_glass_magenta",9634,"Magenta Glass Wall","absentbydesign:wall_glass_magenta","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:wall_glass_magenta",9634,"Magenta Glass Wall","absentbydesign:wall_glass_magenta_sc","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:wall_glass_orange",9633,"Orange Glass Wall","absentbydesign:wall_glass_orange","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:wall_glass_orange",9633,"Orange Glass Wall","absentbydesign:wall_glass_orange_sc","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:wall_glass_pink",9643,"Pink Glass Wall","absentbydesign:wall_glass_pink","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:wall_glass_pink",9643,"Pink Glass Wall","absentbydesign:wall_glass_pink_sc","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:wall_glass_purple",9635,"Purple Glass Wall","absentbydesign:wall_glass_purple","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:wall_glass_purple",9635,"Purple Glass Wall","absentbydesign:wall_glass_purple_sc","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:wall_glass_red",9638,"Red Glass Wall","absentbydesign:wall_glass_red","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:wall_glass_red",9638,"Red Glass Wall","absentbydesign:wall_glass_red_sc","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:wall_glass_white",9632,"White Glass Wall","absentbydesign:wall_glass_white","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:wall_glass_white",9632,"White Glass Wall","absentbydesign:wall_glass_white_sc","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:wall_glass_yellow",9646,"Yellow Glass Wall","absentbydesign:wall_glass_yellow","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:wall_glass_yellow",9646,"Yellow Glass Wall","absentbydesign:wall_glass_yellow_sc","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:wall_glowstone",9629,"Glowstone Wall","absentbydesign:wall_glowstone","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:wall_glowstone",9629,"Glowstone Wall","absentbydesign:wall_glowstone_sc","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:wall_granite_smooth",9603,"Polished Granite Wall","absentbydesign:wall_granite_smooth","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:wall_granite_smooth",9603,"Polished Granite Wall","absentbydesign:wall_granite_smooth_sc","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:wall_jungle_log",9597,"Jungle Wood Wall","absentbydesign:wall_jungle_log","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:wall_jungle_log",9597,"Jungle Wood Wall","absentbydesign:wall_jungle_log_sc","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:wall_jungle_planks",9651,"Jungle Wall","absentbydesign:wall_jungle_planks","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:wall_jungle_planks",9651,"Jungle Wall","absentbydesign:wall_jungle_planks_sc","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:wall_lodestone",9620,"Lodestone Wall","absentbydesign:wall_lodestone","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:wall_lodestone",9620,"Lodestone Wall","absentbydesign:wall_lodestone_sc","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:wall_magma",9628,"Magma Wall","absentbydesign:wall_magma","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:wall_magma",9628,"Magma Wall","absentbydesign:wall_magma_sc","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:wall_mushroom_polished",9626,"Polished Mushroom Wall","absentbydesign:wall_mushroom_polished","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:wall_mushroom_polished",9626,"Polished Mushroom Wall","absentbydesign:wall_mushroom_polished_sc","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:wall_mushroom_stem",9623,"Mushroom Stem Wall","absentbydesign:wall_mushroom_stem","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:wall_mushroom_stem",9623,"Mushroom Stem Wall","absentbydesign:wall_mushroom_stem_sc","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:wall_oak_log",9598,"Oak Wood Wall","absentbydesign:wall_oak_log","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:wall_oak_log",9598,"Oak Wood Wall","absentbydesign:wall_oak_log_sc","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:wall_oak_planks",9648,"Oak Wall","absentbydesign:wall_oak_planks","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:wall_oak_planks",9648,"Oak Wall","absentbydesign:wall_oak_planks_sc","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:wall_obsidian",9612,"Obsidian Wall","absentbydesign:wall_obsidian","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:wall_obsidian",9612,"Obsidian Wall","absentbydesign:wall_obsidian_sc","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:wall_polished_basalt",9619,"Polished Basalt Wall","absentbydesign:wall_polished_basalt","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:wall_polished_basalt",9619,"Polished Basalt Wall","absentbydesign:wall_polished_basalt_sc","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:wall_prismarine_bricks",9613,"Prismarine Brick Wall","absentbydesign:wall_prismarine_bricks","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:wall_prismarine_bricks",9613,"Prismarine Brick Wall","absentbydesign:wall_prismarine_bricks_sc","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:wall_purpur",9604,"Purpur Wall","absentbydesign:wall_purpur","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:wall_purpur",9604,"Purpur Wall","absentbydesign:wall_purpur_sc","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:wall_quartz",9605,"Quartz Wall","absentbydesign:wall_quartz","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:wall_quartz",9605,"Quartz Wall","absentbydesign:wall_quartz_sc","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:wall_quartz_bricks",9627,"Quartz Brick Wall","absentbydesign:wall_quartz_bricks","resourcefulbees:valid_apiary"
"Absent By Design Mod","absentbydesign:wall_quartz_bricks",9627,"Quartz Brick Wall","absentbydesign:wall_quartz_bricks_sc","resourcefulbees:valid_apiary"
