"Registry name","Display name","Hunger","Saturation","Is meat","Fast to eat","Tags","Effects"
"farmersdelight:cooked_cod_slice","Cooked Cod Slice",3,0.5,"false","false","forge:cooked_fishes, forge:cooked_fishes/cod",""
"farmersdelight:cooked_mutton_chops","Cooked Mutton Chops",3,0.8,"true","false","forge:cooked_mutton",""
"farmersdelight:cooked_rice","Cooked Rice",6,0.4,"false","false","","{[effect.farmersdelight.comfort, Duration: 600], Propability: 1.0}"
"farmersdelight:cooked_salmon_slice","Cooked Salmon Slice",3,0.8,"false","false","forge:cooked_fishes, forge:cooked_fishes/salmon",""
"farmersdelight:dog_food","Dog Food",4,0.2,"true","false","",""
"farmersdelight:dumplings","Dumplings",8,0.8,"false","false","",""
"farmersdelight:egg_sandwich","Egg Sandwich",8,0.8,"false","false","",""
"farmersdelight:fish_stew","Fish Stew",10,0.8,"false","false","","{[effect.farmersdelight.comfort, Duration: 2400], Propability: 1.0}"
"farmersdelight:fried_egg","Fried Egg",4,0.4,"false","false","diet:proteins, forge:cooked_eggs",""
"farmersdelight:fried_rice","Fried Rice",10,0.8,"false","false","","{[effect.farmersdelight.nourished, Duration: 2400], Propability: 1.0}"
"farmersdelight:fruit_salad","Fruit Salad",6,0.6,"false","false","fruitful:gives_sustaining","{[effect.minecraft.regeneration, Duration: 100], Propability: 1.0}"
"farmersdelight:grilled_salmon","Grilled Salmon",12,0.9,"false","false","","{[effect.farmersdelight.nourished, Duration: 4800], Propability: 1.0}"
"farmersdelight:ham","Ham",5,0.3,"false","false","diet:proteins",""
"farmersdelight:hamburger","Hamburger",11,0.8,"false","false","","{[effect.minecraft.strength, Duration: 300], Propability: 1.0}"
"farmersdelight:honey_cookie","Honey Cookie",2,0.3,"false","true","supplementaries:cookies",""
"farmersdelight:honey_glazed_ham","Plate of Honey Glazed Ham",14,0.9,"false","false","diet:fruits, diet:grains, diet:proteins, diet:sugars","{[effect.farmersdelight.nourished, Duration: 4800], Propability: 1.0}"
"farmersdelight:melon_popsicle","Melon Popsicle",3,0.2,"false","true","","{[effect.minecraft.fire_resistance, Duration: 160], Propability: 1.0}"
"farmersdelight:minced_beef","Minced Beef",2,0.3,"true","false","farmersdelight:cabbage_roll_ingredients, forge:raw_beef, forge:raw_meat",""
"farmersdelight:mixed_salad","Mixed Salad",6,0.6,"false","false","","{[effect.minecraft.regeneration, Duration: 100], Propability: 1.0}"
"farmersdelight:mutton_chops","Raw Mutton Chops",1,0.3,"true","false","farmersdelight:cabbage_roll_ingredients, farmersdelight:wolf_prey, forge:raw_meat, forge:raw_mutton",""
"farmersdelight:mutton_wrap","Mutton Wrap",11,0.8,"false","false","","{[effect.minecraft.resistance, Duration: 300], Propability: 1.0}"
"farmersdelight:nether_salad","Nether Salad",5,0.4,"false","false","autumnity:snail_breeding_items, autumnity:snail_temptation_items","{[effect.minecraft.nausea, Duration: 240], Propability: 0.3}"
"farmersdelight:noodle_soup","Noodle Soup",10,0.9,"false","false","","{[effect.farmersdelight.comfort, Duration: 2400], Propability: 1.0}"
"farmersdelight:onion","Onion",2,0.4,"false","false","diet:vegetables, forge:crops/onion, forge:vegetables, forge:vegetables/onion, sereneseasons:autumn_crops, sereneseasons:spring_crops",""
"farmersdelight:pasta_with_meatballs","Pasta with Meatballs",12,0.9,"false","false","","{[effect.farmersdelight.nourished, Duration: 4800], Propability: 1.0}"
"farmersdelight:pasta_with_mutton_chop","Pasta with Mutton Chop",12,0.9,"false","false","","{[effect.farmersdelight.nourished, Duration: 4800], Propability: 1.0}"
"farmersdelight:pie_crust","Pie Crust",2,0.2,"false","false","create:upright_on_belt, diet:grains",""
"farmersdelight:pumpkin_slice","Pumpkin Slice",3,0.3,"false","false","",""
"farmersdelight:pumpkin_soup","Pumpkin Soup",10,0.9,"false","false","","{[effect.farmersdelight.comfort, Duration: 2400], Propability: 1.0}"
"farmersdelight:ratatouille","Ratatouille",9,0.6,"false","false","","{[effect.farmersdelight.nourished, Duration: 1200], Propability: 1.0}"
"farmersdelight:raw_pasta","Raw Pasta",3,0.4,"false","false","diet:grains, forge:pasta, forge:pasta/raw_pasta","{[effect.minecraft.hunger, Duration: 600], Propability: 0.3}"
"farmersdelight:roast_chicken","Plate of Roast Chicken",14,0.9,"false","false","diet:grains, diet:proteins, diet:vegetables","{[effect.farmersdelight.nourished, Duration: 4800], Propability: 1.0}"
"farmersdelight:roasted_mutton_chops","Roasted Mutton Chops",12,0.9,"false","false","","{[effect.farmersdelight.nourished, Duration: 4800], Propability: 1.0}"
"farmersdelight:salmon_slice","Raw Salmon Slice",1,0.1,"false","false","farmersdelight:cabbage_roll_ingredients, forge:raw_fishes, forge:raw_fishes/salmon",""
"farmersdelight:shepherds_pie","Plate of Shepherd's Pie",14,0.9,"false","false","diet:proteins, diet:vegetables","{[effect.farmersdelight.nourished, Duration: 4800], Propability: 1.0}"
"farmersdelight:smoked_ham","Smoked Ham",10,0.8,"false","false","",""
"farmersdelight:squid_ink_pasta","Squid Ink Pasta",14,0.9,"false","false","","{[effect.farmersdelight.nourished, Duration: 4800], Propability: 1.0}"
"farmersdelight:steak_and_potatoes","Steak and Potatoes",12,0.8,"false","false","","{[effect.farmersdelight.nourished, Duration: 2400], Propability: 1.0}"
"farmersdelight:stuffed_potato","Stuffed Potato",10,0.7,"false","false","",""
"farmersdelight:stuffed_pumpkin","Bowl of Stuffed Pumpkin",14,0.9,"false","false","diet:fruits, diet:grains, diet:vegetables","{[effect.farmersdelight.nourished, Duration: 4800], Propability: 1.0}"
"farmersdelight:sweet_berry_cheesecake_slice","Slice of Sweet Berry Cheesecake",3,0.3,"false","true","","{[effect.minecraft.speed, Duration: 600], Propability: 1.0}"
"farmersdelight:sweet_berry_cookie","Sweet Berry Cookie",2,0.3,"false","true","supplementaries:cookies",""
"farmersdelight:tomato","Tomato",1,0.3,"false","false","diet:vegetables, environmental:deer_food, environmental:deer_tempt_items, forge:crops/tomato, forge:vegetables, forge:vegetables/tomato",""
"farmersdelight:tomato_sauce","Tomato Sauce",2,0.4,"false","false","",""
"farmersdelight:vegetable_noodles","Vegetable Noodles",14,0.9,"false","false","","{[effect.farmersdelight.nourished, Duration: 4800], Propability: 1.0}"
"farmersdelight:vegetable_soup","Vegetable Soup",10,0.8,"false","false","","{[effect.farmersdelight.comfort, Duration: 2400], Propability: 1.0}"
"farmersdelight:wheat_dough","Wheat Dough",1,0.2,"false","false","",""
"fruitful:baked_apple","Baked Apple",6,0.4,"false","false","fruitful:gives_sustaining_ii",""
"immersivecooking:cooked_spider_cutlet","Cooked Spider cutlet",3,0.5,"true","false","",""
"immersivecooking:diced_onion","Diced Onion",1,0.0,"false","true","",""
"immersivecooking:fried_potato_cubes","Fried Potato Cubes",2,0.3,"false","true","",""
"immersivecooking:fried_potato_slice","Fried Potato Slice",2,0.4,"false","true","",""
"immersivecooking:potato_cubes","Potato Cubes",1,0.1,"false","true","",""
"immersivecooking:potato_slice","Potato Slice",1,0.1,"false","true","",""
"immersivecooking:pyttipanna","Pyttipanna",9,0.8,"false","false","",""
"immersivecooking:raw_spider_cutlet","Raw Spider cutlet",1,0.1,"true","false","","{[effect.minecraft.hunger, Duration: 600], Propability: 0.7}"
"immersivecooking:raw_spider_shank","Raw Spider Shank",6,0.1,"true","false","diet:proteins","{[effect.minecraft.hunger x 2, Duration: 600], Propability: 1.0}, {[effect.minecraft.nausea, Duration: 200], Propability: 1.0}"
"immersivecooking:smoked_spider_shank","Smoked Spider Shank",10,0.6,"true","false","","{[effect.minecraft.hunger, Duration: 200], Propability: 0.1}"
"infernalexp:blindsight_tongue_stew","Fungus & Tongue Stew",6,0.6,"false","false","","{[effect.minecraft.jump_boost x 2, Duration: 1200], Propability: 1.0}"
"infernalexp:cooked_hogchop","Cooked Hogchop",10,0.8,"true","false","",""
"infernalexp:cured_jerky","Cured Jerky",5,0.6,"false","false","",""
"infernalexp:raw_hogchop","Raw Hogchop",4,0.3,"true","false","diet:proteins",""
"integrateddynamics:menril_berries","Menril Berries",4,0.3,"false","true","diet:fruits, forge:fruits","{[effect.minecraft.night_vision x 2, Duration: 20], Propability: 1.0}"
"jellyfishing:blue_jellyfish_jelly","Blue Jellyfish Jelly",6,0.3,"false","false","forge:jellies, jellyfishing:jelly",""
"jellyfishing:blue_jellyfish_jelly_sandwich","Blue Jellyfish Jelly Sandwich",12,0.55,"false","false","jellyfishing:jelly_sandwiches",""
"jellyfishing:jellyfish_jelly","Jellyfish Jelly",3,0.2,"false","false","forge:jellies, jellyfishing:jelly",""
"jellyfishing:jellyfish_jelly_sandwich","Jellyfish Jelly Sandwich",8,0.45,"false","false","jellyfishing:jelly_sandwiches",""
"jellyfishing:kelp_shake","Kelp Shake",6,0.2,"false","false","",""
"jellyfishing:krabby_patty","Krabby Patty",10,1.5,"true","false","",""
"jellyfishing:pineapple","Pineapple",4,0.3,"false","false","forge:fruits, forge:fruits/pineapple",""
"jellyfishing:roasted_seanut","Roasted Seanut",5,0.4,"false","false","",""
"jellyfishing:seanut","Seanut",3,0.1,"false","false","supplementaries:flower_box_plantable",""
"jellyfishing:seanut_brittle","Seanut Brittle",12,0.8,"false","false","",""
"jellyfishing:seanut_butter","Seanut Butter",6,0.5,"false","false","",""
"jellyfishing:seanut_butter_blue_jellyfish_jelly_sandwich","Seanut Butter and Blue Jellyfish Jelly Sandwich",15,0.7,"false","false","jellyfishing:jelly_sandwiches, jellyfishing:seanut_jelly_sandwiches",""
"jellyfishing:seanut_butter_jellyfish_jelly_sandwich","Seanut Butter and Jellyfish Jelly Sandwich",11,0.55,"false","false","jellyfishing:jelly_sandwiches, jellyfishing:seanut_jelly_sandwiches",""
"jellyfishing:triple_gooberberry_sunrise","Triple Gooberberry Sunrise",10,0.6,"false","true","",""
"minecraft:apple","Apple",4,0.3,"false","false","alexsmobs:elephant_foodstuffs, alexsmobs:gorilla_foodstuffs, dehydration:hydrating_foods, diet:fruits, environmental:deer_food, environmental:deer_tempt_items, forge:crops/apple, forge:flour_plants, forge:flour_plants/apple, forge:fruits, forge:fruits/apple, forge:vinegar_ingredients, forge:vinegar_ingredients/apple, fruitful:gives_sustaining",""
"minecraft:baked_potato","Baked Potato",5,0.6,"false","false","alexsmobs:elephant_foodstuffs",""
"minecraft:beef","Raw Beef",3,0.3,"true","false","croptopia:beef_replacements, croptopia:meat_replacements, diet:proteins, farmersdelight:cabbage_roll_ingredients, forge:raw_beef, forge:raw_meat, forge:rawbeef, forge:rawbeef/rawbeef, forge:rawmeats, forge:rawmeats/rawbeef, forge:stock_ingredients, forge:stock_ingredients/rawbeef, silentgems:stew_meat",""
"minecraft:beetroot","Beetroot",1,0.6,"false","false","alexsmobs:elephant_foodstuffs, alexsmobs:grizzly_foodstuffs, diet:vegetables, farmersdelight:cabbage_roll_ingredients, forge:crops/beetroot, forge:vegetables, forge:vegetables/beetroot",""
"minecraft:beetroot_soup","Beetroot Soup",6,0.6,"false","false","farmersdelight:comfort_foods",""
"minecraft:bread","Bread",5,0.6,"false","false","forge:bread, forge:bread/bread, forge:bread/wheat",""
"minecraft:carrot","Carrot",3,0.6,"false","false","alexsmobs:elephant_foodstuffs, diet:vegetables, farmersdelight:cabbage_roll_ingredients, forge:crops/carrot, forge:vegetables, forge:vegetables/carrot, sereneseasons:autumn_crops, sereneseasons:spring_crops",""
"minecraft:chicken","Raw Chicken",2,0.3,"true","false","croptopia:chicken_replacements, croptopia:meat_replacements, diet:proteins, farmersdelight:cabbage_roll_ingredients, farmersdelight:wolf_prey, forge:raw_chicken, forge:raw_meat, forge:rawchicken, forge:rawchicken/rawchicken, forge:rawmeats, forge:rawmeats/rawchicken, forge:stock_ingredients, forge:stock_ingredients/rawchicken, silentgems:stew_meat","{[effect.minecraft.hunger, Duration: 600], Propability: 0.3}"
"minecraft:chorus_fruit","Chorus Fruit",4,0.3,"false","false","diet:fruits, environmental:slabfish_snacks, forge:crops/chorusfruit, forge:fruits, forge:fruits/chorusfruit, forge:vinegar_ingredients, forge:vinegar_ingredients/chorusfruit",""
"minecraft:cod","Raw Cod",2,0.1,"false","false","alexsmobs:platypus_foodstuffs, alexsmobs:seal_foodstuffs, alexsmobs:shoebill_foodstuffs, croptopia:fishes, diet:proteins, environmental:slabfish_food, farmersdelight:cabbage_roll_ingredients, forge:fishes, forge:fishes/rawcod, forge:raw_fishes, forge:raw_fishes/cod, forge:rawfish, forge:rawfish/rawcod, forge:rawmeats, forge:rawmeats/rawcod, forge:stock_ingredients, forge:stock_ingredients/rawcod, minecraft:fishes, silentgems:stew_fish",""
"minecraft:cooked_beef","Steak",8,0.8,"true","false","forge:cooked_beef, forge:cookedbeef, forge:cookedbeef/cookedbeef",""
"minecraft:cooked_chicken","Cooked Chicken",6,0.6,"true","false","forge:cooked_chicken, forge:cookedchicken, forge:cookedchicken/cookedchicken",""
"minecraft:cooked_cod","Cooked Cod",5,0.6,"false","false","alexsmobs:platypus_foodstuffs, alexsmobs:seal_foodstuffs, alexsmobs:shoebill_foodstuffs, diet:proteins, environmental:slabfish_food, forge:cooked_fishes, forge:cooked_fishes/cod, forge:cookedfish, forge:cookedfish/cookedcod, minecraft:fishes",""
"minecraft:cooked_mutton","Cooked Mutton",6,0.8,"true","false","forge:cooked_mutton, forge:cookedmutton, forge:cookedmutton/cookedmutton",""
"minecraft:cooked_porkchop","Cooked Porkchop",8,0.8,"true","false","forge:cooked_pork, forge:cookedpork, forge:cookedpork/cookedpork",""
"minecraft:cooked_rabbit","Cooked Rabbit",5,0.6,"true","false","forge:cooked_rabbit, forge:cookedrabbit, forge:cookedrabbit/cookedrabbit",""
"minecraft:cooked_salmon","Cooked Salmon",6,0.8,"false","false","alexsmobs:platypus_foodstuffs, alexsmobs:seal_foodstuffs, alexsmobs:shoebill_foodstuffs, diet:proteins, environmental:slabfish_food, forge:cooked_fishes, forge:cooked_fishes/salmon, forge:cookedfish, forge:cookedfish/cookedsalmon, minecraft:fishes",""
"minecraft:cookie","Cookie",2,0.1,"false","false","forge:cookies, forge:cookies/cookie, supplementaries:cookies",""
"minecraft:dried_kelp","Dried Kelp",1,0.3,"false","true","diet:vegetables",""
"minecraft:enchanted_golden_apple","Enchanted Golden Apple",4,1.2,"false","false","diet:fruits, minecraft:piglin_loved","{[effect.minecraft.regeneration x 2, Duration: 400], Propability: 1.0}, {[effect.minecraft.resistance, Duration: 6000], Propability: 1.0}, {[effect.minecraft.fire_resistance, Duration: 6000], Propability: 1.0}, {[effect.minecraft.absorption x 4, Duration: 2400], Propability: 1.0}"
"minecraft:golden_apple","Golden Apple",4,1.2,"false","false","diet:fruits, minecraft:piglin_loved","{[effect.minecraft.regeneration x 2, Duration: 100], Propability: 1.0}, {[effect.minecraft.absorption, Duration: 2400], Propability: 1.0}"
"minecraft:golden_carrot","Golden Carrot",6,1.2,"false","false","alexsmobs:elephant_foodstuffs, diet:vegetables, minecraft:piglin_loved",""
"minecraft:honey_bottle","Honey Bottle",6,0.1,"false","false","alexsmobs:grizzly_foodstuffs, alexsmobs:grizzly_honey, create:upright_on_belt, diet:sugars, forge:honey, forge:honey/honey, forge:honey_bottle",""
"minecraft:melon_slice","Melon Slice",2,0.3,"false","false","alexsmobs:elephant_foodstuffs, croptopia:melons, diet:fruits, environmental:deer_tempt_items, forge:crops/melon, forge:fruits, forge:fruits/melon, forge:vinegar_ingredients, forge:vinegar_ingredients/melon",""
"minecraft:mushroom_stew","Mushroom Stew",6,0.6,"false","false","autumnity:snail_breeding_items, autumnity:snail_temptation_items, farmersdelight:comfort_foods",""
"minecraft:mutton","Raw Mutton",2,0.3,"true","false","diet:proteins, farmersdelight:cabbage_roll_ingredients, farmersdelight:wolf_prey, forge:raw_meat, forge:raw_mutton, forge:rawmeats, forge:rawmeats/rawmutton, forge:rawmutton, forge:rawmutton/rawmutton, forge:stock_ingredients, forge:stock_ingredients/rawmutton, silentgems:stew_meat",""
"minecraft:poisonous_potato","Poisonous Potato",2,0.3,"false","false","diet:vegetables","{[effect.minecraft.poison, Duration: 100], Propability: 0.6}"
"minecraft:porkchop","Raw Porkchop",3,0.3,"true","false","croptopia:meat_replacements, diet:proteins, farmersdelight:cabbage_roll_ingredients, forge:raw_meat, forge:raw_pork, forge:rawmeats, forge:rawmeats/rawpork, forge:rawpork, forge:rawpork/rawpork, forge:stock_ingredients, forge:stock_ingredients/rawpork, silentgems:stew_meat",""
"minecraft:potato","Potato",1,0.3,"false","false","alexsmobs:elephant_foodstuffs, diet:vegetables, farmersdelight:cabbage_roll_ingredients, forge:crops/potato, forge:flour_plants, forge:flour_plants/potato, forge:vegetables, forge:vegetables/potato, sereneseasons:spring_crops",""
"minecraft:pufferfish","Pufferfish",1,0.1,"false","false","alexsmobs:mimic_octopus_pufferfish_items, alexsmobs:platypus_foodstuffs, alexsmobs:seal_foodstuffs, alexsmobs:shoebill_foodstuffs, croptopia:fishes, diet:proteins, environmental:slabfish_food, minecraft:fishes","{[effect.minecraft.poison x 4, Duration: 1200], Propability: 1.0}, {[effect.minecraft.hunger x 3, Duration: 300], Propability: 1.0}, {[effect.minecraft.nausea, Duration: 300], Propability: 1.0}"
"minecraft:pumpkin_pie","Pumpkin Pie",8,0.3,"false","false","",""
"minecraft:rabbit","Raw Rabbit",3,0.3,"true","false","diet:proteins, farmersdelight:cabbage_roll_ingredients, farmersdelight:wolf_prey, forge:raw_meat, forge:raw_rabbit, forge:rawmeats, forge:rawmeats/rawrabbit, forge:rawrabbit, forge:rawrabbit/rawrabbit, forge:stock_ingredients, forge:stock_ingredients/rawrabbit, silentgems:stew_meat",""
"minecraft:rabbit_stew","Rabbit Stew",10,0.6,"false","false","farmersdelight:comfort_foods",""
"minecraft:rotten_flesh","Rotten Flesh",4,0.1,"true","false","diet:proteins","{[effect.minecraft.hunger, Duration: 600], Propability: 0.8}"
"minecraft:salmon","Raw Salmon",2,0.1,"false","false","alexsmobs:grizzly_foodstuffs, alexsmobs:platypus_foodstuffs, alexsmobs:seal_foodstuffs, alexsmobs:shoebill_foodstuffs, croptopia:fishes, diet:proteins, environmental:slabfish_food, farmersdelight:cabbage_roll_ingredients, forge:fishes, forge:fishes/rawsalmon, forge:raw_fishes, forge:raw_fishes/salmon, forge:rawfish, forge:rawfish/rawsalmon, forge:rawmeats, forge:rawmeats/rawsalmon, forge:stock_ingredients, forge:stock_ingredients/rawsalmon, minecraft:fishes, silentgems:stew_fish",""
"minecraft:spider_eye","Spider Eye",2,0.8,"false","false","diet:proteins","{[effect.minecraft.poison, Duration: 100], Propability: 1.0}"
"minecraft:suspicious_stew","Suspicious Stew",6,0.6,"false","false","autumnity:snail_breeding_items, autumnity:snail_temptation_items, diet:proteins",""
"minecraft:sweet_berries","Sweet Berries",2,0.1,"false","false","alexsmobs:elephant_foodstuffs, diet:fruits, environmental:deer_food, environmental:deer_tempt_items, forge:berries, forge:berries/sweetberry, forge:crops/sweetberry, forge:fruits, forge:fruits/sweet_berries, forge:fruits/sweetberries, forge:vinegar_ingredients, forge:vinegar_ingredients/sweet_berries, forge:vinegar_ingredients/sweetberries, industrialforegoing:bioreactor, sereneseasons:autumn_crops, sereneseasons:spring_crops, sereneseasons:summer_crops, supplementaries:flower_box_plantable",""
"minecraft:tropical_fish","Tropical Fish",1,0.1,"false","false","alexsmobs:platypus_foodstuffs, alexsmobs:seal_foodstuffs, alexsmobs:shoebill_foodstuffs, croptopia:fishes, diet:proteins, environmental:slabfish_food, environmental:slabfish_tame_items, farmersdelight:cabbage_roll_ingredients, forge:fishes, forge:fishes/rawtropicalfish, forge:raw_fishes, forge:raw_fishes/tropical_fish, forge:rawfish, forge:rawfish/rawtropicalfish, forge:rawmeats, forge:rawmeats/rawtropicalfish, forge:stock_ingredients, forge:stock_ingredients/rawtropicalfish, minecraft:fishes",""
"nethers_delight:grilled_strider","Grilled Strider",10,0.9,"true","false","","{[effect.minecraft.fire_resistance, Duration: 600], Propability: 1.0}, {[effect.farmersdelight.nourished, Duration: 2400], Propability: 1.0}"
"nethers_delight:ground_strider","Ground Strider",2,0.75,"true","false","forge:raw_strider","{[effect.minecraft.fire_resistance, Duration: 200], Propability: 1.0}, {[effect.minecraft.poison, Duration: 200], Propability: 0.35}"
"nethers_delight:hoglin_ear","Roasted Hoglin Ear",2,0.5,"true","true","diet:proteins",""
"nethers_delight:hoglin_loin","Hoglin Loin",3,0.25,"true","false","diet:proteins, farmersdelight:cabbage_roll_ingredients, minecraft:piglin_food","{[effect.minecraft.nausea, Duration: 400], Propability: 0.75}"
"nethers_delight:hoglin_sirloin","Hoglin Sirloin",7,0.75,"true","false","minecraft:piglin_food",""
"nethers_delight:magma_gelatin","Magma Gelatin",1,6.0,"false","false","","{[effect.minecraft.fire_resistance, Duration: 1200], Propability: 1.0}"
"nethers_delight:nether_skewer","Nether Skewer",7,0.5,"false","false","",""
"nethers_delight:propelpearl","Propelpearl",2,0.5,"false","false","diet:proteins",""
"nethers_delight:roast_hoglin","Plate of Roasted Hoglin",8,0.6,"true","false","diet:proteins, diet:vegetables","{[effect.farmersdelight.nourished, Duration: 2400], Propability: 1.0}"
"nethers_delight:roast_hoglin_ham","Plate of Roasted Hoglin Ham",10,0.75,"true","false","diet:proteins, diet:vegetables","{[effect.farmersdelight.nourished, Duration: 2400], Propability: 1.0}"
"nethers_delight:roast_hoglin_snout","Plate of Roasted Hoglin Snout",14,0.9,"true","false","diet:proteins, diet:vegetables","{[effect.farmersdelight.nourished, Duration: 4800], Propability: 1.0}"
"nethers_delight:strider_moss_stew","Strider Moss Stew",8,0.6,"false","false","farmersdelight:comfort_foods","{[effect.farmersdelight.comfort, Duration: 2400], Propability: 1.0}"
"nethers_delight:strider_slice","Strider Slice",4,0.7,"true","false","diet:proteins, forge:raw_strider","{[effect.minecraft.fire_resistance, Duration: 400], Propability: 1.0}, {[effect.minecraft.poison, Duration: 200], Propability: 0.35}"
"nethers_delight:warped_moldy_meat","Warped Moldy Meat",9,0.8,"true","false","","{[effect.minecraft.blindness, Duration: 200], Propability: 1.0}, {[effect.minecraft.nausea, Duration: 200], Propability: 1.0}"
"ob_aquamirae:cooked_spinefish","Cooked Spinefish",6,0.4,"true","false","",""
"ob_aquamirae:esca","Esca",6,0.2,"false","false","",""
"ob_aquamirae:poseidons_breakfast","Poseidon's Breakfast",20,1.0,"false","false","",""
"ob_aquamirae:sea_casserole","Sea Casserole",6,0.4,"false","false","",""
"ob_aquamirae:sea_stew","Sea Stew",12,0.8,"false","false","",""
"ob_aquamirae:spinefish","Spinefish",2,0.0,"true","false","",""
"pamhc2crops:arrowrootitem","Arrowroot",1,0.3,"false","false","diet:vegetables, forge:crops/arrowroot, forge:flour_plants, forge:flour_plants/arrowroot, forge:rootvegetables, forge:rootvegetables/arrowroot, forge:vegetables, forge:vegetables/arrowroot",""
"pamhc2crops:artichokeitem","Artichoke",3,0.6,"false","false","diet:vegetables, forge:crops/artichoke, forge:salad_ingredients, forge:salad_ingredients/artichoke, forge:vegetables, forge:vegetables/artichoke",""
"pamhc2crops:asparagusitem","Asparagus",3,0.6,"false","false","diet:vegetables, forge:crops/asparagus, forge:salad_ingredients, forge:salad_ingredients/asparagus, forge:vegetables, forge:vegetables/asparagus",""
"pamhc2crops:bakedarrowrootitem","Baked Arrowroot",5,0.6,"false","false","",""
"pamhc2crops:bakedcassavaitem","Baked Cassava",5,0.6,"false","false","",""
"pamhc2crops:bakedjicamaitem","Baked Jicama",5,0.6,"false","false","",""
"pamhc2crops:bakedparsnipitem","Baked Parsnip",5,0.6,"false","false","",""
"pamhc2crops:bakedrutabagaitem","Baked Rutabaga",5,0.6,"false","false","",""
"pamhc2crops:bakedsweetpotatoitem","Baked Sweet Potato",5,0.6,"false","false","",""
"pamhc2crops:bakedtaroitem","Baked Taro",5,0.6,"false","false","",""
"pamhc2crops:bakedturnipitem","Baked Turnip",5,0.6,"false","false","",""
"pamhc2crops:bakedwaterchestnutitem","Baked Water Chestnut",5,0.6,"false","false","supplementaries:cookies",""
"pamhc2crops:bellpepperitem","Bellpepper",3,0.6,"false","false","diet:vegetables, forge:crops/bellpepper, forge:peppers, forge:peppers/bellpepper, forge:vegetables, forge:vegetables/bellpepper",""
"pamhc2crops:blackberryitem","Blackberry",2,0.1,"false","false","diet:fruits, forge:berries, forge:berries/blackberry, forge:crops/blackberry, forge:fruits, forge:fruits/blackberries, forge:fruits/blackberry, forge:paper_plants, forge:paper_plants/blackberry, forge:vinegar_ingredients, forge:vinegar_ingredients/blackberries, forge:vinegar_ingredients/blackberry",""
"pamhc2crops:blueberryitem","Blueberry",2,0.1,"false","false","diet:fruits, forge:berries, forge:berries/blueberry, forge:crops/blueberry, forge:fruits, forge:fruits/blueberries, forge:fruits/blueberry, forge:vinegar_ingredients, forge:vinegar_ingredients/blueberries, forge:vinegar_ingredients/blueberry",""
"pamhc2crops:broccoliitem","Broccoli",3,0.6,"false","false","diet:vegetables, forge:crops/broccoli, forge:salad_ingredients, forge:salad_ingredients/broccoli, forge:vegetables, forge:vegetables/broccoli",""
"pamhc2crops:brusselsproutitem","Brusselsprout",3,0.6,"false","false","diet:vegetables, forge:crops/brusselsprout, forge:salad_ingredients, forge:salad_ingredients/brusselsprout, forge:vegetables, forge:vegetables/brusselsprout",""
"pamhc2crops:cabbageitem","Cabbage",3,0.6,"false","false","diet:vegetables, forge:crops/cabbage, forge:leafyvegetables, forge:leafyvegetables/cabbage, forge:salad_ingredients, forge:salad_ingredients/cabbage, forge:vegetables, forge:vegetables/cabbage",""
"pamhc2crops:cactusfruititem","Cactusfruit",2,0.3,"false","false","diet:fruits, forge:crops/cactusfruit, forge:fruits, forge:fruits/cactus_fruit, forge:fruits/cactusfruit, forge:vinegar_ingredients, forge:vinegar_ingredients/cactus_fruit, forge:vinegar_ingredients/cactusfruit",""
"pamhc2crops:candleberryitem","Candleberry",2,0.1,"false","false","diet:fruits, forge:berries, forge:berries/candleberry, forge:crops/candleberry, forge:fruits, forge:fruits/candleberry, forge:vinegar_ingredients, forge:vinegar_ingredients/candleberry",""
"pamhc2crops:cantaloupeitem","Cantaloupe",2,0.3,"false","false","diet:fruits, forge:crops/cantaloupe, forge:fruits, forge:fruits/cantaloupe, forge:vinegar_ingredients, forge:vinegar_ingredients/cantaloupe",""
"pamhc2crops:cassavaitem","Cassava",1,0.3,"false","false","diet:vegetables, forge:crops/cassava, forge:flour_plants, forge:flour_plants/cassava, forge:rootvegetables, forge:rootvegetables/cassava, forge:vegetables, forge:vegetables/cassava",""
"pamhc2crops:caulifloweritem","Cauliflower",3,0.6,"false","false","diet:vegetables, forge:crops/cauliflower, forge:salad_ingredients, forge:salad_ingredients/cauliflower, forge:vegetables, forge:vegetables/cauliflower",""
"pamhc2crops:celeryitem","Celery",3,0.6,"false","false","diet:vegetables, forge:crops/celery, forge:vegetables, forge:vegetables/celery",""
"pamhc2crops:chilipepperitem","Chilipepper",3,0.6,"false","false","diet:vegetables, forge:crops/chilipepper, forge:peppers, forge:peppers/chilipepper, forge:vegetables, forge:vegetables/chilipepper",""
"pamhc2crops:cranberryitem","Cranberry",2,0.1,"false","false","diet:fruits, forge:berries, forge:berries/cranberry, forge:crops/cranberry, forge:fruits, forge:fruits/cranberry, forge:vinegar_ingredients, forge:vinegar_ingredients/cranberry",""
"pamhc2crops:cucumberitem","Cucumber",3,0.6,"false","false","diet:vegetables, forge:crops/cucumber, forge:salad_ingredients/cucumber, forge:vegetables, forge:vegetables/cucumber",""
"pamhc2crops:eggplantitem","Eggplant",3,0.6,"false","false","diet:vegetables, forge:crops/eggplant, forge:vegetables, forge:vegetables/eggplant",""
