"ID","Name","Description","Parent"
"create:recipes/building_blocks/smelting/glass_from_framed_glass","create:recipes/building_blocks/smelting/glass_from_framed_glass","<null>","minecraft:recipes/root"
"create:recipes/building_blocks/smelting/glass_from_horizontal_framed_glass","create:recipes/building_blocks/smelting/glass_from_horizontal_framed_glass","<null>","minecraft:recipes/root"
"create:recipes/building_blocks/smelting/glass_from_tiled_glass","create:recipes/building_blocks/smelting/glass_from_tiled_glass","<null>","minecraft:recipes/root"
"create:recipes/building_blocks/smelting/glass_from_vertical_framed_glass","create:recipes/building_blocks/smelting/glass_from_vertical_framed_glass","<null>","minecraft:recipes/root"
"create:recipes/building_blocks/smelting/ingot_aluminum_compat_immersiveengineering","create:recipes/building_blocks/smelting/ingot_aluminum_compat_immersiveengineering","<null>","minecraft:recipes/root"
"create:recipes/building_blocks/smelting/ingot_lead_compat_immersiveengineering","create:recipes/building_blocks/smelting/ingot_lead_compat_immersiveengineering","<null>","minecraft:recipes/root"
"create:recipes/building_blocks/smelting/ingot_lead_compat_mekanism","create:recipes/building_blocks/smelting/ingot_lead_compat_mekanism","<null>","minecraft:recipes/root"
"create:recipes/building_blocks/smelting/ingot_nickel_compat_immersiveengineering","create:recipes/building_blocks/smelting/ingot_nickel_compat_immersiveengineering","<null>","minecraft:recipes/root"
"create:recipes/building_blocks/smelting/ingot_osmium_compat_mekanism","create:recipes/building_blocks/smelting/ingot_osmium_compat_mekanism","<null>","minecraft:recipes/root"
"create:recipes/building_blocks/smelting/ingot_silver_compat_immersiveengineering","create:recipes/building_blocks/smelting/ingot_silver_compat_immersiveengineering","<null>","minecraft:recipes/root"
"create:recipes/building_blocks/smelting/ingot_tin_compat_mekanism","create:recipes/building_blocks/smelting/ingot_tin_compat_mekanism","<null>","minecraft:recipes/root"
"create:recipes/building_blocks/smelting/ingot_uranium_compat_immersiveengineering","create:recipes/building_blocks/smelting/ingot_uranium_compat_immersiveengineering","<null>","minecraft:recipes/root"
"create:recipes/building_blocks/smelting/ingot_uranium_compat_mekanism","create:recipes/building_blocks/smelting/ingot_uranium_compat_mekanism","<null>","minecraft:recipes/root"
"create:recipes/building_blocks/smelting/lead_ingot_compat_eidolon","create:recipes/building_blocks/smelting/lead_ingot_compat_eidolon","<null>","minecraft:recipes/root"
"create:recipes/building_blocks/smelting/lead_ingot_compat_mysticalworld","create:recipes/building_blocks/smelting/lead_ingot_compat_mysticalworld","<null>","minecraft:recipes/root"
"create:recipes/building_blocks/smelting/lead_ingot_compat_silents_mechanisms","create:recipes/building_blocks/smelting/lead_ingot_compat_silents_mechanisms","<null>","minecraft:recipes/root"
"create:recipes/building_blocks/smelting/lead_ingot_compat_thermal","create:recipes/building_blocks/smelting/lead_ingot_compat_thermal","<null>","minecraft:recipes/root"
"create:recipes/building_blocks/smelting/nickel_ingot_compat_silents_mechanisms","create:recipes/building_blocks/smelting/nickel_ingot_compat_silents_mechanisms","<null>","minecraft:recipes/root"
"create:recipes/building_blocks/smelting/nickel_ingot_compat_thermal","create:recipes/building_blocks/smelting/nickel_ingot_compat_thermal","<null>","minecraft:recipes/root"
"create:recipes/building_blocks/smelting/platinum_ingot_compat_silents_mechanisms","create:recipes/building_blocks/smelting/platinum_ingot_compat_silents_mechanisms","<null>","minecraft:recipes/root"
"create:recipes/building_blocks/smelting/quicksilver_ingot_compat_mysticalworld","create:recipes/building_blocks/smelting/quicksilver_ingot_compat_mysticalworld","<null>","minecraft:recipes/root"
"create:recipes/building_blocks/smelting/silver_ingot_compat_iceandfire","create:recipes/building_blocks/smelting/silver_ingot_compat_iceandfire","<null>","minecraft:recipes/root"
"create:recipes/building_blocks/smelting/silver_ingot_compat_mysticalworld","create:recipes/building_blocks/smelting/silver_ingot_compat_mysticalworld","<null>","minecraft:recipes/root"
"create:recipes/building_blocks/smelting/silver_ingot_compat_silents_mechanisms","create:recipes/building_blocks/smelting/silver_ingot_compat_silents_mechanisms","<null>","minecraft:recipes/root"
"create:recipes/building_blocks/smelting/silver_ingot_compat_thermal","create:recipes/building_blocks/smelting/silver_ingot_compat_thermal","<null>","minecraft:recipes/root"
"create:recipes/building_blocks/smelting/tin_ingot_compat_mysticalworld","create:recipes/building_blocks/smelting/tin_ingot_compat_mysticalworld","<null>","minecraft:recipes/root"
"create:recipes/building_blocks/smelting/tin_ingot_compat_silents_mechanisms","create:recipes/building_blocks/smelting/tin_ingot_compat_silents_mechanisms","<null>","minecraft:recipes/root"
"create:recipes/building_blocks/smelting/tin_ingot_compat_thermal","create:recipes/building_blocks/smelting/tin_ingot_compat_thermal","<null>","minecraft:recipes/root"
"create:recipes/building_blocks/smelting/uranium_ingot_compat_silents_mechanisms","create:recipes/building_blocks/smelting/uranium_ingot_compat_silents_mechanisms","<null>","minecraft:recipes/root"
"create:recipes/create.base/blasting/brass_ingot_from_crushed","create:recipes/create.base/blasting/brass_ingot_from_crushed","<null>","minecraft:recipes/root"
"create:recipes/create.base/blasting/copper_ingot_from_crushed","create:recipes/create.base/blasting/copper_ingot_from_crushed","<null>","minecraft:recipes/root"
"create:recipes/create.base/blasting/copper_ingot_from_ore","create:recipes/create.base/blasting/copper_ingot_from_ore","<null>","minecraft:recipes/root"
"create:recipes/create.base/blasting/zinc_ingot_from_crushed","create:recipes/create.base/blasting/zinc_ingot_from_crushed","<null>","minecraft:recipes/root"
"create:recipes/create.base/blasting/zinc_ingot_from_ore","create:recipes/create.base/blasting/zinc_ingot_from_ore","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/appliances/copper_backtank","create:recipes/create.base/crafting/appliances/copper_backtank","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/appliances/crafting_blueprint","create:recipes/create.base/crafting/appliances/crafting_blueprint","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/appliances/diving_boots","create:recipes/create.base/crafting/appliances/diving_boots","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/appliances/diving_helmet","create:recipes/create.base/crafting/appliances/diving_helmet","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/appliances/dough","create:recipes/create.base/crafting/appliances/dough","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/appliances/linked_controller","create:recipes/create.base/crafting/appliances/linked_controller","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/appliances/tree_fertilizer","create:recipes/create.base/crafting/appliances/tree_fertilizer","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/curiosities/minecart_coupling","create:recipes/create.base/crafting/curiosities/minecart_coupling","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/curiosities/peculiar_bell","create:recipes/create.base/crafting/curiosities/peculiar_bell","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/curiosities/wand_of_symmetry","create:recipes/create.base/crafting/curiosities/wand_of_symmetry","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/kinetics/adjustable_chain_gearshift","create:recipes/create.base/crafting/kinetics/adjustable_chain_gearshift","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/kinetics/analog_lever","create:recipes/create.base/crafting/kinetics/analog_lever","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/kinetics/attribute_filter","create:recipes/create.base/crafting/kinetics/attribute_filter","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/kinetics/basin","create:recipes/create.base/crafting/kinetics/basin","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/kinetics/belt_connector","create:recipes/create.base/crafting/kinetics/belt_connector","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/kinetics/black_seat","create:recipes/create.base/crafting/kinetics/black_seat","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/kinetics/black_seat_from_other_seat","create:recipes/create.base/crafting/kinetics/black_seat_from_other_seat","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/kinetics/black_valve_handle_from_other_valve_handle","create:recipes/create.base/crafting/kinetics/black_valve_handle_from_other_valve_handle","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/kinetics/blue_seat","create:recipes/create.base/crafting/kinetics/blue_seat","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/kinetics/blue_seat_from_other_seat","create:recipes/create.base/crafting/kinetics/blue_seat_from_other_seat","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/kinetics/blue_valve_handle_from_other_valve_handle","create:recipes/create.base/crafting/kinetics/blue_valve_handle_from_other_valve_handle","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/kinetics/brass_hand","create:recipes/create.base/crafting/kinetics/brass_hand","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/kinetics/brown_seat","create:recipes/create.base/crafting/kinetics/brown_seat","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/kinetics/brown_seat_from_other_seat","create:recipes/create.base/crafting/kinetics/brown_seat_from_other_seat","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/kinetics/brown_valve_handle_from_other_valve_handle","create:recipes/create.base/crafting/kinetics/brown_valve_handle_from_other_valve_handle","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/kinetics/cart_assembler","create:recipes/create.base/crafting/kinetics/cart_assembler","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/kinetics/chute","create:recipes/create.base/crafting/kinetics/chute","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/kinetics/clockwork_bearing","create:recipes/create.base/crafting/kinetics/clockwork_bearing","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/kinetics/clutch","create:recipes/create.base/crafting/kinetics/clutch","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/kinetics/cogwheel","create:recipes/create.base/crafting/kinetics/cogwheel","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/kinetics/controller_rail","create:recipes/create.base/crafting/kinetics/controller_rail","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/kinetics/copper_valve_handle","create:recipes/create.base/crafting/kinetics/copper_valve_handle","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/kinetics/copper_valve_handle_from_others","create:recipes/create.base/crafting/kinetics/copper_valve_handle_from_others","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/kinetics/crafter_slot_cover","create:recipes/create.base/crafting/kinetics/crafter_slot_cover","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/kinetics/cuckoo_clock","create:recipes/create.base/crafting/kinetics/cuckoo_clock","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/kinetics/cyan_seat","create:recipes/create.base/crafting/kinetics/cyan_seat","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/kinetics/cyan_seat_from_other_seat","create:recipes/create.base/crafting/kinetics/cyan_seat_from_other_seat","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/kinetics/cyan_valve_handle_from_other_valve_handle","create:recipes/create.base/crafting/kinetics/cyan_valve_handle_from_other_valve_handle","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/kinetics/deployer","create:recipes/create.base/crafting/kinetics/deployer","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/kinetics/depot","create:recipes/create.base/crafting/kinetics/depot","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/kinetics/empty_blaze_burner","create:recipes/create.base/crafting/kinetics/empty_blaze_burner","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/kinetics/encased_chain_drive","create:recipes/create.base/crafting/kinetics/encased_chain_drive","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/kinetics/encased_fan","create:recipes/create.base/crafting/kinetics/encased_fan","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/kinetics/filter","create:recipes/create.base/crafting/kinetics/filter","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/kinetics/fluid_pipe","create:recipes/create.base/crafting/kinetics/fluid_pipe","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/kinetics/fluid_tank","create:recipes/create.base/crafting/kinetics/fluid_tank","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/kinetics/fluid_valve","create:recipes/create.base/crafting/kinetics/fluid_valve","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/kinetics/gantry_carriage","create:recipes/create.base/crafting/kinetics/gantry_carriage","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/kinetics/gantry_shaft","create:recipes/create.base/crafting/kinetics/gantry_shaft","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/kinetics/gearbox","create:recipes/create.base/crafting/kinetics/gearbox","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/kinetics/gearboxfrom_conversion","create:recipes/create.base/crafting/kinetics/gearboxfrom_conversion","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/kinetics/gearshift","create:recipes/create.base/crafting/kinetics/gearshift","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/kinetics/goggles","create:recipes/create.base/crafting/kinetics/goggles","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/kinetics/gray_seat","create:recipes/create.base/crafting/kinetics/gray_seat","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/kinetics/gray_seat_from_other_seat","create:recipes/create.base/crafting/kinetics/gray_seat_from_other_seat","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/kinetics/gray_valve_handle_from_other_valve_handle","create:recipes/create.base/crafting/kinetics/gray_valve_handle_from_other_valve_handle","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/kinetics/green_seat","create:recipes/create.base/crafting/kinetics/green_seat","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/kinetics/green_seat_from_other_seat","create:recipes/create.base/crafting/kinetics/green_seat_from_other_seat","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/kinetics/green_valve_handle_from_other_valve_handle","create:recipes/create.base/crafting/kinetics/green_valve_handle_from_other_valve_handle","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/kinetics/hand_crank","create:recipes/create.base/crafting/kinetics/hand_crank","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/kinetics/hose_pulley","create:recipes/create.base/crafting/kinetics/hose_pulley","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/kinetics/item_drain","create:recipes/create.base/crafting/kinetics/item_drain","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/kinetics/large_cogwheel","create:recipes/create.base/crafting/kinetics/large_cogwheel","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/kinetics/light_blue_seat","create:recipes/create.base/crafting/kinetics/light_blue_seat","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/kinetics/light_blue_seat_from_other_seat","create:recipes/create.base/crafting/kinetics/light_blue_seat_from_other_seat","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/kinetics/light_blue_valve_handle_from_other_valve_handle","create:recipes/create.base/crafting/kinetics/light_blue_valve_handle_from_other_valve_handle","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/kinetics/light_gray_seat","create:recipes/create.base/crafting/kinetics/light_gray_seat","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/kinetics/light_gray_seat_from_other_seat","create:recipes/create.base/crafting/kinetics/light_gray_seat_from_other_seat","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/kinetics/light_gray_valve_handle_from_other_valve_handle","create:recipes/create.base/crafting/kinetics/light_gray_valve_handle_from_other_valve_handle","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/kinetics/lime_seat","create:recipes/create.base/crafting/kinetics/lime_seat","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/kinetics/lime_seat_from_other_seat","create:recipes/create.base/crafting/kinetics/lime_seat_from_other_seat","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/kinetics/lime_valve_handle_from_other_valve_handle","create:recipes/create.base/crafting/kinetics/lime_valve_handle_from_other_valve_handle","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/kinetics/linear_chassis","create:recipes/create.base/crafting/kinetics/linear_chassis","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/kinetics/linear_chassisfrom_conversion","create:recipes/create.base/crafting/kinetics/linear_chassisfrom_conversion","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/kinetics/magenta_seat","create:recipes/create.base/crafting/kinetics/magenta_seat","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/kinetics/magenta_seat_from_other_seat","create:recipes/create.base/crafting/kinetics/magenta_seat_from_other_seat","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/kinetics/magenta_valve_handle_from_other_valve_handle","create:recipes/create.base/crafting/kinetics/magenta_valve_handle_from_other_valve_handle","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/kinetics/mechanical_arm","create:recipes/create.base/crafting/kinetics/mechanical_arm","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/kinetics/mechanical_bearing","create:recipes/create.base/crafting/kinetics/mechanical_bearing","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/kinetics/mechanical_crafter","create:recipes/create.base/crafting/kinetics/mechanical_crafter","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/kinetics/mechanical_drill","create:recipes/create.base/crafting/kinetics/mechanical_drill","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/kinetics/mechanical_harvester","create:recipes/create.base/crafting/kinetics/mechanical_harvester","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/kinetics/mechanical_mixer","create:recipes/create.base/crafting/kinetics/mechanical_mixer","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/kinetics/mechanical_piston","create:recipes/create.base/crafting/kinetics/mechanical_piston","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/kinetics/mechanical_plough","create:recipes/create.base/crafting/kinetics/mechanical_plough","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/kinetics/mechanical_press","create:recipes/create.base/crafting/kinetics/mechanical_press","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/kinetics/mechanical_pump","create:recipes/create.base/crafting/kinetics/mechanical_pump","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/kinetics/mechanical_saw","create:recipes/create.base/crafting/kinetics/mechanical_saw","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/kinetics/metal_bracket","create:recipes/create.base/crafting/kinetics/metal_bracket","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/kinetics/millstone","create:recipes/create.base/crafting/kinetics/millstone","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/kinetics/mysterious_cuckoo_clock","create:recipes/create.base/crafting/kinetics/mysterious_cuckoo_clock","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/kinetics/nixie_tube","create:recipes/create.base/crafting/kinetics/nixie_tube","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/kinetics/nozzle","create:recipes/create.base/crafting/kinetics/nozzle","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/kinetics/orange_seat","create:recipes/create.base/crafting/kinetics/orange_seat","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/kinetics/orange_seat_from_other_seat","create:recipes/create.base/crafting/kinetics/orange_seat_from_other_seat","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/kinetics/orange_valve_handle_from_other_valve_handle","create:recipes/create.base/crafting/kinetics/orange_valve_handle_from_other_valve_handle","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/kinetics/pink_seat","create:recipes/create.base/crafting/kinetics/pink_seat","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/kinetics/pink_seat_from_other_seat","create:recipes/create.base/crafting/kinetics/pink_seat_from_other_seat","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/kinetics/pink_valve_handle_from_other_valve_handle","create:recipes/create.base/crafting/kinetics/pink_valve_handle_from_other_valve_handle","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/kinetics/piston_extension_pole","create:recipes/create.base/crafting/kinetics/piston_extension_pole","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/kinetics/portable_fluid_interface","create:recipes/create.base/crafting/kinetics/portable_fluid_interface","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/kinetics/portable_storage_interface","create:recipes/create.base/crafting/kinetics/portable_storage_interface","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/kinetics/propeller","create:recipes/create.base/crafting/kinetics/propeller","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/kinetics/purple_seat","create:recipes/create.base/crafting/kinetics/purple_seat","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/kinetics/purple_seat_from_other_seat","create:recipes/create.base/crafting/kinetics/purple_seat_from_other_seat","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/kinetics/purple_valve_handle_from_other_valve_handle","create:recipes/create.base/crafting/kinetics/purple_valve_handle_from_other_valve_handle","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/kinetics/radial_chassis","create:recipes/create.base/crafting/kinetics/radial_chassis","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/kinetics/red_seat","create:recipes/create.base/crafting/kinetics/red_seat","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/kinetics/red_seat_from_other_seat","create:recipes/create.base/crafting/kinetics/red_seat_from_other_seat","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/kinetics/red_valve_handle_from_other_valve_handle","create:recipes/create.base/crafting/kinetics/red_valve_handle_from_other_valve_handle","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/kinetics/rope_pulley","create:recipes/create.base/crafting/kinetics/rope_pulley","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/kinetics/rotation_speed_controller","create:recipes/create.base/crafting/kinetics/rotation_speed_controller","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/kinetics/sail_frame","create:recipes/create.base/crafting/kinetics/sail_frame","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/kinetics/secondary_linear_chassisfrom_conversion","create:recipes/create.base/crafting/kinetics/secondary_linear_chassisfrom_conversion","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/kinetics/sequenced_gearshift","create:recipes/create.base/crafting/kinetics/sequenced_gearshift","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/kinetics/shaft","create:recipes/create.base/crafting/kinetics/shaft","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/kinetics/smart_chute","create:recipes/create.base/crafting/kinetics/smart_chute","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/kinetics/smart_fluid_pipe","create:recipes/create.base/crafting/kinetics/smart_fluid_pipe","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/kinetics/speedometer","create:recipes/create.base/crafting/kinetics/speedometer","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/kinetics/speedometerfrom_conversion","create:recipes/create.base/crafting/kinetics/speedometerfrom_conversion","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/kinetics/spout","create:recipes/create.base/crafting/kinetics/spout","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/kinetics/sticker","create:recipes/create.base/crafting/kinetics/sticker","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/kinetics/sticky_mechanical_piston","create:recipes/create.base/crafting/kinetics/sticky_mechanical_piston","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/kinetics/stressometerfrom_conversion","create:recipes/create.base/crafting/kinetics/stressometerfrom_conversion","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/kinetics/super_glue","create:recipes/create.base/crafting/kinetics/super_glue","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/kinetics/turntable","create:recipes/create.base/crafting/kinetics/turntable","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/kinetics/vertical_gearboxfrom_conversion","create:recipes/create.base/crafting/kinetics/vertical_gearboxfrom_conversion","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/kinetics/water_wheel","create:recipes/create.base/crafting/kinetics/water_wheel","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/kinetics/weighted_ejector","create:recipes/create.base/crafting/kinetics/weighted_ejector","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/kinetics/whisk","create:recipes/create.base/crafting/kinetics/whisk","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/kinetics/white_sail","create:recipes/create.base/crafting/kinetics/white_sail","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/kinetics/white_seat","create:recipes/create.base/crafting/kinetics/white_seat","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/kinetics/white_seat_from_other_seat","create:recipes/create.base/crafting/kinetics/white_seat_from_other_seat","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/kinetics/white_valve_handle_from_other_valve_handle","create:recipes/create.base/crafting/kinetics/white_valve_handle_from_other_valve_handle","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/kinetics/windmill_bearing","create:recipes/create.base/crafting/kinetics/windmill_bearing","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/kinetics/wooden_bracket","create:recipes/create.base/crafting/kinetics/wooden_bracket","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/kinetics/wrench","create:recipes/create.base/crafting/kinetics/wrench","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/kinetics/yellow_seat","create:recipes/create.base/crafting/kinetics/yellow_seat","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/kinetics/yellow_seat_from_other_seat","create:recipes/create.base/crafting/kinetics/yellow_seat_from_other_seat","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/kinetics/yellow_valve_handle_from_other_valve_handle","create:recipes/create.base/crafting/kinetics/yellow_valve_handle_from_other_valve_handle","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/logistics/adjustable_crate","create:recipes/create.base/crafting/logistics/adjustable_crate","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/logistics/adjustable_pulse_repeater","create:recipes/create.base/crafting/logistics/adjustable_pulse_repeater","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/logistics/adjustable_repeater","create:recipes/create.base/crafting/logistics/adjustable_repeater","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/logistics/andesite_funnel","create:recipes/create.base/crafting/logistics/andesite_funnel","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/logistics/andesite_tunnel","create:recipes/create.base/crafting/logistics/andesite_tunnel","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/logistics/brass_funnel","create:recipes/create.base/crafting/logistics/brass_funnel","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/logistics/brass_tunnel","create:recipes/create.base/crafting/logistics/brass_tunnel","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/logistics/content_observer","create:recipes/create.base/crafting/logistics/content_observer","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/logistics/powered_latch","create:recipes/create.base/crafting/logistics/powered_latch","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/logistics/powered_toggle_latch","create:recipes/create.base/crafting/logistics/powered_toggle_latch","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/logistics/pulse_repeater","create:recipes/create.base/crafting/logistics/pulse_repeater","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/logistics/redstone_contact","create:recipes/create.base/crafting/logistics/redstone_contact","<null>","minecraft:recipes/root"
"create:recipes/create.base/crafting/logistics/redstone_link","create:recipes/create.base/crafting/logistics/redstone_link","<null>","minecraft:recipes/root"
